Well,Cells #Events,Cells %Parent,Cells FSC-A Median,Cells FSC-W Median,Cells SSC-A Median,Cells CD33 640 670/30-A Median,Cells CD45RA 640 730/45-A Median,Cells CD34 640 780/60-A Median,Cells CD90 561 582/15-A Median,Cells CD49f 561 670/14-A Median,Cells CD38 561 780/60-A Median,Cells CD19 488 530/30-A Median,Cells Live/Dead V405 450/50-A Median,Cells CD7/10 V405 525/50-A Median,Cells V405 780/60-A Median,Cells Time Median,Singlets #Events,Singlets %Parent,Singlets FSC-A Median,Singlets FSC-W Median,Singlets SSC-A Median,Singlets CD33 640 670/30-A Median,Singlets CD45RA 640 730/45-A Median,Singlets CD34 640 780/60-A Median,Singlets CD90 561 582/15-A Median,Singlets CD49f 561 670/14-A Median,Singlets CD38 561 780/60-A Median,Singlets CD19 488 530/30-A Median,Singlets Live/Dead V405 450/50-A Median,Singlets CD7/10 V405 525/50-A Median,Singlets V405 780/60-A Median,Singlets Time Median,Live cells #Events,Live cells %Parent,Live cells FSC-A Median,Live cells FSC-W Median,Live cells SSC-A Median,Live cells CD33 640 670/30-A Median,Live cells CD45RA 640 730/45-A Median,Live cells CD34 640 780/60-A Median,Live cells CD90 561 582/15-A Median,Live cells CD49f 561 670/14-A Median,Live cells CD38 561 780/60-A Median,Live cells CD19 488 530/30-A Median,Live cells Live/Dead V405 450/50-A Median,Live cells CD7/10 V405 525/50-A Median,Live cells V405 780/60-A Median,Live cells Time Median,CD19 neg #Events,CD19 neg %Parent,CD19 neg FSC-A Median,CD19 neg FSC-W Median,CD19 neg SSC-A Median,CD19 neg CD33 640 670/30-A Median,CD19 neg CD45RA 640 730/45-A Median,CD19 neg CD34 640 780/60-A Median,CD19 neg CD90 561 582/15-A Median,CD19 neg CD49f 561 670/14-A Median,CD19 neg CD38 561 780/60-A Median,CD19 neg CD19 488 530/30-A Median,CD19 neg Live/Dead V405 450/50-A Median,CD19 neg CD7/10 V405 525/50-A Median,CD19 neg V405 780/60-A Median,CD19 neg Time Median,34+/33- #Events,34+/33- %Parent,34+/33- FSC-A Median,34+/33- FSC-W Median,34+/33- SSC-A Median,34+/33- CD33 640 670/30-A Median,34+/33- CD45RA 640 730/45-A Median,34+/33- CD34 640 780/60-A Median,34+/33- CD90 561 582/15-A Median,34+/33- CD49f 561 670/14-A Median,34+/33- CD38 561 780/60-A Median,34+/33- CD19 488 530/30-A Median,34+/33- Live/Dead V405 450/50-A Median,34+/33- CD7/10 V405 525/50-A Median,34+/33- V405 780/60-A Median,34+/33- Time Median,34+/45dim #Events,34+/45dim %Parent,34+/45dim FSC-A Median,34+/45dim FSC-W Median,34+/45dim SSC-A Median,34+/45dim CD33 640 670/30-A Median,34+/45dim CD45RA 640 730/45-A Median,34+/45dim CD34 640 780/60-A Median,34+/45dim CD90 561 582/15-A Median,34+/45dim CD49f 561 670/14-A Median,34+/45dim CD38 561 780/60-A Median,34+/45dim CD19 488 530/30-A Median,34+/45dim Live/Dead V405 450/50-A Median,34+/45dim CD7/10 V405 525/50-A Median,34+/45dim V405 780/60-A Median,34+/45dim Time Median,CD38/CD34+ #Events,CD38/CD34+ %Parent,CD38/CD34+ FSC-A Median,CD38/CD34+ FSC-W Median,CD38/CD34+ SSC-A Median,CD38/CD34+ CD33 640 670/30-A Median,CD38/CD34+ CD45RA 640 730/45-A Median,CD38/CD34+ CD34 640 780/60-A Median,CD38/CD34+ CD90 561 582/15-A Median,CD38/CD34+ CD49f 561 670/14-A Median,CD38/CD34+ CD38 561 780/60-A Median,CD38/CD34+ CD19 488 530/30-A Median,CD38/CD34+ Live/Dead V405 450/50-A Median,CD38/CD34+ CD7/10 V405 525/50-A Median,CD38/CD34+ V405 780/60-A Median,CD38/CD34+ Time Median,CD38-/34+ #Events,CD38-/34+ %Parent,CD38-/34+ FSC-A Median,CD38-/34+ FSC-W Median,CD38-/34+ SSC-A Median,CD38-/34+ CD33 640 670/30-A Median,CD38-/34+ CD45RA 640 730/45-A Median,CD38-/34+ CD34 640 780/60-A Median,CD38-/34+ CD90 561 582/15-A Median,CD38-/34+ CD49f 561 670/14-A Median,CD38-/34+ CD38 561 780/60-A Median,CD38-/34+ CD19 488 530/30-A Median,CD38-/34+ Live/Dead V405 450/50-A Median,CD38-/34+ CD7/10 V405 525/50-A Median,CD38-/34+ V405 780/60-A Median,CD38-/34+ Time Median,HSC pool #Events,HSC pool %Parent,HSC pool FSC-A Median,HSC pool FSC-W Median,HSC pool SSC-A Median,HSC pool CD33 640 670/30-A Median,HSC pool CD45RA 640 730/45-A Median,HSC pool CD34 640 780/60-A Median,HSC pool CD90 561 582/15-A Median,HSC pool CD49f 561 670/14-A Median,HSC pool CD38 561 780/60-A Median,HSC pool CD19 488 530/30-A Median,HSC pool Live/Dead V405 450/50-A Median,HSC pool CD7/10 V405 525/50-A Median,HSC pool V405 780/60-A Median,HSC pool Time Median
A11,1,100,"68,812","85,458","16,495",142,14,963,283,310,-16,13,-7,281,"1,301","3,042",1,100,"68,812","85,458","16,495",142,14,963,283,310,-16,13,-7,281,"1,301","3,042",1,100,"68,812","85,458","16,495",142,14,963,283,310,-16,13,-7,281,"1,301","3,042",1,100,"68,812","85,458","16,495",142,14,963,283,310,-16,13,-7,281,"1,301","3,042",1,100,"68,812","85,458","16,495",142,14,963,283,310,-16,13,-7,281,"1,301","3,042",1,100,"68,812","85,458","16,495",142,14,963,283,310,-16,13,-7,281,"1,301","3,042",0,0,,,,,,,,,,,,,,,1,100,"68,812","85,458","16,495",142,14,963,283,310,-16,13,-7,281,"1,301","3,042",1,100,"68,812","85,458","16,495",142,14,963,283,310,-16,13,-7,281,"1,301","3,042"
A12,1,100,"73,422","86,620","11,127",53,29,892,-11,467,-93,-9,-22,321,"1,518","3,280",1,100,"73,422","86,620","11,127",53,29,892,-11,467,-93,-9,-22,321,"1,518","3,280",1,100,"73,422","86,620","11,127",53,29,892,-11,467,-93,-9,-22,321,"1,518","3,280",1,100,"73,422","86,620","11,127",53,29,892,-11,467,-93,-9,-22,321,"1,518","3,280",1,100,"73,422","86,620","11,127",53,29,892,-11,467,-93,-9,-22,321,"1,518","3,280",1,100,"73,422","86,620","11,127",53,29,892,-11,467,-93,-9,-22,321,"1,518","3,280",0,0,,,,,,,,,,,,,,,1,100,"73,422","86,620","11,127",53,29,892,-11,467,-93,-9,-22,321,"1,518","3,280",1,100,"73,422","86,620","11,127",53,29,892,-11,467,-93,-9,-22,321,"1,518","3,280"
B1,1,100,"80,066","88,279","17,773",130,30,"1,322",266,925,-105,41,-45,448,"2,675","5,932",1,100,"80,066","88,279","17,773",130,30,"1,322",266,925,-105,41,-45,448,"2,675","5,932",1,100,"80,066","88,279","17,773",130,30,"1,322",266,925,-105,41,-45,448,"2,675","5,932",1,100,"80,066","88,279","17,773",130,30,"1,322",266,925,-105,41,-45,448,"2,675","5,932",1,100,"80,066","88,279","17,773",130,30,"1,322",266,925,-105,41,-45,448,"2,675","5,932",1,100,"80,066","88,279","17,773",130,30,"1,322",266,925,-105,41,-45,448,"2,675","5,932",0,0,,,,,,,,,,,,,,,1,100,"80,066","88,279","17,773",130,30,"1,322",266,925,-105,41,-45,448,"2,675","5,932",1,100,"80,066","88,279","17,773",130,30,"1,322",266,925,-105,41,-45,448,"2,675","5,932"
B2,1,100,"72,666","87,540","16,082",202,19,"1,415",14,"1,053",-96,27,2,410,"2,494","5,731",1,100,"72,666","87,540","16,082",202,19,"1,415",14,"1,053",-96,27,2,410,"2,494","5,731",1,100,"72,666","87,540","16,082",202,19,"1,415",14,"1,053",-96,27,2,410,"2,494","5,731",1,100,"72,666","87,540","16,082",202,19,"1,415",14,"1,053",-96,27,2,410,"2,494","5,731",1,100,"72,666","87,540","16,082",202,19,"1,415",14,"1,053",-96,27,2,410,"2,494","5,731",1,100,"72,666","87,540","16,082",202,19,"1,415",14,"1,053",-96,27,2,410,"2,494","5,731",0,0,,,,,,,,,,,,,,,1,100,"72,666","87,540","16,082",202,19,"1,415",14,"1,053",-96,27,2,410,"2,494","5,731",1,100,"72,666","87,540","16,082",202,19,"1,415",14,"1,053",-96,27,2,410,"2,494","5,731"
B3,1,100,"70,914","85,129","13,497",-31,18,"1,112",47,"1,247",-60,20,-44,312,"1,259","5,532",1,100,"70,914","85,129","13,497",-31,18,"1,112",47,"1,247",-60,20,-44,312,"1,259","5,532",1,100,"70,914","85,129","13,497",-31,18,"1,112",47,"1,247",-60,20,-44,312,"1,259","5,532",1,100,"70,914","85,129","13,497",-31,18,"1,112",47,"1,247",-60,20,-44,312,"1,259","5,532",1,100,"70,914","85,129","13,497",-31,18,"1,112",47,"1,247",-60,20,-44,312,"1,259","5,532",1,100,"70,914","85,129","13,497",-31,18,"1,112",47,"1,247",-60,20,-44,312,"1,259","5,532",0,0,,,,,,,,,,,,,,,1,100,"70,914","85,129","13,497",-31,18,"1,112",47,"1,247",-60,20,-44,312,"1,259","5,532",1,100,"70,914","85,129","13,497",-31,18,"1,112",47,"1,247",-60,20,-44,312,"1,259","5,532"
B4,1,100,"68,931","90,385","11,711",-11,10,"1,128",156,"1,693",-125,35,42,355,"1,907","5,329",1,100,"68,931","90,385","11,711",-11,10,"1,128",156,"1,693",-125,35,42,355,"1,907","5,329",1,100,"68,931","90,385","11,711",-11,10,"1,128",156,"1,693",-125,35,42,355,"1,907","5,329",1,100,"68,931","90,385","11,711",-11,10,"1,128",156,"1,693",-125,35,42,355,"1,907","5,329",1,100,"68,931","90,385","11,711",-11,10,"1,128",156,"1,693",-125,35,42,355,"1,907","5,329",1,100,"68,931","90,385","11,711",-11,10,"1,128",156,"1,693",-125,35,42,355,"1,907","5,329",0,0,,,,,,,,,,,,,,,1,100,"68,931","90,385","11,711",-11,10,"1,128",156,"1,693",-125,35,42,355,"1,907","5,329",1,100,"68,931","90,385","11,711",-11,10,"1,128",156,"1,693",-125,35,42,355,"1,907","5,329"
B5,1,100,"72,604","85,764","13,655",31,25,"1,550",215,"1,091",-109,25,-13,440,"2,194","5,115",1,100,"72,604","85,764","13,655",31,25,"1,550",215,"1,091",-109,25,-13,440,"2,194","5,115",1,100,"72,604","85,764","13,655",31,25,"1,550",215,"1,091",-109,25,-13,440,"2,194","5,115",1,100,"72,604","85,764","13,655",31,25,"1,550",215,"1,091",-109,25,-13,440,"2,194","5,115",1,100,"72,604","85,764","13,655",31,25,"1,550",215,"1,091",-109,25,-13,440,"2,194","5,115",1,100,"72,604","85,764","13,655",31,25,"1,550",215,"1,091",-109,25,-13,440,"2,194","5,115",0,0,,,,,,,,,,,,,,,1,100,"72,604","85,764","13,655",31,25,"1,550",215,"1,091",-109,25,-13,440,"2,194","5,115",1,100,"72,604","85,764","13,655",31,25,"1,550",215,"1,091",-109,25,-13,440,"2,194","5,115"
B6,1,100,"68,440","84,431","12,629",60,41,"1,335",39,759,-131,24,-54,240,"1,920","4,902",1,100,"68,440","84,431","12,629",60,41,"1,335",39,759,-131,24,-54,240,"1,920","4,902",1,100,"68,440","84,431","12,629",60,41,"1,335",39,759,-131,24,-54,240,"1,920","4,902",1,100,"68,440","84,431","12,629",60,41,"1,335",39,759,-131,24,-54,240,"1,920","4,902",1,100,"68,440","84,431","12,629",60,41,"1,335",39,759,-131,24,-54,240,"1,920","4,902",1,100,"68,440","84,431","12,629",60,41,"1,335",39,759,-131,24,-54,240,"1,920","4,902",0,0,,,,,,,,,,,,,,,1,100,"68,440","84,431","12,629",60,41,"1,335",39,759,-131,24,-54,240,"1,920","4,902",1,100,"68,440","84,431","12,629",60,41,"1,335",39,759,-131,24,-54,240,"1,920","4,902"
B7,1,100,"66,361","86,467","18,173",80,42,"1,788",-51,"1,157",-175,25,-31,451,"1,818","4,706",1,100,"66,361","86,467","18,173",80,42,"1,788",-51,"1,157",-175,25,-31,451,"1,818","4,706",1,100,"66,361","86,467","18,173",80,42,"1,788",-51,"1,157",-175,25,-31,451,"1,818","4,706",1,100,"66,361","86,467","18,173",80,42,"1,788",-51,"1,157",-175,25,-31,451,"1,818","4,706",1,100,"66,361","86,467","18,173",80,42,"1,788",-51,"1,157",-175,25,-31,451,"1,818","4,706",1,100,"66,361","86,467","18,173",80,42,"1,788",-51,"1,157",-175,25,-31,451,"1,818","4,706",0,0,,,,,,,,,,,,,,,1,100,"66,361","86,467","18,173",80,42,"1,788",-51,"1,157",-175,25,-31,451,"1,818","4,706",1,100,"66,361","86,467","18,173",80,42,"1,788",-51,"1,157",-175,25,-31,451,"1,818","4,706"
B8,1,100,"71,531","86,664","17,743",110,0,"1,248",-26,"1,717",-87,39,-28,346,"2,353","4,465",1,100,"71,531","86,664","17,743",110,0,"1,248",-26,"1,717",-87,39,-28,346,"2,353","4,465",1,100,"71,531","86,664","17,743",110,0,"1,248",-26,"1,717",-87,39,-28,346,"2,353","4,465",1,100,"71,531","86,664","17,743",110,0,"1,248",-26,"1,717",-87,39,-28,346,"2,353","4,465",1,100,"71,531","86,664","17,743",110,0,"1,248",-26,"1,717",-87,39,-28,346,"2,353","4,465",1,100,"71,531","86,664","17,743",110,0,"1,248",-26,"1,717",-87,39,-28,346,"2,353","4,465",0,0,,,,,,,,,,,,,,,1,100,"71,531","86,664","17,743",110,0,"1,248",-26,"1,717",-87,39,-28,346,"2,353","4,465",1,100,"71,531","86,664","17,743",110,0,"1,248",-26,"1,717",-87,39,-28,346,"2,353","4,465"
B9,1,100,"67,136","84,604","19,178",55,2,645,324,829,-20,28,25,369,"2,037","4,217",1,100,"67,136","84,604","19,178",55,2,645,324,829,-20,28,25,369,"2,037","4,217",1,100,"67,136","84,604","19,178",55,2,645,324,829,-20,28,25,369,"2,037","4,217",1,100,"67,136","84,604","19,178",55,2,645,324,829,-20,28,25,369,"2,037","4,217",1,100,"67,136","84,604","19,178",55,2,645,324,829,-20,28,25,369,"2,037","4,217",1,100,"67,136","84,604","19,178",55,2,645,324,829,-20,28,25,369,"2,037","4,217",0,0,,,,,,,,,,,,,,,1,100,"67,136","84,604","19,178",55,2,645,324,829,-20,28,25,369,"2,037","4,217",1,100,"67,136","84,604","19,178",55,2,645,324,829,-20,28,25,369,"2,037","4,217"
