Well,Cells #Events,Cells %Parent,Cells FSC-A Median,Cells FSC-W Median,Cells SSC-A Median,Cells CD33 640 670/30-A Median,Cells CD45RA 640 730/45-A Median,Cells CD34 640 780/60-A Median,Cells CD90 561 582/15-A Median,Cells CD49f 561 670/14-A Median,Cells CD38 561 780/60-A Median,Cells CD19 488 530/30-A Median,Cells Live/Dead V405 450/50-A Median,Cells CD7/10 V405 525/50-A Median,Cells V405 780/60-A Median,Cells Time Median,Singlets #Events,Singlets %Parent,Singlets FSC-A Median,Singlets FSC-W Median,Singlets SSC-A Median,Singlets CD33 640 670/30-A Median,Singlets CD45RA 640 730/45-A Median,Singlets CD34 640 780/60-A Median,Singlets CD90 561 582/15-A Median,Singlets CD49f 561 670/14-A Median,Singlets CD38 561 780/60-A Median,Singlets CD19 488 530/30-A Median,Singlets Live/Dead V405 450/50-A Median,Singlets CD7/10 V405 525/50-A Median,Singlets V405 780/60-A Median,Singlets Time Median,Live cells #Events,Live cells %Parent,Live cells FSC-A Median,Live cells FSC-W Median,Live cells SSC-A Median,Live cells CD33 640 670/30-A Median,Live cells CD45RA 640 730/45-A Median,Live cells CD34 640 780/60-A Median,Live cells CD90 561 582/15-A Median,Live cells CD49f 561 670/14-A Median,Live cells CD38 561 780/60-A Median,Live cells CD19 488 530/30-A Median,Live cells Live/Dead V405 450/50-A Median,Live cells CD7/10 V405 525/50-A Median,Live cells V405 780/60-A Median,Live cells Time Median,CD19 neg #Events,CD19 neg %Parent,CD19 neg FSC-A Median,CD19 neg FSC-W Median,CD19 neg SSC-A Median,CD19 neg CD33 640 670/30-A Median,CD19 neg CD45RA 640 730/45-A Median,CD19 neg CD34 640 780/60-A Median,CD19 neg CD90 561 582/15-A Median,CD19 neg CD49f 561 670/14-A Median,CD19 neg CD38 561 780/60-A Median,CD19 neg CD19 488 530/30-A Median,CD19 neg Live/Dead V405 450/50-A Median,CD19 neg CD7/10 V405 525/50-A Median,CD19 neg V405 780/60-A Median,CD19 neg Time Median,34+/33- #Events,34+/33- %Parent,34+/33- FSC-A Median,34+/33- FSC-W Median,34+/33- SSC-A Median,34+/33- CD33 640 670/30-A Median,34+/33- CD45RA 640 730/45-A Median,34+/33- CD34 640 780/60-A Median,34+/33- CD90 561 582/15-A Median,34+/33- CD49f 561 670/14-A Median,34+/33- CD38 561 780/60-A Median,34+/33- CD19 488 530/30-A Median,34+/33- Live/Dead V405 450/50-A Median,34+/33- CD7/10 V405 525/50-A Median,34+/33- V405 780/60-A Median,34+/33- Time Median,34+/45dim #Events,34+/45dim %Parent,34+/45dim FSC-A Median,34+/45dim FSC-W Median,34+/45dim SSC-A Median,34+/45dim CD33 640 670/30-A Median,34+/45dim CD45RA 640 730/45-A Median,34+/45dim CD34 640 780/60-A Median,34+/45dim CD90 561 582/15-A Median,34+/45dim CD49f 561 670/14-A Median,34+/45dim CD38 561 780/60-A Median,34+/45dim CD19 488 530/30-A Median,34+/45dim Live/Dead V405 450/50-A Median,34+/45dim CD7/10 V405 525/50-A Median,34+/45dim V405 780/60-A Median,34+/45dim Time Median,CD38/CD34+ #Events,CD38/CD34+ %Parent,CD38/CD34+ FSC-A Median,CD38/CD34+ FSC-W Median,CD38/CD34+ SSC-A Median,CD38/CD34+ CD33 640 670/30-A Median,CD38/CD34+ CD45RA 640 730/45-A Median,CD38/CD34+ CD34 640 780/60-A Median,CD38/CD34+ CD90 561 582/15-A Median,CD38/CD34+ CD49f 561 670/14-A Median,CD38/CD34+ CD38 561 780/60-A Median,CD38/CD34+ CD19 488 530/30-A Median,CD38/CD34+ Live/Dead V405 450/50-A Median,CD38/CD34+ CD7/10 V405 525/50-A Median,CD38/CD34+ V405 780/60-A Median,CD38/CD34+ Time Median,CD38-/34+ #Events,CD38-/34+ %Parent,CD38-/34+ FSC-A Median,CD38-/34+ FSC-W Median,CD38-/34+ SSC-A Median,CD38-/34+ CD33 640 670/30-A Median,CD38-/34+ CD45RA 640 730/45-A Median,CD38-/34+ CD34 640 780/60-A Median,CD38-/34+ CD90 561 582/15-A Median,CD38-/34+ CD49f 561 670/14-A Median,CD38-/34+ CD38 561 780/60-A Median,CD38-/34+ CD19 488 530/30-A Median,CD38-/34+ Live/Dead V405 450/50-A Median,CD38-/34+ CD7/10 V405 525/50-A Median,CD38-/34+ V405 780/60-A Median,CD38-/34+ Time Median,HSC pool #Events,HSC pool %Parent,HSC pool FSC-A Median,HSC pool FSC-W Median,HSC pool SSC-A Median,HSC pool CD33 640 670/30-A Median,HSC pool CD45RA 640 730/45-A Median,HSC pool CD34 640 780/60-A Median,HSC pool CD90 561 582/15-A Median,HSC pool CD49f 561 670/14-A Median,HSC pool CD38 561 780/60-A Median,HSC pool CD19 488 530/30-A Median,HSC pool Live/Dead V405 450/50-A Median,HSC pool CD7/10 V405 525/50-A Median,HSC pool V405 780/60-A Median,HSC pool Time Median
B10,1,100,"71,551","85,670","16,693",11,62,"1,697",-51,"1,174",-88,15,-100,384,"2,510","4,009",1,100,"71,551","85,670","16,693",11,62,"1,697",-51,"1,174",-88,15,-100,384,"2,510","4,009",1,100,"71,551","85,670","16,693",11,62,"1,697",-51,"1,174",-88,15,-100,384,"2,510","4,009",1,100,"71,551","85,670","16,693",11,62,"1,697",-51,"1,174",-88,15,-100,384,"2,510","4,009",1,100,"71,551","85,670","16,693",11,62,"1,697",-51,"1,174",-88,15,-100,384,"2,510","4,009",1,100,"71,551","85,670","16,693",11,62,"1,697",-51,"1,174",-88,15,-100,384,"2,510","4,009",0,0,,,,,,,,,,,,,,,1,100,"71,551","85,670","16,693",11,62,"1,697",-51,"1,174",-88,15,-100,384,"2,510","4,009",1,100,"71,551","85,670","16,693",11,62,"1,697",-51,"1,174",-88,15,-100,384,"2,510","4,009"
B11,1,100,"74,906","85,492","16,389",177,19,"1,661",-98,"3,164",-98,12,-134,439,"3,573","3,780",1,100,"74,906","85,492","16,389",177,19,"1,661",-98,"3,164",-98,12,-134,439,"3,573","3,780",1,100,"74,906","85,492","16,389",177,19,"1,661",-98,"3,164",-98,12,-134,439,"3,573","3,780",1,100,"74,906","85,492","16,389",177,19,"1,661",-98,"3,164",-98,12,-134,439,"3,573","3,780",1,100,"74,906","85,492","16,389",177,19,"1,661",-98,"3,164",-98,12,-134,439,"3,573","3,780",1,100,"74,906","85,492","16,389",177,19,"1,661",-98,"3,164",-98,12,-134,439,"3,573","3,780",0,0,,,,,,,,,,,,,,,1,100,"74,906","85,492","16,389",177,19,"1,661",-98,"3,164",-98,12,-134,439,"3,573","3,780",1,100,"74,906","85,492","16,389",177,19,"1,661",-98,"3,164",-98,12,-134,439,"3,573","3,780"
B12,1,100,"69,510","83,949","21,979",75,27,"1,792",206,376,-130,33,8,388,"1,786","3,538",1,100,"69,510","83,949","21,979",75,27,"1,792",206,376,-130,33,8,388,"1,786","3,538",1,100,"69,510","83,949","21,979",75,27,"1,792",206,376,-130,33,8,388,"1,786","3,538",1,100,"69,510","83,949","21,979",75,27,"1,792",206,376,-130,33,8,388,"1,786","3,538",1,100,"69,510","83,949","21,979",75,27,"1,792",206,376,-130,33,8,388,"1,786","3,538",1,100,"69,510","83,949","21,979",75,27,"1,792",206,376,-130,33,8,388,"1,786","3,538",0,0,,,,,,,,,,,,,,,1,100,"69,510","83,949","21,979",75,27,"1,792",206,376,-130,33,8,388,"1,786","3,538",1,100,"69,510","83,949","21,979",75,27,"1,792",206,376,-130,33,8,388,"1,786","3,538"
C1,1,100,"75,685","88,402","17,963",110,42,"1,341",330,"1,093",-79,2,-29,274,"1,411","6,124",1,100,"75,685","88,402","17,963",110,42,"1,341",330,"1,093",-79,2,-29,274,"1,411","6,124",1,100,"75,685","88,402","17,963",110,42,"1,341",330,"1,093",-79,2,-29,274,"1,411","6,124",1,100,"75,685","88,402","17,963",110,42,"1,341",330,"1,093",-79,2,-29,274,"1,411","6,124",1,100,"75,685","88,402","17,963",110,42,"1,341",330,"1,093",-79,2,-29,274,"1,411","6,124",1,100,"75,685","88,402","17,963",110,42,"1,341",330,"1,093",-79,2,-29,274,"1,411","6,124",0,0,,,,,,,,,,,,,,,1,100,"75,685","88,402","17,963",110,42,"1,341",330,"1,093",-79,2,-29,274,"1,411","6,124",1,100,"75,685","88,402","17,963",110,42,"1,341",330,"1,093",-79,2,-29,274,"1,411","6,124"
C2,1,100,"80,266","88,466","12,508",113,21,"1,196",-100,"1,132",-20,-15,-31,334,"2,063","6,323",1,100,"80,266","88,466","12,508",113,21,"1,196",-100,"1,132",-20,-15,-31,334,"2,063","6,323",1,100,"80,266","88,466","12,508",113,21,"1,196",-100,"1,132",-20,-15,-31,334,"2,063","6,323",1,100,"80,266","88,466","12,508",113,21,"1,196",-100,"1,132",-20,-15,-31,334,"2,063","6,323",1,100,"80,266","88,466","12,508",113,21,"1,196",-100,"1,132",-20,-15,-31,334,"2,063","6,323",1,100,"80,266","88,466","12,508",113,21,"1,196",-100,"1,132",-20,-15,-31,334,"2,063","6,323",0,0,,,,,,,,,,,,,,,1,100,"80,266","88,466","12,508",113,21,"1,196",-100,"1,132",-20,-15,-31,334,"2,063","6,323",1,100,"80,266","88,466","12,508",113,21,"1,196",-100,"1,132",-20,-15,-31,334,"2,063","6,323"
C3,1,100,"82,426","90,369","18,146",61,67,"1,525",398,"2,186",-129,33,-102,447,"2,286","6,537",1,100,"82,426","90,369","18,146",61,67,"1,525",398,"2,186",-129,33,-102,447,"2,286","6,537",1,100,"82,426","90,369","18,146",61,67,"1,525",398,"2,186",-129,33,-102,447,"2,286","6,537",1,100,"82,426","90,369","18,146",61,67,"1,525",398,"2,186",-129,33,-102,447,"2,286","6,537",1,100,"82,426","90,369","18,146",61,67,"1,525",398,"2,186",-129,33,-102,447,"2,286","6,537",1,100,"82,426","90,369","18,146",61,67,"1,525",398,"2,186",-129,33,-102,447,"2,286","6,537",0,0,,,,,,,,,,,,,,,1,100,"82,426","90,369","18,146",61,67,"1,525",398,"2,186",-129,33,-102,447,"2,286","6,537",1,100,"82,426","90,369","18,146",61,67,"1,525",398,"2,186",-129,33,-102,447,"2,286","6,537"
C4,1,100,"67,406","84,707","9,961",66,32,994,-25,"1,224",-60,19,-14,266,"1,447","6,736",1,100,"67,406","84,707","9,961",66,32,994,-25,"1,224",-60,19,-14,266,"1,447","6,736",1,100,"67,406","84,707","9,961",66,32,994,-25,"1,224",-60,19,-14,266,"1,447","6,736",1,100,"67,406","84,707","9,961",66,32,994,-25,"1,224",-60,19,-14,266,"1,447","6,736",1,100,"67,406","84,707","9,961",66,32,994,-25,"1,224",-60,19,-14,266,"1,447","6,736",1,100,"67,406","84,707","9,961",66,32,994,-25,"1,224",-60,19,-14,266,"1,447","6,736",0,0,,,,,,,,,,,,,,,1,100,"67,406","84,707","9,961",66,32,994,-25,"1,224",-60,19,-14,266,"1,447","6,736",1,100,"67,406","84,707","9,961",66,32,994,-25,"1,224",-60,19,-14,266,"1,447","6,736"
C5,1,100,"64,974","88,575","21,149",66,13,"1,465","2,156","1,186",-155,21,-178,949,"2,280","6,942",1,100,"64,974","88,575","21,149",66,13,"1,465","2,156","1,186",-155,21,-178,949,"2,280","6,942",1,100,"64,974","88,575","21,149",66,13,"1,465","2,156","1,186",-155,21,-178,949,"2,280","6,942",1,100,"64,974","88,575","21,149",66,13,"1,465","2,156","1,186",-155,21,-178,949,"2,280","6,942",1,100,"64,974","88,575","21,149",66,13,"1,465","2,156","1,186",-155,21,-178,949,"2,280","6,942",1,100,"64,974","88,575","21,149",66,13,"1,465","2,156","1,186",-155,21,-178,949,"2,280","6,942",0,0,,,,,,,,,,,,,,,1,100,"64,974","88,575","21,149",66,13,"1,465","2,156","1,186",-155,21,-178,949,"2,280","6,942",1,100,"64,974","88,575","21,149",66,13,"1,465","2,156","1,186",-155,21,-178,949,"2,280","6,942"
C6,1,100,"71,900","89,255","17,145",269,17,"1,093",9,"1,590",-43,1,-71,298,"2,202","7,195",1,100,"71,900","89,255","17,145",269,17,"1,093",9,"1,590",-43,1,-71,298,"2,202","7,195",1,100,"71,900","89,255","17,145",269,17,"1,093",9,"1,590",-43,1,-71,298,"2,202","7,195",1,100,"71,900","89,255","17,145",269,17,"1,093",9,"1,590",-43,1,-71,298,"2,202","7,195",1,100,"71,900","89,255","17,145",269,17,"1,093",9,"1,590",-43,1,-71,298,"2,202","7,195",1,100,"71,900","89,255","17,145",269,17,"1,093",9,"1,590",-43,1,-71,298,"2,202","7,195",0,0,,,,,,,,,,,,,,,1,100,"71,900","89,255","17,145",269,17,"1,093",9,"1,590",-43,1,-71,298,"2,202","7,195",1,100,"71,900","89,255","17,145",269,17,"1,093",9,"1,590",-43,1,-71,298,"2,202","7,195"
C7,1,100,"56,738","82,753","11,081",-13,-5,613,122,250,-53,12,23,233,830,"7,385",1,100,"56,738","82,753","11,081",-13,-5,613,122,250,-53,12,23,233,830,"7,385",1,100,"56,738","82,753","11,081",-13,-5,613,122,250,-53,12,23,233,830,"7,385",1,100,"56,738","82,753","11,081",-13,-5,613,122,250,-53,12,23,233,830,"7,385",1,100,"56,738","82,753","11,081",-13,-5,613,122,250,-53,12,23,233,830,"7,385",1,100,"56,738","82,753","11,081",-13,-5,613,122,250,-53,12,23,233,830,"7,385",0,0,,,,,,,,,,,,,,,1,100,"56,738","82,753","11,081",-13,-5,613,122,250,-53,12,23,233,830,"7,385",1,100,"56,738","82,753","11,081",-13,-5,613,122,250,-53,12,23,233,830,"7,385"
C8,1,100,"71,977","86,876","13,981",275,23,"1,278",-110,"2,378",-44,41,8,357,"1,787","7,585",1,100,"71,977","86,876","13,981",275,23,"1,278",-110,"2,378",-44,41,8,357,"1,787","7,585",1,100,"71,977","86,876","13,981",275,23,"1,278",-110,"2,378",-44,41,8,357,"1,787","7,585",1,100,"71,977","86,876","13,981",275,23,"1,278",-110,"2,378",-44,41,8,357,"1,787","7,585",1,100,"71,977","86,876","13,981",275,23,"1,278",-110,"2,378",-44,41,8,357,"1,787","7,585",1,100,"71,977","86,876","13,981",275,23,"1,278",-110,"2,378",-44,41,8,357,"1,787","7,585",0,0,,,,,,,,,,,,,,,1,100,"71,977","86,876","13,981",275,23,"1,278",-110,"2,378",-44,41,8,357,"1,787","7,585",1,100,"71,977","86,876","13,981",275,23,"1,278",-110,"2,378",-44,41,8,357,"1,787","7,585"
C9,1,100,"73,659","91,075","17,025",205,19,"1,460",568,"2,168",106,12,-72,318,"2,648","7,807",1,100,"73,659","91,075","17,025",205,19,"1,460",568,"2,168",106,12,-72,318,"2,648","7,807",1,100,"73,659","91,075","17,025",205,19,"1,460",568,"2,168",106,12,-72,318,"2,648","7,807",1,100,"73,659","91,075","17,025",205,19,"1,460",568,"2,168",106,12,-72,318,"2,648","7,807",1,100,"73,659","91,075","17,025",205,19,"1,460",568,"2,168",106,12,-72,318,"2,648","7,807",1,100,"73,659","91,075","17,025",205,19,"1,460",568,"2,168",106,12,-72,318,"2,648","7,807",0,0,,,,,,,,,,,,,,,1,100,"73,659","91,075","17,025",205,19,"1,460",568,"2,168",106,12,-72,318,"2,648","7,807",1,100,"73,659","91,075","17,025",205,19,"1,460",568,"2,168",106,12,-72,318,"2,648","7,807"
C10,1,100,"63,081","82,715","12,164",188,30,"1,573",50,"1,301",43,46,-71,439,"2,903","8,009",1,100,"63,081","82,715","12,164",188,30,"1,573",50,"1,301",43,46,-71,439,"2,903","8,009",1,100,"63,081","82,715","12,164",188,30,"1,573",50,"1,301",43,46,-71,439,"2,903","8,009",1,100,"63,081","82,715","12,164",188,30,"1,573",50,"1,301",43,46,-71,439,"2,903","8,009",1,100,"63,081","82,715","12,164",188,30,"1,573",50,"1,301",43,46,-71,439,"2,903","8,009",1,100,"63,081","82,715","12,164",188,30,"1,573",50,"1,301",43,46,-71,439,"2,903","8,009",0,0,,,,,,,,,,,,,,,1,100,"63,081","82,715","12,164",188,30,"1,573",50,"1,301",43,46,-71,439,"2,903","8,009",1,100,"63,081","82,715","12,164",188,30,"1,573",50,"1,301",43,46,-71,439,"2,903","8,009"
C11,1,100,"62,749","84,484","10,329",66,7,"1,211",-58,"1,129",-19,0,-55,225,"1,739","8,212",1,100,"62,749","84,484","10,329",66,7,"1,211",-58,"1,129",-19,0,-55,225,"1,739","8,212",1,100,"62,749","84,484","10,329",66,7,"1,211",-58,"1,129",-19,0,-55,225,"1,739","8,212",1,100,"62,749","84,484","10,329",66,7,"1,211",-58,"1,129",-19,0,-55,225,"1,739","8,212",1,100,"62,749","84,484","10,329",66,7,"1,211",-58,"1,129",-19,0,-55,225,"1,739","8,212",1,100,"62,749","84,484","10,329",66,7,"1,211",-58,"1,129",-19,0,-55,225,"1,739","8,212",0,0,,,,,,,,,,,,,,,1,100,"62,749","84,484","10,329",66,7,"1,211",-58,"1,129",-19,0,-55,225,"1,739","8,212",1,100,"62,749","84,484","10,329",66,7,"1,211",-58,"1,129",-19,0,-55,225,"1,739","8,212"
C12,1,100,"70,265","87,538","16,626",104,46,"1,104",69,"1,274",-105,44,-109,422,"1,899","8,427",1,100,"70,265","87,538","16,626",104,46,"1,104",69,"1,274",-105,44,-109,422,"1,899","8,427",1,100,"70,265","87,538","16,626",104,46,"1,104",69,"1,274",-105,44,-109,422,"1,899","8,427",1,100,"70,265","87,538","16,626",104,46,"1,104",69,"1,274",-105,44,-109,422,"1,899","8,427",1,100,"70,265","87,538","16,626",104,46,"1,104",69,"1,274",-105,44,-109,422,"1,899","8,427",1,100,"70,265","87,538","16,626",104,46,"1,104",69,"1,274",-105,44,-109,422,"1,899","8,427",0,0,,,,,,,,,,,,,,,1,100,"70,265","87,538","16,626",104,46,"1,104",69,"1,274",-105,44,-109,422,"1,899","8,427",1,100,"70,265","87,538","16,626",104,46,"1,104",69,"1,274",-105,44,-109,422,"1,899","8,427"
D1,1,100,"66,718","86,056","12,451",98,22,"1,228",101,"1,285",-57,-2,30,341,"2,278","11,001",1,100,"66,718","86,056","12,451",98,22,"1,228",101,"1,285",-57,-2,30,341,"2,278","11,001",1,100,"66,718","86,056","12,451",98,22,"1,228",101,"1,285",-57,-2,30,341,"2,278","11,001",1,100,"66,718","86,056","12,451",98,22,"1,228",101,"1,285",-57,-2,30,341,"2,278","11,001",1,100,"66,718","86,056","12,451",98,22,"1,228",101,"1,285",-57,-2,30,341,"2,278","11,001",1,100,"66,718","86,056","12,451",98,22,"1,228",101,"1,285",-57,-2,30,341,"2,278","11,001",0,0,,,,,,,,,,,,,,,1,100,"66,718","86,056","12,451",98,22,"1,228",101,"1,285",-57,-2,30,341,"2,278","11,001",1,100,"66,718","86,056","12,451",98,22,"1,228",101,"1,285",-57,-2,30,341,"2,278","11,001"
D2,1,100,"62,865","85,519","18,628",94,19,"1,549",12,625,-77,51,44,424,"1,574","10,807",1,100,"62,865","85,519","18,628",94,19,"1,549",12,625,-77,51,44,424,"1,574","10,807",1,100,"62,865","85,519","18,628",94,19,"1,549",12,625,-77,51,44,424,"1,574","10,807",1,100,"62,865","85,519","18,628",94,19,"1,549",12,625,-77,51,44,424,"1,574","10,807",1,100,"62,865","85,519","18,628",94,19,"1,549",12,625,-77,51,44,424,"1,574","10,807",1,100,"62,865","85,519","18,628",94,19,"1,549",12,625,-77,51,44,424,"1,574","10,807",0,0,,,,,,,,,,,,,,,1,100,"62,865","85,519","18,628",94,19,"1,549",12,625,-77,51,44,424,"1,574","10,807",1,100,"62,865","85,519","18,628",94,19,"1,549",12,625,-77,51,44,424,"1,574","10,807"
D3,1,100,"66,683","87,478","12,113",62,22,"1,149",683,973,-51,15,-20,294,"1,538","10,619",1,100,"66,683","87,478","12,113",62,22,"1,149",683,973,-51,15,-20,294,"1,538","10,619",1,100,"66,683","87,478","12,113",62,22,"1,149",683,973,-51,15,-20,294,"1,538","10,619",1,100,"66,683","87,478","12,113",62,22,"1,149",683,973,-51,15,-20,294,"1,538","10,619",1,100,"66,683","87,478","12,113",62,22,"1,149",683,973,-51,15,-20,294,"1,538","10,619",1,100,"66,683","87,478","12,113",62,22,"1,149",683,973,-51,15,-20,294,"1,538","10,619",0,0,,,,,,,,,,,,,,,1,100,"66,683","87,478","12,113",62,22,"1,149",683,973,-51,15,-20,294,"1,538","10,619",1,100,"66,683","87,478","12,113",62,22,"1,149",683,973,-51,15,-20,294,"1,538","10,619"
D4,1,100,"61,964","82,122","10,293",37,28,728,269,210,23,17,16,319,"1,114","10,388",1,100,"61,964","82,122","10,293",37,28,728,269,210,23,17,16,319,"1,114","10,388",1,100,"61,964","82,122","10,293",37,28,728,269,210,23,17,16,319,"1,114","10,388",1,100,"61,964","82,122","10,293",37,28,728,269,210,23,17,16,319,"1,114","10,388",1,100,"61,964","82,122","10,293",37,28,728,269,210,23,17,16,319,"1,114","10,388",1,100,"61,964","82,122","10,293",37,28,728,269,210,23,17,16,319,"1,114","10,388",0,0,,,,,,,,,,,,,,,1,100,"61,964","82,122","10,293",37,28,728,269,210,23,17,16,319,"1,114","10,388",1,100,"61,964","82,122","10,293",37,28,728,269,210,23,17,16,319,"1,114","10,388"
D5,1,100,"63,443","85,313","11,791",49,10,"1,462",84,791,-84,25,-60,284,"2,626","10,190",1,100,"63,443","85,313","11,791",49,10,"1,462",84,791,-84,25,-60,284,"2,626","10,190",1,100,"63,443","85,313","11,791",49,10,"1,462",84,791,-84,25,-60,284,"2,626","10,190",1,100,"63,443","85,313","11,791",49,10,"1,462",84,791,-84,25,-60,284,"2,626","10,190",1,100,"63,443","85,313","11,791",49,10,"1,462",84,791,-84,25,-60,284,"2,626","10,190",1,100,"63,443","85,313","11,791",49,10,"1,462",84,791,-84,25,-60,284,"2,626","10,190",0,0,,,,,,,,,,,,,,,1,100,"63,443","85,313","11,791",49,10,"1,462",84,791,-84,25,-60,284,"2,626","10,190",1,100,"63,443","85,313","11,791",49,10,"1,462",84,791,-84,25,-60,284,"2,626","10,190"
D6,1,100,"70,712","84,499","13,785",-54,7,910,151,814,55,5,-18,260,"1,744","9,997",1,100,"70,712","84,499","13,785",-54,7,910,151,814,55,5,-18,260,"1,744","9,997",1,100,"70,712","84,499","13,785",-54,7,910,151,814,55,5,-18,260,"1,744","9,997",1,100,"70,712","84,499","13,785",-54,7,910,151,814,55,5,-18,260,"1,744","9,997",1,100,"70,712","84,499","13,785",-54,7,910,151,814,55,5,-18,260,"1,744","9,997",1,100,"70,712","84,499","13,785",-54,7,910,151,814,55,5,-18,260,"1,744","9,997",0,0,,,,,,,,,,,,,,,1,100,"70,712","84,499","13,785",-54,7,910,151,814,55,5,-18,260,"1,744","9,997",1,100,"70,712","84,499","13,785",-54,7,910,151,814,55,5,-18,260,"1,744","9,997"
D7,1,100,"70,771","83,819","12,013",166,41,"1,559",204,"1,791",-27,31,-21,296,"2,843","9,798",1,100,"70,771","83,819","12,013",166,41,"1,559",204,"1,791",-27,31,-21,296,"2,843","9,798",1,100,"70,771","83,819","12,013",166,41,"1,559",204,"1,791",-27,31,-21,296,"2,843","9,798",1,100,"70,771","83,819","12,013",166,41,"1,559",204,"1,791",-27,31,-21,296,"2,843","9,798",1,100,"70,771","83,819","12,013",166,41,"1,559",204,"1,791",-27,31,-21,296,"2,843","9,798",1,100,"70,771","83,819","12,013",166,41,"1,559",204,"1,791",-27,31,-21,296,"2,843","9,798",0,0,,,,,,,,,,,,,,,1,100,"70,771","83,819","12,013",166,41,"1,559",204,"1,791",-27,31,-21,296,"2,843","9,798",1,100,"70,771","83,819","12,013",166,41,"1,559",204,"1,791",-27,31,-21,296,"2,843","9,798"
D8,1,100,"79,998","89,913","19,974",22,37,"1,709",33,365,-53,15,-38,327,"1,256","9,583",1,100,"79,998","89,913","19,974",22,37,"1,709",33,365,-53,15,-38,327,"1,256","9,583",1,100,"79,998","89,913","19,974",22,37,"1,709",33,365,-53,15,-38,327,"1,256","9,583",1,100,"79,998","89,913","19,974",22,37,"1,709",33,365,-53,15,-38,327,"1,256","9,583",1,100,"79,998","89,913","19,974",22,37,"1,709",33,365,-53,15,-38,327,"1,256","9,583",1,100,"79,998","89,913","19,974",22,37,"1,709",33,365,-53,15,-38,327,"1,256","9,583",0,0,,,,,,,,,,,,,,,1,100,"79,998","89,913","19,974",22,37,"1,709",33,365,-53,15,-38,327,"1,256","9,583",1,100,"79,998","89,913","19,974",22,37,"1,709",33,365,-53,15,-38,327,"1,256","9,583"
D9,1,100,"77,040","87,790","16,207",126,21,"1,431",-45,668,-39,21,-9,406,"2,314","9,380",1,100,"77,040","87,790","16,207",126,21,"1,431",-45,668,-39,21,-9,406,"2,314","9,380",1,100,"77,040","87,790","16,207",126,21,"1,431",-45,668,-39,21,-9,406,"2,314","9,380",1,100,"77,040","87,790","16,207",126,21,"1,431",-45,668,-39,21,-9,406,"2,314","9,380",1,100,"77,040","87,790","16,207",126,21,"1,431",-45,668,-39,21,-9,406,"2,314","9,380",1,100,"77,040","87,790","16,207",126,21,"1,431",-45,668,-39,21,-9,406,"2,314","9,380",0,0,,,,,,,,,,,,,,,1,100,"77,040","87,790","16,207",126,21,"1,431",-45,668,-39,21,-9,406,"2,314","9,380",1,100,"77,040","87,790","16,207",126,21,"1,431",-45,668,-39,21,-9,406,"2,314","9,380"
D10,1,100,"86,121","102,133","22,563",159,17,"1,522",83,452,112,15,2,648,"1,413","9,120",1,100,"86,121","102,133","22,563",159,17,"1,522",83,452,112,15,2,648,"1,413","9,120",1,100,"86,121","102,133","22,563",159,17,"1,522",83,452,112,15,2,648,"1,413","9,120",1,100,"86,121","102,133","22,563",159,17,"1,522",83,452,112,15,2,648,"1,413","9,120",1,100,"86,121","102,133","22,563",159,17,"1,522",83,452,112,15,2,648,"1,413","9,120",1,100,"86,121","102,133","22,563",159,17,"1,522",83,452,112,15,2,648,"1,413","9,120",0,0,,,,,,,,,,,,,,,1,100,"86,121","102,133","22,563",159,17,"1,522",83,452,112,15,2,648,"1,413","9,120",1,100,"86,121","102,133","22,563",159,17,"1,522",83,452,112,15,2,648,"1,413","9,120"
D11,1,100,"58,515","82,123","15,390",120,17,"1,707",13,"1,589",-11,10,-34,352,"2,037","8,873",1,100,"58,515","82,123","15,390",120,17,"1,707",13,"1,589",-11,10,-34,352,"2,037","8,873",1,100,"58,515","82,123","15,390",120,17,"1,707",13,"1,589",-11,10,-34,352,"2,037","8,873",1,100,"58,515","82,123","15,390",120,17,"1,707",13,"1,589",-11,10,-34,352,"2,037","8,873",1,100,"58,515","82,123","15,390",120,17,"1,707",13,"1,589",-11,10,-34,352,"2,037","8,873",1,100,"58,515","82,123","15,390",120,17,"1,707",13,"1,589",-11,10,-34,352,"2,037","8,873",0,0,,,,,,,,,,,,,,,1,100,"58,515","82,123","15,390",120,17,"1,707",13,"1,589",-11,10,-34,352,"2,037","8,873",1,100,"58,515","82,123","15,390",120,17,"1,707",13,"1,589",-11,10,-34,352,"2,037","8,873"
D12,1,100,"53,393","82,166","10,772",120,33,"1,250",0,"1,014",-17,18,-43,264,"1,280","8,636",1,100,"53,393","82,166","10,772",120,33,"1,250",0,"1,014",-17,18,-43,264,"1,280","8,636",1,100,"53,393","82,166","10,772",120,33,"1,250",0,"1,014",-17,18,-43,264,"1,280","8,636",1,100,"53,393","82,166","10,772",120,33,"1,250",0,"1,014",-17,18,-43,264,"1,280","8,636",1,100,"53,393","82,166","10,772",120,33,"1,250",0,"1,014",-17,18,-43,264,"1,280","8,636",1,100,"53,393","82,166","10,772",120,33,"1,250",0,"1,014",-17,18,-43,264,"1,280","8,636",0,0,,,,,,,,,,,,,,,1,100,"53,393","82,166","10,772",120,33,"1,250",0,"1,014",-17,18,-43,264,"1,280","8,636",1,100,"53,393","82,166","10,772",120,33,"1,250",0,"1,014",-17,18,-43,264,"1,280","8,636"
