Well,Cells #Events,Cells %Parent,Cells FSC-A Median,Cells FSC-W Median,Cells SSC-A Median,Cells CD33 640 670/30-A Median,Cells CD45RA 640 730/45-A Median,Cells CD34 640 780/60-A Median,Cells CD90 561 582/15-A Median,Cells CD49f 561 670/14-A Median,Cells CD38 561 780/60-A Median,Cells CD19 488 530/30-A Median,Cells Live/Dead V405 450/50-A Median,Cells CD7/10 V405 525/50-A Median,Cells V405 780/60-A Median,Cells Time Median,Singlets #Events,Singlets %Parent,Singlets FSC-A Median,Singlets FSC-W Median,Singlets SSC-A Median,Singlets CD33 640 670/30-A Median,Singlets CD45RA 640 730/45-A Median,Singlets CD34 640 780/60-A Median,Singlets CD90 561 582/15-A Median,Singlets CD49f 561 670/14-A Median,Singlets CD38 561 780/60-A Median,Singlets CD19 488 530/30-A Median,Singlets Live/Dead V405 450/50-A Median,Singlets CD7/10 V405 525/50-A Median,Singlets V405 780/60-A Median,Singlets Time Median,Live cells #Events,Live cells %Parent,Live cells FSC-A Median,Live cells FSC-W Median,Live cells SSC-A Median,Live cells CD33 640 670/30-A Median,Live cells CD45RA 640 730/45-A Median,Live cells CD34 640 780/60-A Median,Live cells CD90 561 582/15-A Median,Live cells CD49f 561 670/14-A Median,Live cells CD38 561 780/60-A Median,Live cells CD19 488 530/30-A Median,Live cells Live/Dead V405 450/50-A Median,Live cells CD7/10 V405 525/50-A Median,Live cells V405 780/60-A Median,Live cells Time Median,CD19 neg #Events,CD19 neg %Parent,CD19 neg FSC-A Median,CD19 neg FSC-W Median,CD19 neg SSC-A Median,CD19 neg CD33 640 670/30-A Median,CD19 neg CD45RA 640 730/45-A Median,CD19 neg CD34 640 780/60-A Median,CD19 neg CD90 561 582/15-A Median,CD19 neg CD49f 561 670/14-A Median,CD19 neg CD38 561 780/60-A Median,CD19 neg CD19 488 530/30-A Median,CD19 neg Live/Dead V405 450/50-A Median,CD19 neg CD7/10 V405 525/50-A Median,CD19 neg V405 780/60-A Median,CD19 neg Time Median,34+/33- #Events,34+/33- %Parent,34+/33- FSC-A Median,34+/33- FSC-W Median,34+/33- SSC-A Median,34+/33- CD33 640 670/30-A Median,34+/33- CD45RA 640 730/45-A Median,34+/33- CD34 640 780/60-A Median,34+/33- CD90 561 582/15-A Median,34+/33- CD49f 561 670/14-A Median,34+/33- CD38 561 780/60-A Median,34+/33- CD19 488 530/30-A Median,34+/33- Live/Dead V405 450/50-A Median,34+/33- CD7/10 V405 525/50-A Median,34+/33- V405 780/60-A Median,34+/33- Time Median,34+/45dim #Events,34+/45dim %Parent,34+/45dim FSC-A Median,34+/45dim FSC-W Median,34+/45dim SSC-A Median,34+/45dim CD33 640 670/30-A Median,34+/45dim CD45RA 640 730/45-A Median,34+/45dim CD34 640 780/60-A Median,34+/45dim CD90 561 582/15-A Median,34+/45dim CD49f 561 670/14-A Median,34+/45dim CD38 561 780/60-A Median,34+/45dim CD19 488 530/30-A Median,34+/45dim Live/Dead V405 450/50-A Median,34+/45dim CD7/10 V405 525/50-A Median,34+/45dim V405 780/60-A Median,34+/45dim Time Median,CD38/CD34+ #Events,CD38/CD34+ %Parent,CD38/CD34+ FSC-A Median,CD38/CD34+ FSC-W Median,CD38/CD34+ SSC-A Median,CD38/CD34+ CD33 640 670/30-A Median,CD38/CD34+ CD45RA 640 730/45-A Median,CD38/CD34+ CD34 640 780/60-A Median,CD38/CD34+ CD90 561 582/15-A Median,CD38/CD34+ CD49f 561 670/14-A Median,CD38/CD34+ CD38 561 780/60-A Median,CD38/CD34+ CD19 488 530/30-A Median,CD38/CD34+ Live/Dead V405 450/50-A Median,CD38/CD34+ CD7/10 V405 525/50-A Median,CD38/CD34+ V405 780/60-A Median,CD38/CD34+ Time Median,CD38-/34+ #Events,CD38-/34+ %Parent,CD38-/34+ FSC-A Median,CD38-/34+ FSC-W Median,CD38-/34+ SSC-A Median,CD38-/34+ CD33 640 670/30-A Median,CD38-/34+ CD45RA 640 730/45-A Median,CD38-/34+ CD34 640 780/60-A Median,CD38-/34+ CD90 561 582/15-A Median,CD38-/34+ CD49f 561 670/14-A Median,CD38-/34+ CD38 561 780/60-A Median,CD38-/34+ CD19 488 530/30-A Median,CD38-/34+ Live/Dead V405 450/50-A Median,CD38-/34+ CD7/10 V405 525/50-A Median,CD38-/34+ V405 780/60-A Median,CD38-/34+ Time Median,HSC pool #Events,HSC pool %Parent,HSC pool FSC-A Median,HSC pool FSC-W Median,HSC pool SSC-A Median,HSC pool CD33 640 670/30-A Median,HSC pool CD45RA 640 730/45-A Median,HSC pool CD34 640 780/60-A Median,HSC pool CD90 561 582/15-A Median,HSC pool CD49f 561 670/14-A Median,HSC pool CD38 561 780/60-A Median,HSC pool CD19 488 530/30-A Median,HSC pool Live/Dead V405 450/50-A Median,HSC pool CD7/10 V405 525/50-A Median,HSC pool V405 780/60-A Median,HSC pool Time Median
A11,1,100,"80,603","90,782","21,405",109,-2,"1,465",102,629,18,16,-79,399,"1,852","2,695",1,100,"80,603","90,782","21,405",109,-2,"1,465",102,629,18,16,-79,399,"1,852","2,695",1,100,"80,603","90,782","21,405",109,-2,"1,465",102,629,18,16,-79,399,"1,852","2,695",1,100,"80,603","90,782","21,405",109,-2,"1,465",102,629,18,16,-79,399,"1,852","2,695",1,100,"80,603","90,782","21,405",109,-2,"1,465",102,629,18,16,-79,399,"1,852","2,695",1,100,"80,603","90,782","21,405",109,-2,"1,465",102,629,18,16,-79,399,"1,852","2,695",0,0,,,,,,,,,,,,,,,1,100,"80,603","90,782","21,405",109,-2,"1,465",102,629,18,16,-79,399,"1,852","2,695",1,100,"80,603","90,782","21,405",109,-2,"1,465",102,629,18,16,-79,399,"1,852","2,695"
A12,1,100,"74,791","87,613","12,837",61,11,"1,338",46,414,-116,50,-31,257,"1,978","2,925",1,100,"74,791","87,613","12,837",61,11,"1,338",46,414,-116,50,-31,257,"1,978","2,925",1,100,"74,791","87,613","12,837",61,11,"1,338",46,414,-116,50,-31,257,"1,978","2,925",1,100,"74,791","87,613","12,837",61,11,"1,338",46,414,-116,50,-31,257,"1,978","2,925",1,100,"74,791","87,613","12,837",61,11,"1,338",46,414,-116,50,-31,257,"1,978","2,925",1,100,"74,791","87,613","12,837",61,11,"1,338",46,414,-116,50,-31,257,"1,978","2,925",0,0,,,,,,,,,,,,,,,1,100,"74,791","87,613","12,837",61,11,"1,338",46,414,-116,50,-31,257,"1,978","2,925",1,100,"74,791","87,613","12,837",61,11,"1,338",46,414,-116,50,-31,257,"1,978","2,925"
B1,1,100,"53,810","83,162","20,924",20,-17,"1,535",248,"1,473",-37,16,-61,249,"2,436","5,518",1,100,"53,810","83,162","20,924",20,-17,"1,535",248,"1,473",-37,16,-61,249,"2,436","5,518",1,100,"53,810","83,162","20,924",20,-17,"1,535",248,"1,473",-37,16,-61,249,"2,436","5,518",1,100,"53,810","83,162","20,924",20,-17,"1,535",248,"1,473",-37,16,-61,249,"2,436","5,518",1,100,"53,810","83,162","20,924",20,-17,"1,535",248,"1,473",-37,16,-61,249,"2,436","5,518",1,100,"53,810","83,162","20,924",20,-17,"1,535",248,"1,473",-37,16,-61,249,"2,436","5,518",0,0,,,,,,,,,,,,,,,1,100,"53,810","83,162","20,924",20,-17,"1,535",248,"1,473",-37,16,-61,249,"2,436","5,518",1,100,"53,810","83,162","20,924",20,-17,"1,535",248,"1,473",-37,16,-61,249,"2,436","5,518"
B2,1,100,"56,905","82,131","13,268",89,49,995,292,745,-23,30,19,384,"2,110","5,288",1,100,"56,905","82,131","13,268",89,49,995,292,745,-23,30,19,384,"2,110","5,288",1,100,"56,905","82,131","13,268",89,49,995,292,745,-23,30,19,384,"2,110","5,288",1,100,"56,905","82,131","13,268",89,49,995,292,745,-23,30,19,384,"2,110","5,288",1,100,"56,905","82,131","13,268",89,49,995,292,745,-23,30,19,384,"2,110","5,288",1,100,"56,905","82,131","13,268",89,49,995,292,745,-23,30,19,384,"2,110","5,288",0,0,,,,,,,,,,,,,,,1,100,"56,905","82,131","13,268",89,49,995,292,745,-23,30,19,384,"2,110","5,288",1,100,"56,905","82,131","13,268",89,49,995,292,745,-23,30,19,384,"2,110","5,288"
B3,1,100,"76,645","87,153","14,569",271,4,"1,130",-59,"1,712",-58,13,0,282,"1,797","5,080",1,100,"76,645","87,153","14,569",271,4,"1,130",-59,"1,712",-58,13,0,282,"1,797","5,080",1,100,"76,645","87,153","14,569",271,4,"1,130",-59,"1,712",-58,13,0,282,"1,797","5,080",1,100,"76,645","87,153","14,569",271,4,"1,130",-59,"1,712",-58,13,0,282,"1,797","5,080",1,100,"76,645","87,153","14,569",271,4,"1,130",-59,"1,712",-58,13,0,282,"1,797","5,080",1,100,"76,645","87,153","14,569",271,4,"1,130",-59,"1,712",-58,13,0,282,"1,797","5,080",0,0,,,,,,,,,,,,,,,1,100,"76,645","87,153","14,569",271,4,"1,130",-59,"1,712",-58,13,0,282,"1,797","5,080",1,100,"76,645","87,153","14,569",271,4,"1,130",-59,"1,712",-58,13,0,282,"1,797","5,080"
B4,1,100,"50,203","81,654","15,366",246,28,"1,814",129,983,8,10,-99,321,"1,835","4,874",1,100,"50,203","81,654","15,366",246,28,"1,814",129,983,8,10,-99,321,"1,835","4,874",1,100,"50,203","81,654","15,366",246,28,"1,814",129,983,8,10,-99,321,"1,835","4,874",1,100,"50,203","81,654","15,366",246,28,"1,814",129,983,8,10,-99,321,"1,835","4,874",1,100,"50,203","81,654","15,366",246,28,"1,814",129,983,8,10,-99,321,"1,835","4,874",1,100,"50,203","81,654","15,366",246,28,"1,814",129,983,8,10,-99,321,"1,835","4,874",0,0,,,,,,,,,,,,,,,1,100,"50,203","81,654","15,366",246,28,"1,814",129,983,8,10,-99,321,"1,835","4,874",1,100,"50,203","81,654","15,366",246,28,"1,814",129,983,8,10,-99,321,"1,835","4,874"
B5,1,100,"91,698","95,553","19,148",14,4,"1,267",650,665,-40,26,-49,298,"2,024","4,661",1,100,"91,698","95,553","19,148",14,4,"1,267",650,665,-40,26,-49,298,"2,024","4,661",1,100,"91,698","95,553","19,148",14,4,"1,267",650,665,-40,26,-49,298,"2,024","4,661",1,100,"91,698","95,553","19,148",14,4,"1,267",650,665,-40,26,-49,298,"2,024","4,661",1,100,"91,698","95,553","19,148",14,4,"1,267",650,665,-40,26,-49,298,"2,024","4,661",1,100,"91,698","95,553","19,148",14,4,"1,267",650,665,-40,26,-49,298,"2,024","4,661",0,0,,,,,,,,,,,,,,,1,100,"91,698","95,553","19,148",14,4,"1,267",650,665,-40,26,-49,298,"2,024","4,661",1,100,"91,698","95,553","19,148",14,4,"1,267",650,665,-40,26,-49,298,"2,024","4,661"
B6,1,100,"59,016","81,550","13,790",190,71,"2,118",10,"2,611",-49,39,-188,804,"3,541","4,440",1,100,"59,016","81,550","13,790",190,71,"2,118",10,"2,611",-49,39,-188,804,"3,541","4,440",1,100,"59,016","81,550","13,790",190,71,"2,118",10,"2,611",-49,39,-188,804,"3,541","4,440",1,100,"59,016","81,550","13,790",190,71,"2,118",10,"2,611",-49,39,-188,804,"3,541","4,440",1,100,"59,016","81,550","13,790",190,71,"2,118",10,"2,611",-49,39,-188,804,"3,541","4,440",1,100,"59,016","81,550","13,790",190,71,"2,118",10,"2,611",-49,39,-188,804,"3,541","4,440",0,0,,,,,,,,,,,,,,,1,100,"59,016","81,550","13,790",190,71,"2,118",10,"2,611",-49,39,-188,804,"3,541","4,440",1,100,"59,016","81,550","13,790",190,71,"2,118",10,"2,611",-49,39,-188,804,"3,541","4,440"
B7,1,100,"73,057","86,467","14,047",173,39,"1,579",128,"1,240",3,17,-184,"1,125","4,105","4,237",1,100,"73,057","86,467","14,047",173,39,"1,579",128,"1,240",3,17,-184,"1,125","4,105","4,237",1,100,"73,057","86,467","14,047",173,39,"1,579",128,"1,240",3,17,-184,"1,125","4,105","4,237",1,100,"73,057","86,467","14,047",173,39,"1,579",128,"1,240",3,17,-184,"1,125","4,105","4,237",1,100,"73,057","86,467","14,047",173,39,"1,579",128,"1,240",3,17,-184,"1,125","4,105","4,237",1,100,"73,057","86,467","14,047",173,39,"1,579",128,"1,240",3,17,-184,"1,125","4,105","4,237",0,0,,,,,,,,,,,,,,,1,100,"73,057","86,467","14,047",173,39,"1,579",128,"1,240",3,17,-184,"1,125","4,105","4,237",1,100,"73,057","86,467","14,047",173,39,"1,579",128,"1,240",3,17,-184,"1,125","4,105","4,237"
B8,1,100,"78,903","89,034","19,201",88,28,"1,248",5,"1,084",-28,42,26,346,"1,884","4,046",1,100,"78,903","89,034","19,201",88,28,"1,248",5,"1,084",-28,42,26,346,"1,884","4,046",1,100,"78,903","89,034","19,201",88,28,"1,248",5,"1,084",-28,42,26,346,"1,884","4,046",1,100,"78,903","89,034","19,201",88,28,"1,248",5,"1,084",-28,42,26,346,"1,884","4,046",1,100,"78,903","89,034","19,201",88,28,"1,248",5,"1,084",-28,42,26,346,"1,884","4,046",1,100,"78,903","89,034","19,201",88,28,"1,248",5,"1,084",-28,42,26,346,"1,884","4,046",0,0,,,,,,,,,,,,,,,1,100,"78,903","89,034","19,201",88,28,"1,248",5,"1,084",-28,42,26,346,"1,884","4,046",1,100,"78,903","89,034","19,201",88,28,"1,248",5,"1,084",-28,42,26,346,"1,884","4,046"
B9,1,100,"73,793","88,055","14,115",186,10,"1,690",33,427,-65,42,15,477,"2,201","3,837",1,100,"73,793","88,055","14,115",186,10,"1,690",33,427,-65,42,15,477,"2,201","3,837",1,100,"73,793","88,055","14,115",186,10,"1,690",33,427,-65,42,15,477,"2,201","3,837",1,100,"73,793","88,055","14,115",186,10,"1,690",33,427,-65,42,15,477,"2,201","3,837",1,100,"73,793","88,055","14,115",186,10,"1,690",33,427,-65,42,15,477,"2,201","3,837",1,100,"73,793","88,055","14,115",186,10,"1,690",33,427,-65,42,15,477,"2,201","3,837",0,0,,,,,,,,,,,,,,,1,100,"73,793","88,055","14,115",186,10,"1,690",33,427,-65,42,15,477,"2,201","3,837",1,100,"73,793","88,055","14,115",186,10,"1,690",33,427,-65,42,15,477,"2,201","3,837"
