Well,Cells #Events,Cells %Parent,Cells FSC-A Median,Cells FSC-W Median,Cells SSC-A Median,Cells CD33 640 670/30-A Median,Cells CD45RA 640 730/45-A Median,Cells CD34 640 780/60-A Median,Cells CD90 561 582/15-A Median,Cells CD49f 561 670/14-A Median,Cells CD38 561 780/60-A Median,Cells CD19 488 530/30-A Median,Cells Live/Dead V405 450/50-A Median,Cells CD7/10 V405 525/50-A Median,Cells V405 780/60-A Median,Cells Time Median,Singlets #Events,Singlets %Parent,Singlets FSC-A Median,Singlets FSC-W Median,Singlets SSC-A Median,Singlets CD33 640 670/30-A Median,Singlets CD45RA 640 730/45-A Median,Singlets CD34 640 780/60-A Median,Singlets CD90 561 582/15-A Median,Singlets CD49f 561 670/14-A Median,Singlets CD38 561 780/60-A Median,Singlets CD19 488 530/30-A Median,Singlets Live/Dead V405 450/50-A Median,Singlets CD7/10 V405 525/50-A Median,Singlets V405 780/60-A Median,Singlets Time Median,Live cells #Events,Live cells %Parent,Live cells FSC-A Median,Live cells FSC-W Median,Live cells SSC-A Median,Live cells CD33 640 670/30-A Median,Live cells CD45RA 640 730/45-A Median,Live cells CD34 640 780/60-A Median,Live cells CD90 561 582/15-A Median,Live cells CD49f 561 670/14-A Median,Live cells CD38 561 780/60-A Median,Live cells CD19 488 530/30-A Median,Live cells Live/Dead V405 450/50-A Median,Live cells CD7/10 V405 525/50-A Median,Live cells V405 780/60-A Median,Live cells Time Median,CD19 neg #Events,CD19 neg %Parent,CD19 neg FSC-A Median,CD19 neg FSC-W Median,CD19 neg SSC-A Median,CD19 neg CD33 640 670/30-A Median,CD19 neg CD45RA 640 730/45-A Median,CD19 neg CD34 640 780/60-A Median,CD19 neg CD90 561 582/15-A Median,CD19 neg CD49f 561 670/14-A Median,CD19 neg CD38 561 780/60-A Median,CD19 neg CD19 488 530/30-A Median,CD19 neg Live/Dead V405 450/50-A Median,CD19 neg CD7/10 V405 525/50-A Median,CD19 neg V405 780/60-A Median,CD19 neg Time Median,34+/33- #Events,34+/33- %Parent,34+/33- FSC-A Median,34+/33- FSC-W Median,34+/33- SSC-A Median,34+/33- CD33 640 670/30-A Median,34+/33- CD45RA 640 730/45-A Median,34+/33- CD34 640 780/60-A Median,34+/33- CD90 561 582/15-A Median,34+/33- CD49f 561 670/14-A Median,34+/33- CD38 561 780/60-A Median,34+/33- CD19 488 530/30-A Median,34+/33- Live/Dead V405 450/50-A Median,34+/33- CD7/10 V405 525/50-A Median,34+/33- V405 780/60-A Median,34+/33- Time Median,34+/45dim #Events,34+/45dim %Parent,34+/45dim FSC-A Median,34+/45dim FSC-W Median,34+/45dim SSC-A Median,34+/45dim CD33 640 670/30-A Median,34+/45dim CD45RA 640 730/45-A Median,34+/45dim CD34 640 780/60-A Median,34+/45dim CD90 561 582/15-A Median,34+/45dim CD49f 561 670/14-A Median,34+/45dim CD38 561 780/60-A Median,34+/45dim CD19 488 530/30-A Median,34+/45dim Live/Dead V405 450/50-A Median,34+/45dim CD7/10 V405 525/50-A Median,34+/45dim V405 780/60-A Median,34+/45dim Time Median,CD38/CD34+ #Events,CD38/CD34+ %Parent,CD38/CD34+ FSC-A Median,CD38/CD34+ FSC-W Median,CD38/CD34+ SSC-A Median,CD38/CD34+ CD33 640 670/30-A Median,CD38/CD34+ CD45RA 640 730/45-A Median,CD38/CD34+ CD34 640 780/60-A Median,CD38/CD34+ CD90 561 582/15-A Median,CD38/CD34+ CD49f 561 670/14-A Median,CD38/CD34+ CD38 561 780/60-A Median,CD38/CD34+ CD19 488 530/30-A Median,CD38/CD34+ Live/Dead V405 450/50-A Median,CD38/CD34+ CD7/10 V405 525/50-A Median,CD38/CD34+ V405 780/60-A Median,CD38/CD34+ Time Median,CD38-/34+ #Events,CD38-/34+ %Parent,CD38-/34+ FSC-A Median,CD38-/34+ FSC-W Median,CD38-/34+ SSC-A Median,CD38-/34+ CD33 640 670/30-A Median,CD38-/34+ CD45RA 640 730/45-A Median,CD38-/34+ CD34 640 780/60-A Median,CD38-/34+ CD90 561 582/15-A Median,CD38-/34+ CD49f 561 670/14-A Median,CD38-/34+ CD38 561 780/60-A Median,CD38-/34+ CD19 488 530/30-A Median,CD38-/34+ Live/Dead V405 450/50-A Median,CD38-/34+ CD7/10 V405 525/50-A Median,CD38-/34+ V405 780/60-A Median,CD38-/34+ Time Median,HSC pool #Events,HSC pool %Parent,HSC pool FSC-A Median,HSC pool FSC-W Median,HSC pool SSC-A Median,HSC pool CD33 640 670/30-A Median,HSC pool CD45RA 640 730/45-A Median,HSC pool CD34 640 780/60-A Median,HSC pool CD90 561 582/15-A Median,HSC pool CD49f 561 670/14-A Median,HSC pool CD38 561 780/60-A Median,HSC pool CD19 488 530/30-A Median,HSC pool Live/Dead V405 450/50-A Median,HSC pool CD7/10 V405 525/50-A Median,HSC pool V405 780/60-A Median,HSC pool Time Median
B10,1,100,"75,594","87,319","15,699",120,4,"1,069",389,"1,833",-58,5,-32,281,"1,000","3,679",1,100,"75,594","87,319","15,699",120,4,"1,069",389,"1,833",-58,5,-32,281,"1,000","3,679",1,100,"75,594","87,319","15,699",120,4,"1,069",389,"1,833",-58,5,-32,281,"1,000","3,679",1,100,"75,594","87,319","15,699",120,4,"1,069",389,"1,833",-58,5,-32,281,"1,000","3,679",1,100,"75,594","87,319","15,699",120,4,"1,069",389,"1,833",-58,5,-32,281,"1,000","3,679",1,100,"75,594","87,319","15,699",120,4,"1,069",389,"1,833",-58,5,-32,281,"1,000","3,679",0,0,,,,,,,,,,,,,,,1,100,"75,594","87,319","15,699",120,4,"1,069",389,"1,833",-58,5,-32,281,"1,000","3,679",1,100,"75,594","87,319","15,699",120,4,"1,069",389,"1,833",-58,5,-32,281,"1,000","3,679"
B11,1,100,"67,901","94,390","13,219",-25,-11,"1,519",297,"1,311",-102,10,-18,383,"1,897","3,418",1,100,"67,901","94,390","13,219",-25,-11,"1,519",297,"1,311",-102,10,-18,383,"1,897","3,418",1,100,"67,901","94,390","13,219",-25,-11,"1,519",297,"1,311",-102,10,-18,383,"1,897","3,418",1,100,"67,901","94,390","13,219",-25,-11,"1,519",297,"1,311",-102,10,-18,383,"1,897","3,418",1,100,"67,901","94,390","13,219",-25,-11,"1,519",297,"1,311",-102,10,-18,383,"1,897","3,418",1,100,"67,901","94,390","13,219",-25,-11,"1,519",297,"1,311",-102,10,-18,383,"1,897","3,418",0,0,,,,,,,,,,,,,,,1,100,"67,901","94,390","13,219",-25,-11,"1,519",297,"1,311",-102,10,-18,383,"1,897","3,418",1,100,"67,901","94,390","13,219",-25,-11,"1,519",297,"1,311",-102,10,-18,383,"1,897","3,418"
B12,1,100,"68,452","85,527","16,240",142,7,985,83,969,-45,26,-28,334,"1,659","3,174",1,100,"68,452","85,527","16,240",142,7,985,83,969,-45,26,-28,334,"1,659","3,174",1,100,"68,452","85,527","16,240",142,7,985,83,969,-45,26,-28,334,"1,659","3,174",1,100,"68,452","85,527","16,240",142,7,985,83,969,-45,26,-28,334,"1,659","3,174",1,100,"68,452","85,527","16,240",142,7,985,83,969,-45,26,-28,334,"1,659","3,174",1,100,"68,452","85,527","16,240",142,7,985,83,969,-45,26,-28,334,"1,659","3,174",0,0,,,,,,,,,,,,,,,1,100,"68,452","85,527","16,240",142,7,985,83,969,-45,26,-28,334,"1,659","3,174",1,100,"68,452","85,527","16,240",142,7,985,83,969,-45,26,-28,334,"1,659","3,174"
C1,1,100,"68,174","85,665","14,167",186,7,"1,410",-49,"2,120",-77,30,-18,485,"2,438","5,799",1,100,"68,174","85,665","14,167",186,7,"1,410",-49,"2,120",-77,30,-18,485,"2,438","5,799",1,100,"68,174","85,665","14,167",186,7,"1,410",-49,"2,120",-77,30,-18,485,"2,438","5,799",1,100,"68,174","85,665","14,167",186,7,"1,410",-49,"2,120",-77,30,-18,485,"2,438","5,799",1,100,"68,174","85,665","14,167",186,7,"1,410",-49,"2,120",-77,30,-18,485,"2,438","5,799",1,100,"68,174","85,665","14,167",186,7,"1,410",-49,"2,120",-77,30,-18,485,"2,438","5,799",0,0,,,,,,,,,,,,,,,1,100,"68,174","85,665","14,167",186,7,"1,410",-49,"2,120",-77,30,-18,485,"2,438","5,799",1,100,"68,174","85,665","14,167",186,7,"1,410",-49,"2,120",-77,30,-18,485,"2,438","5,799"
C2,1,100,"54,982","79,873","14,469",-32,16,"1,269",51,574,-3,2,-41,319,"1,653","6,023",1,100,"54,982","79,873","14,469",-32,16,"1,269",51,574,-3,2,-41,319,"1,653","6,023",1,100,"54,982","79,873","14,469",-32,16,"1,269",51,574,-3,2,-41,319,"1,653","6,023",1,100,"54,982","79,873","14,469",-32,16,"1,269",51,574,-3,2,-41,319,"1,653","6,023",1,100,"54,982","79,873","14,469",-32,16,"1,269",51,574,-3,2,-41,319,"1,653","6,023",1,100,"54,982","79,873","14,469",-32,16,"1,269",51,574,-3,2,-41,319,"1,653","6,023",0,0,,,,,,,,,,,,,,,1,100,"54,982","79,873","14,469",-32,16,"1,269",51,574,-3,2,-41,319,"1,653","6,023",1,100,"54,982","79,873","14,469",-32,16,"1,269",51,574,-3,2,-41,319,"1,653","6,023"
C3,1,100,"72,144","86,504","15,283",165,-5,"1,214",812,"1,557",36,9,-47,409,"2,297","6,240",1,100,"72,144","86,504","15,283",165,-5,"1,214",812,"1,557",36,9,-47,409,"2,297","6,240",1,100,"72,144","86,504","15,283",165,-5,"1,214",812,"1,557",36,9,-47,409,"2,297","6,240",1,100,"72,144","86,504","15,283",165,-5,"1,214",812,"1,557",36,9,-47,409,"2,297","6,240",1,100,"72,144","86,504","15,283",165,-5,"1,214",812,"1,557",36,9,-47,409,"2,297","6,240",1,100,"72,144","86,504","15,283",165,-5,"1,214",812,"1,557",36,9,-47,409,"2,297","6,240",0,0,,,,,,,,,,,,,,,1,100,"72,144","86,504","15,283",165,-5,"1,214",812,"1,557",36,9,-47,409,"2,297","6,240",1,100,"72,144","86,504","15,283",165,-5,"1,214",812,"1,557",36,9,-47,409,"2,297","6,240"
C4,1,100,"57,759","82,771","9,732",198,32,"1,352",74,"1,289",32,41,-35,359,"1,937","6,438",1,100,"57,759","82,771","9,732",198,32,"1,352",74,"1,289",32,41,-35,359,"1,937","6,438",1,100,"57,759","82,771","9,732",198,32,"1,352",74,"1,289",32,41,-35,359,"1,937","6,438",1,100,"57,759","82,771","9,732",198,32,"1,352",74,"1,289",32,41,-35,359,"1,937","6,438",1,100,"57,759","82,771","9,732",198,32,"1,352",74,"1,289",32,41,-35,359,"1,937","6,438",1,100,"57,759","82,771","9,732",198,32,"1,352",74,"1,289",32,41,-35,359,"1,937","6,438",0,0,,,,,,,,,,,,,,,1,100,"57,759","82,771","9,732",198,32,"1,352",74,"1,289",32,41,-35,359,"1,937","6,438",1,100,"57,759","82,771","9,732",198,32,"1,352",74,"1,289",32,41,-35,359,"1,937","6,438"
C5,1,100,"65,284","86,516","21,066",183,20,"1,408",82,"1,526",-49,22,-88,326,"2,082","6,658",1,100,"65,284","86,516","21,066",183,20,"1,408",82,"1,526",-49,22,-88,326,"2,082","6,658",1,100,"65,284","86,516","21,066",183,20,"1,408",82,"1,526",-49,22,-88,326,"2,082","6,658",1,100,"65,284","86,516","21,066",183,20,"1,408",82,"1,526",-49,22,-88,326,"2,082","6,658",1,100,"65,284","86,516","21,066",183,20,"1,408",82,"1,526",-49,22,-88,326,"2,082","6,658",1,100,"65,284","86,516","21,066",183,20,"1,408",82,"1,526",-49,22,-88,326,"2,082","6,658",0,0,,,,,,,,,,,,,,,1,100,"65,284","86,516","21,066",183,20,"1,408",82,"1,526",-49,22,-88,326,"2,082","6,658",1,100,"65,284","86,516","21,066",183,20,"1,408",82,"1,526",-49,22,-88,326,"2,082","6,658"
C6,1,100,"81,195","90,335","14,791",135,10,939,214,645,129,5,-66,372,"2,172","6,866",1,100,"81,195","90,335","14,791",135,10,939,214,645,129,5,-66,372,"2,172","6,866",1,100,"81,195","90,335","14,791",135,10,939,214,645,129,5,-66,372,"2,172","6,866",1,100,"81,195","90,335","14,791",135,10,939,214,645,129,5,-66,372,"2,172","6,866",1,100,"81,195","90,335","14,791",135,10,939,214,645,129,5,-66,372,"2,172","6,866",1,100,"81,195","90,335","14,791",135,10,939,214,645,129,5,-66,372,"2,172","6,866",0,0,,,,,,,,,,,,,,,1,100,"81,195","90,335","14,791",135,10,939,214,645,129,5,-66,372,"2,172","6,866",1,100,"81,195","90,335","14,791",135,10,939,214,645,129,5,-66,372,"2,172","6,866"
C7,1,100,"69,742","91,605","12,325",23,14,"1,396",75,520,-80,17,-45,217,"1,659","7,101",1,100,"69,742","91,605","12,325",23,14,"1,396",75,520,-80,17,-45,217,"1,659","7,101",1,100,"69,742","91,605","12,325",23,14,"1,396",75,520,-80,17,-45,217,"1,659","7,101",1,100,"69,742","91,605","12,325",23,14,"1,396",75,520,-80,17,-45,217,"1,659","7,101",1,100,"69,742","91,605","12,325",23,14,"1,396",75,520,-80,17,-45,217,"1,659","7,101",1,100,"69,742","91,605","12,325",23,14,"1,396",75,520,-80,17,-45,217,"1,659","7,101",0,0,,,,,,,,,,,,,,,1,100,"69,742","91,605","12,325",23,14,"1,396",75,520,-80,17,-45,217,"1,659","7,101",1,100,"69,742","91,605","12,325",23,14,"1,396",75,520,-80,17,-45,217,"1,659","7,101"
C8,1,100,"69,508","83,821","11,371",63,17,"1,099",-75,"1,837",-127,-2,-8,341,"1,497","7,314",1,100,"69,508","83,821","11,371",63,17,"1,099",-75,"1,837",-127,-2,-8,341,"1,497","7,314",1,100,"69,508","83,821","11,371",63,17,"1,099",-75,"1,837",-127,-2,-8,341,"1,497","7,314",1,100,"69,508","83,821","11,371",63,17,"1,099",-75,"1,837",-127,-2,-8,341,"1,497","7,314",1,100,"69,508","83,821","11,371",63,17,"1,099",-75,"1,837",-127,-2,-8,341,"1,497","7,314",1,100,"69,508","83,821","11,371",63,17,"1,099",-75,"1,837",-127,-2,-8,341,"1,497","7,314",0,0,,,,,,,,,,,,,,,1,100,"69,508","83,821","11,371",63,17,"1,099",-75,"1,837",-127,-2,-8,341,"1,497","7,314",1,100,"69,508","83,821","11,371",63,17,"1,099",-75,"1,837",-127,-2,-8,341,"1,497","7,314"
C9,1,100,"68,283","86,052","14,473",11,9,997,247,679,61,27,-46,237,"1,379","7,514",1,100,"68,283","86,052","14,473",11,9,997,247,679,61,27,-46,237,"1,379","7,514",1,100,"68,283","86,052","14,473",11,9,997,247,679,61,27,-46,237,"1,379","7,514",1,100,"68,283","86,052","14,473",11,9,997,247,679,61,27,-46,237,"1,379","7,514",1,100,"68,283","86,052","14,473",11,9,997,247,679,61,27,-46,237,"1,379","7,514",1,100,"68,283","86,052","14,473",11,9,997,247,679,61,27,-46,237,"1,379","7,514",0,0,,,,,,,,,,,,,,,1,100,"68,283","86,052","14,473",11,9,997,247,679,61,27,-46,237,"1,379","7,514",1,100,"68,283","86,052","14,473",11,9,997,247,679,61,27,-46,237,"1,379","7,514"
C10,1,100,"74,229","87,387","14,231",23,26,"1,299",-23,526,-26,21,23,268,"1,673","7,759",1,100,"74,229","87,387","14,231",23,26,"1,299",-23,526,-26,21,23,268,"1,673","7,759",1,100,"74,229","87,387","14,231",23,26,"1,299",-23,526,-26,21,23,268,"1,673","7,759",1,100,"74,229","87,387","14,231",23,26,"1,299",-23,526,-26,21,23,268,"1,673","7,759",1,100,"74,229","87,387","14,231",23,26,"1,299",-23,526,-26,21,23,268,"1,673","7,759",1,100,"74,229","87,387","14,231",23,26,"1,299",-23,526,-26,21,23,268,"1,673","7,759",0,0,,,,,,,,,,,,,,,1,100,"74,229","87,387","14,231",23,26,"1,299",-23,526,-26,21,23,268,"1,673","7,759",1,100,"74,229","87,387","14,231",23,26,"1,299",-23,526,-26,21,23,268,"1,673","7,759"
C11,1,100,"62,632","85,164","20,989",92,32,657,198,260,-7,37,6,369,898,"7,988",1,100,"62,632","85,164","20,989",92,32,657,198,260,-7,37,6,369,898,"7,988",1,100,"62,632","85,164","20,989",92,32,657,198,260,-7,37,6,369,898,"7,988",1,100,"62,632","85,164","20,989",92,32,657,198,260,-7,37,6,369,898,"7,988",1,100,"62,632","85,164","20,989",92,32,657,198,260,-7,37,6,369,898,"7,988",1,100,"62,632","85,164","20,989",92,32,657,198,260,-7,37,6,369,898,"7,988",0,0,,,,,,,,,,,,,,,1,100,"62,632","85,164","20,989",92,32,657,198,260,-7,37,6,369,898,"7,988",1,100,"62,632","85,164","20,989",92,32,657,198,260,-7,37,6,369,898,"7,988"
C12,1,100,"57,193","82,515","12,944",-82,8,"1,103",-17,863,-14,16,13,319,"1,843","8,179",1,100,"57,193","82,515","12,944",-82,8,"1,103",-17,863,-14,16,13,319,"1,843","8,179",1,100,"57,193","82,515","12,944",-82,8,"1,103",-17,863,-14,16,13,319,"1,843","8,179",1,100,"57,193","82,515","12,944",-82,8,"1,103",-17,863,-14,16,13,319,"1,843","8,179",1,100,"57,193","82,515","12,944",-82,8,"1,103",-17,863,-14,16,13,319,"1,843","8,179",1,100,"57,193","82,515","12,944",-82,8,"1,103",-17,863,-14,16,13,319,"1,843","8,179",0,0,,,,,,,,,,,,,,,1,100,"57,193","82,515","12,944",-82,8,"1,103",-17,863,-14,16,13,319,"1,843","8,179",1,100,"57,193","82,515","12,944",-82,8,"1,103",-17,863,-14,16,13,319,"1,843","8,179"
D1,1,100,"63,026","83,726","12,412",180,-4,"1,504",79,520,-7,21,-69,264,"2,061","10,891",1,100,"63,026","83,726","12,412",180,-4,"1,504",79,520,-7,21,-69,264,"2,061","10,891",1,100,"63,026","83,726","12,412",180,-4,"1,504",79,520,-7,21,-69,264,"2,061","10,891",1,100,"63,026","83,726","12,412",180,-4,"1,504",79,520,-7,21,-69,264,"2,061","10,891",1,100,"63,026","83,726","12,412",180,-4,"1,504",79,520,-7,21,-69,264,"2,061","10,891",1,100,"63,026","83,726","12,412",180,-4,"1,504",79,520,-7,21,-69,264,"2,061","10,891",0,0,,,,,,,,,,,,,,,1,100,"63,026","83,726","12,412",180,-4,"1,504",79,520,-7,21,-69,264,"2,061","10,891",1,100,"63,026","83,726","12,412",180,-4,"1,504",79,520,-7,21,-69,264,"2,061","10,891"
D2,1,100,"49,617","84,534","12,004",98,36,"1,308",213,"1,131",11,44,-67,283,"1,627","10,681",1,100,"49,617","84,534","12,004",98,36,"1,308",213,"1,131",11,44,-67,283,"1,627","10,681",1,100,"49,617","84,534","12,004",98,36,"1,308",213,"1,131",11,44,-67,283,"1,627","10,681",1,100,"49,617","84,534","12,004",98,36,"1,308",213,"1,131",11,44,-67,283,"1,627","10,681",1,100,"49,617","84,534","12,004",98,36,"1,308",213,"1,131",11,44,-67,283,"1,627","10,681",1,100,"49,617","84,534","12,004",98,36,"1,308",213,"1,131",11,44,-67,283,"1,627","10,681",0,0,,,,,,,,,,,,,,,1,100,"49,617","84,534","12,004",98,36,"1,308",213,"1,131",11,44,-67,283,"1,627","10,681",1,100,"49,617","84,534","12,004",98,36,"1,308",213,"1,131",11,44,-67,283,"1,627","10,681"
D3,1,100,"70,708","86,479","13,055",-4,30,"1,151",-18,413,-32,14,92,313,"1,385","10,479",1,100,"70,708","86,479","13,055",-4,30,"1,151",-18,413,-32,14,92,313,"1,385","10,479",1,100,"70,708","86,479","13,055",-4,30,"1,151",-18,413,-32,14,92,313,"1,385","10,479",1,100,"70,708","86,479","13,055",-4,30,"1,151",-18,413,-32,14,92,313,"1,385","10,479",1,100,"70,708","86,479","13,055",-4,30,"1,151",-18,413,-32,14,92,313,"1,385","10,479",1,100,"70,708","86,479","13,055",-4,30,"1,151",-18,413,-32,14,92,313,"1,385","10,479",0,0,,,,,,,,,,,,,,,1,100,"70,708","86,479","13,055",-4,30,"1,151",-18,413,-32,14,92,313,"1,385","10,479",1,100,"70,708","86,479","13,055",-4,30,"1,151",-18,413,-32,14,92,313,"1,385","10,479"
D4,1,100,"72,082","86,978","12,152",94,-3,751,-3,"1,187",-50,20,-65,381,841,"10,249",1,100,"72,082","86,978","12,152",94,-3,751,-3,"1,187",-50,20,-65,381,841,"10,249",1,100,"72,082","86,978","12,152",94,-3,751,-3,"1,187",-50,20,-65,381,841,"10,249",1,100,"72,082","86,978","12,152",94,-3,751,-3,"1,187",-50,20,-65,381,841,"10,249",1,100,"72,082","86,978","12,152",94,-3,751,-3,"1,187",-50,20,-65,381,841,"10,249",1,100,"72,082","86,978","12,152",94,-3,751,-3,"1,187",-50,20,-65,381,841,"10,249",0,0,,,,,,,,,,,,,,,1,100,"72,082","86,978","12,152",94,-3,751,-3,"1,187",-50,20,-65,381,841,"10,249",1,100,"72,082","86,978","12,152",94,-3,751,-3,"1,187",-50,20,-65,381,841,"10,249"
D5,1,100,"68,049","84,763","13,469",40,16,951,47,"1,279",-49,17,-46,275,"1,758","10,013",1,100,"68,049","84,763","13,469",40,16,951,47,"1,279",-49,17,-46,275,"1,758","10,013",1,100,"68,049","84,763","13,469",40,16,951,47,"1,279",-49,17,-46,275,"1,758","10,013",1,100,"68,049","84,763","13,469",40,16,951,47,"1,279",-49,17,-46,275,"1,758","10,013",1,100,"68,049","84,763","13,469",40,16,951,47,"1,279",-49,17,-46,275,"1,758","10,013",1,100,"68,049","84,763","13,469",40,16,951,47,"1,279",-49,17,-46,275,"1,758","10,013",0,0,,,,,,,,,,,,,,,1,100,"68,049","84,763","13,469",40,16,951,47,"1,279",-49,17,-46,275,"1,758","10,013",1,100,"68,049","84,763","13,469",40,16,951,47,"1,279",-49,17,-46,275,"1,758","10,013"
D6,1,100,"69,939","96,918","9,697",121,23,725,29,127,9,34,30,230,"1,116","9,787",1,100,"69,939","96,918","9,697",121,23,725,29,127,9,34,30,230,"1,116","9,787",1,100,"69,939","96,918","9,697",121,23,725,29,127,9,34,30,230,"1,116","9,787",1,100,"69,939","96,918","9,697",121,23,725,29,127,9,34,30,230,"1,116","9,787",1,100,"69,939","96,918","9,697",121,23,725,29,127,9,34,30,230,"1,116","9,787",1,100,"69,939","96,918","9,697",121,23,725,29,127,9,34,30,230,"1,116","9,787",0,0,,,,,,,,,,,,,,,1,100,"69,939","96,918","9,697",121,23,725,29,127,9,34,30,230,"1,116","9,787",1,100,"69,939","96,918","9,697",121,23,725,29,127,9,34,30,230,"1,116","9,787"
D7,1,100,"60,945","81,740","11,497",149,21,"1,262",-3,955,-147,39,-21,342,"2,127","9,541",1,100,"60,945","81,740","11,497",149,21,"1,262",-3,955,-147,39,-21,342,"2,127","9,541",1,100,"60,945","81,740","11,497",149,21,"1,262",-3,955,-147,39,-21,342,"2,127","9,541",1,100,"60,945","81,740","11,497",149,21,"1,262",-3,955,-147,39,-21,342,"2,127","9,541",1,100,"60,945","81,740","11,497",149,21,"1,262",-3,955,-147,39,-21,342,"2,127","9,541",1,100,"60,945","81,740","11,497",149,21,"1,262",-3,955,-147,39,-21,342,"2,127","9,541",0,0,,,,,,,,,,,,,,,1,100,"60,945","81,740","11,497",149,21,"1,262",-3,955,-147,39,-21,342,"2,127","9,541",1,100,"60,945","81,740","11,497",149,21,"1,262",-3,955,-147,39,-21,342,"2,127","9,541"
D8,1,100,"74,106","89,047","11,861",156,18,"1,040",6,521,-92,27,-7,327,"1,671","9,324",1,100,"74,106","89,047","11,861",156,18,"1,040",6,521,-92,27,-7,327,"1,671","9,324",1,100,"74,106","89,047","11,861",156,18,"1,040",6,521,-92,27,-7,327,"1,671","9,324",1,100,"74,106","89,047","11,861",156,18,"1,040",6,521,-92,27,-7,327,"1,671","9,324",1,100,"74,106","89,047","11,861",156,18,"1,040",6,521,-92,27,-7,327,"1,671","9,324",1,100,"74,106","89,047","11,861",156,18,"1,040",6,521,-92,27,-7,327,"1,671","9,324",0,0,,,,,,,,,,,,,,,1,100,"74,106","89,047","11,861",156,18,"1,040",6,521,-92,27,-7,327,"1,671","9,324",1,100,"74,106","89,047","11,861",156,18,"1,040",6,521,-92,27,-7,327,"1,671","9,324"
D9,1,100,"65,022","83,215","14,912",64,15,"1,351",63,573,-131,45,-34,310,"1,843","9,108",1,100,"65,022","83,215","14,912",64,15,"1,351",63,573,-131,45,-34,310,"1,843","9,108",1,100,"65,022","83,215","14,912",64,15,"1,351",63,573,-131,45,-34,310,"1,843","9,108",1,100,"65,022","83,215","14,912",64,15,"1,351",63,573,-131,45,-34,310,"1,843","9,108",1,100,"65,022","83,215","14,912",64,15,"1,351",63,573,-131,45,-34,310,"1,843","9,108",1,100,"65,022","83,215","14,912",64,15,"1,351",63,573,-131,45,-34,310,"1,843","9,108",0,0,,,,,,,,,,,,,,,1,100,"65,022","83,215","14,912",64,15,"1,351",63,573,-131,45,-34,310,"1,843","9,108",1,100,"65,022","83,215","14,912",64,15,"1,351",63,573,-131,45,-34,310,"1,843","9,108"
D10,1,100,"69,120","85,585","15,147",131,25,"1,359",-75,833,-95,14,-15,452,"1,834","8,879",1,100,"69,120","85,585","15,147",131,25,"1,359",-75,833,-95,14,-15,452,"1,834","8,879",1,100,"69,120","85,585","15,147",131,25,"1,359",-75,833,-95,14,-15,452,"1,834","8,879",1,100,"69,120","85,585","15,147",131,25,"1,359",-75,833,-95,14,-15,452,"1,834","8,879",1,100,"69,120","85,585","15,147",131,25,"1,359",-75,833,-95,14,-15,452,"1,834","8,879",1,100,"69,120","85,585","15,147",131,25,"1,359",-75,833,-95,14,-15,452,"1,834","8,879",0,0,,,,,,,,,,,,,,,1,100,"69,120","85,585","15,147",131,25,"1,359",-75,833,-95,14,-15,452,"1,834","8,879",1,100,"69,120","85,585","15,147",131,25,"1,359",-75,833,-95,14,-15,452,"1,834","8,879"
D11,1,100,"73,626","86,639","10,741",149,-1,634,41,"1,211",-12,7,17,366,"1,087","8,625",1,100,"73,626","86,639","10,741",149,-1,634,41,"1,211",-12,7,17,366,"1,087","8,625",1,100,"73,626","86,639","10,741",149,-1,634,41,"1,211",-12,7,17,366,"1,087","8,625",1,100,"73,626","86,639","10,741",149,-1,634,41,"1,211",-12,7,17,366,"1,087","8,625",1,100,"73,626","86,639","10,741",149,-1,634,41,"1,211",-12,7,17,366,"1,087","8,625",1,100,"73,626","86,639","10,741",149,-1,634,41,"1,211",-12,7,17,366,"1,087","8,625",0,0,,,,,,,,,,,,,,,1,100,"73,626","86,639","10,741",149,-1,634,41,"1,211",-12,7,17,366,"1,087","8,625",1,100,"73,626","86,639","10,741",149,-1,634,41,"1,211",-12,7,17,366,"1,087","8,625"
D12,1,100,"75,036","89,404","14,550",229,31,"1,736",18,"1,747",-124,44,-79,388,"2,044","8,406",1,100,"75,036","89,404","14,550",229,31,"1,736",18,"1,747",-124,44,-79,388,"2,044","8,406",1,100,"75,036","89,404","14,550",229,31,"1,736",18,"1,747",-124,44,-79,388,"2,044","8,406",1,100,"75,036","89,404","14,550",229,31,"1,736",18,"1,747",-124,44,-79,388,"2,044","8,406",1,100,"75,036","89,404","14,550",229,31,"1,736",18,"1,747",-124,44,-79,388,"2,044","8,406",1,100,"75,036","89,404","14,550",229,31,"1,736",18,"1,747",-124,44,-79,388,"2,044","8,406",0,0,,,,,,,,,,,,,,,1,100,"75,036","89,404","14,550",229,31,"1,736",18,"1,747",-124,44,-79,388,"2,044","8,406",1,100,"75,036","89,404","14,550",229,31,"1,736",18,"1,747",-124,44,-79,388,"2,044","8,406"
