Well,Cells #Events,Cells %Parent,Cells FSC-A Median,Cells FSC-W Median,Cells SSC-A Median,Cells CD33 640 670/30-A Median,Cells CD45RA 640 730/45-A Median,Cells CD34 640 780/60-A Median,Cells CD90 561 582/15-A Median,Cells CD49f 561 670/14-A Median,Cells CD38 561 780/60-A Median,Cells CD19 488 530/30-A Median,Cells Live/Dead V405 450/50-A Median,Cells CD7/10 V405 525/50-A Median,Cells V405 780/60-A Median,Cells Time Median,Singlets #Events,Singlets %Parent,Singlets FSC-A Median,Singlets FSC-W Median,Singlets SSC-A Median,Singlets CD33 640 670/30-A Median,Singlets CD45RA 640 730/45-A Median,Singlets CD34 640 780/60-A Median,Singlets CD90 561 582/15-A Median,Singlets CD49f 561 670/14-A Median,Singlets CD38 561 780/60-A Median,Singlets CD19 488 530/30-A Median,Singlets Live/Dead V405 450/50-A Median,Singlets CD7/10 V405 525/50-A Median,Singlets V405 780/60-A Median,Singlets Time Median,Live cells #Events,Live cells %Parent,Live cells FSC-A Median,Live cells FSC-W Median,Live cells SSC-A Median,Live cells CD33 640 670/30-A Median,Live cells CD45RA 640 730/45-A Median,Live cells CD34 640 780/60-A Median,Live cells CD90 561 582/15-A Median,Live cells CD49f 561 670/14-A Median,Live cells CD38 561 780/60-A Median,Live cells CD19 488 530/30-A Median,Live cells Live/Dead V405 450/50-A Median,Live cells CD7/10 V405 525/50-A Median,Live cells V405 780/60-A Median,Live cells Time Median,CD19 neg #Events,CD19 neg %Parent,CD19 neg FSC-A Median,CD19 neg FSC-W Median,CD19 neg SSC-A Median,CD19 neg CD33 640 670/30-A Median,CD19 neg CD45RA 640 730/45-A Median,CD19 neg CD34 640 780/60-A Median,CD19 neg CD90 561 582/15-A Median,CD19 neg CD49f 561 670/14-A Median,CD19 neg CD38 561 780/60-A Median,CD19 neg CD19 488 530/30-A Median,CD19 neg Live/Dead V405 450/50-A Median,CD19 neg CD7/10 V405 525/50-A Median,CD19 neg V405 780/60-A Median,CD19 neg Time Median,34+/33- #Events,34+/33- %Parent,34+/33- FSC-A Median,34+/33- FSC-W Median,34+/33- SSC-A Median,34+/33- CD33 640 670/30-A Median,34+/33- CD45RA 640 730/45-A Median,34+/33- CD34 640 780/60-A Median,34+/33- CD90 561 582/15-A Median,34+/33- CD49f 561 670/14-A Median,34+/33- CD38 561 780/60-A Median,34+/33- CD19 488 530/30-A Median,34+/33- Live/Dead V405 450/50-A Median,34+/33- CD7/10 V405 525/50-A Median,34+/33- V405 780/60-A Median,34+/33- Time Median,34+/45dim #Events,34+/45dim %Parent,34+/45dim FSC-A Median,34+/45dim FSC-W Median,34+/45dim SSC-A Median,34+/45dim CD33 640 670/30-A Median,34+/45dim CD45RA 640 730/45-A Median,34+/45dim CD34 640 780/60-A Median,34+/45dim CD90 561 582/15-A Median,34+/45dim CD49f 561 670/14-A Median,34+/45dim CD38 561 780/60-A Median,34+/45dim CD19 488 530/30-A Median,34+/45dim Live/Dead V405 450/50-A Median,34+/45dim CD7/10 V405 525/50-A Median,34+/45dim V405 780/60-A Median,34+/45dim Time Median,CD38/CD34+ #Events,CD38/CD34+ %Parent,CD38/CD34+ FSC-A Median,CD38/CD34+ FSC-W Median,CD38/CD34+ SSC-A Median,CD38/CD34+ CD33 640 670/30-A Median,CD38/CD34+ CD45RA 640 730/45-A Median,CD38/CD34+ CD34 640 780/60-A Median,CD38/CD34+ CD90 561 582/15-A Median,CD38/CD34+ CD49f 561 670/14-A Median,CD38/CD34+ CD38 561 780/60-A Median,CD38/CD34+ CD19 488 530/30-A Median,CD38/CD34+ Live/Dead V405 450/50-A Median,CD38/CD34+ CD7/10 V405 525/50-A Median,CD38/CD34+ V405 780/60-A Median,CD38/CD34+ Time Median,CD38-/34+ #Events,CD38-/34+ %Parent,CD38-/34+ FSC-A Median,CD38-/34+ FSC-W Median,CD38-/34+ SSC-A Median,CD38-/34+ CD33 640 670/30-A Median,CD38-/34+ CD45RA 640 730/45-A Median,CD38-/34+ CD34 640 780/60-A Median,CD38-/34+ CD90 561 582/15-A Median,CD38-/34+ CD49f 561 670/14-A Median,CD38-/34+ CD38 561 780/60-A Median,CD38-/34+ CD19 488 530/30-A Median,CD38-/34+ Live/Dead V405 450/50-A Median,CD38-/34+ CD7/10 V405 525/50-A Median,CD38-/34+ V405 780/60-A Median,CD38-/34+ Time Median,HSC pool #Events,HSC pool %Parent,HSC pool FSC-A Median,HSC pool FSC-W Median,HSC pool SSC-A Median,HSC pool CD33 640 670/30-A Median,HSC pool CD45RA 640 730/45-A Median,HSC pool CD34 640 780/60-A Median,HSC pool CD90 561 582/15-A Median,HSC pool CD49f 561 670/14-A Median,HSC pool CD38 561 780/60-A Median,HSC pool CD19 488 530/30-A Median,HSC pool Live/Dead V405 450/50-A Median,HSC pool CD7/10 V405 525/50-A Median,HSC pool V405 780/60-A Median,HSC pool Time Median
A11,1,100,"74,859","86,428","12,188",119,17,990,-9,855,-54,30,16,317,"1,943","2,754",1,100,"74,859","86,428","12,188",119,17,990,-9,855,-54,30,16,317,"1,943","2,754",1,100,"74,859","86,428","12,188",119,17,990,-9,855,-54,30,16,317,"1,943","2,754",1,100,"74,859","86,428","12,188",119,17,990,-9,855,-54,30,16,317,"1,943","2,754",1,100,"74,859","86,428","12,188",119,17,990,-9,855,-54,30,16,317,"1,943","2,754",1,100,"74,859","86,428","12,188",119,17,990,-9,855,-54,30,16,317,"1,943","2,754",0,0,,,,,,,,,,,,,,,1,100,"74,859","86,428","12,188",119,17,990,-9,855,-54,30,16,317,"1,943","2,754",1,100,"74,859","86,428","12,188",119,17,990,-9,855,-54,30,16,317,"1,943","2,754"
A12,1,100,"67,430","86,028","13,436",212,24,"1,015",6,704,-38,64,-96,309,"2,247","2,957",1,100,"67,430","86,028","13,436",212,24,"1,015",6,704,-38,64,-96,309,"2,247","2,957",1,100,"67,430","86,028","13,436",212,24,"1,015",6,704,-38,64,-96,309,"2,247","2,957",1,100,"67,430","86,028","13,436",212,24,"1,015",6,704,-38,64,-96,309,"2,247","2,957",1,100,"67,430","86,028","13,436",212,24,"1,015",6,704,-38,64,-96,309,"2,247","2,957",1,100,"67,430","86,028","13,436",212,24,"1,015",6,704,-38,64,-96,309,"2,247","2,957",0,0,,,,,,,,,,,,,,,1,100,"67,430","86,028","13,436",212,24,"1,015",6,704,-38,64,-96,309,"2,247","2,957",1,100,"67,430","86,028","13,436",212,24,"1,015",6,704,-38,64,-96,309,"2,247","2,957"
B1,1,100,"78,507","96,423","12,718",-9,37,"1,513",153,"1,035",-164,20,-60,347,"3,326","5,582",1,100,"78,507","96,423","12,718",-9,37,"1,513",153,"1,035",-164,20,-60,347,"3,326","5,582",1,100,"78,507","96,423","12,718",-9,37,"1,513",153,"1,035",-164,20,-60,347,"3,326","5,582",1,100,"78,507","96,423","12,718",-9,37,"1,513",153,"1,035",-164,20,-60,347,"3,326","5,582",1,100,"78,507","96,423","12,718",-9,37,"1,513",153,"1,035",-164,20,-60,347,"3,326","5,582",1,100,"78,507","96,423","12,718",-9,37,"1,513",153,"1,035",-164,20,-60,347,"3,326","5,582",0,0,,,,,,,,,,,,,,,1,100,"78,507","96,423","12,718",-9,37,"1,513",153,"1,035",-164,20,-60,347,"3,326","5,582",1,100,"78,507","96,423","12,718",-9,37,"1,513",153,"1,035",-164,20,-60,347,"3,326","5,582"
B2,1,100,"68,248","85,258","15,056",115,11,921,295,"2,809",43,41,-53,327,"1,549","5,388",1,100,"68,248","85,258","15,056",115,11,921,295,"2,809",43,41,-53,327,"1,549","5,388",1,100,"68,248","85,258","15,056",115,11,921,295,"2,809",43,41,-53,327,"1,549","5,388",1,100,"68,248","85,258","15,056",115,11,921,295,"2,809",43,41,-53,327,"1,549","5,388",1,100,"68,248","85,258","15,056",115,11,921,295,"2,809",43,41,-53,327,"1,549","5,388",1,100,"68,248","85,258","15,056",115,11,921,295,"2,809",43,41,-53,327,"1,549","5,388",0,0,,,,,,,,,,,,,,,1,100,"68,248","85,258","15,056",115,11,921,295,"2,809",43,41,-53,327,"1,549","5,388",1,100,"68,248","85,258","15,056",115,11,921,295,"2,809",43,41,-53,327,"1,549","5,388"
B3,1,100,"60,600","80,655","12,118",109,-22,779,42,485,-35,28,-22,341,"2,147","5,179",1,100,"60,600","80,655","12,118",109,-22,779,42,485,-35,28,-22,341,"2,147","5,179",1,100,"60,600","80,655","12,118",109,-22,779,42,485,-35,28,-22,341,"2,147","5,179",1,100,"60,600","80,655","12,118",109,-22,779,42,485,-35,28,-22,341,"2,147","5,179",1,100,"60,600","80,655","12,118",109,-22,779,42,485,-35,28,-22,341,"2,147","5,179",1,100,"60,600","80,655","12,118",109,-22,779,42,485,-35,28,-22,341,"2,147","5,179",0,0,,,,,,,,,,,,,,,1,100,"60,600","80,655","12,118",109,-22,779,42,485,-35,28,-22,341,"2,147","5,179",1,100,"60,600","80,655","12,118",109,-22,779,42,485,-35,28,-22,341,"2,147","5,179"
B4,1,100,"57,497","85,343","21,521",11,39,"1,880",865,"1,258",-91,30,-90,386,"2,694","4,981",1,100,"57,497","85,343","21,521",11,39,"1,880",865,"1,258",-91,30,-90,386,"2,694","4,981",1,100,"57,497","85,343","21,521",11,39,"1,880",865,"1,258",-91,30,-90,386,"2,694","4,981",1,100,"57,497","85,343","21,521",11,39,"1,880",865,"1,258",-91,30,-90,386,"2,694","4,981",1,100,"57,497","85,343","21,521",11,39,"1,880",865,"1,258",-91,30,-90,386,"2,694","4,981",1,100,"57,497","85,343","21,521",11,39,"1,880",865,"1,258",-91,30,-90,386,"2,694","4,981",0,0,,,,,,,,,,,,,,,1,100,"57,497","85,343","21,521",11,39,"1,880",865,"1,258",-91,30,-90,386,"2,694","4,981",1,100,"57,497","85,343","21,521",11,39,"1,880",865,"1,258",-91,30,-90,386,"2,694","4,981"
B5,1,100,"64,725","83,114","11,463",111,28,"1,075",-46,"2,100",-34,13,-33,267,"2,002","4,784",1,100,"64,725","83,114","11,463",111,28,"1,075",-46,"2,100",-34,13,-33,267,"2,002","4,784",1,100,"64,725","83,114","11,463",111,28,"1,075",-46,"2,100",-34,13,-33,267,"2,002","4,784",1,100,"64,725","83,114","11,463",111,28,"1,075",-46,"2,100",-34,13,-33,267,"2,002","4,784",1,100,"64,725","83,114","11,463",111,28,"1,075",-46,"2,100",-34,13,-33,267,"2,002","4,784",1,100,"64,725","83,114","11,463",111,28,"1,075",-46,"2,100",-34,13,-33,267,"2,002","4,784",0,0,,,,,,,,,,,,,,,1,100,"64,725","83,114","11,463",111,28,"1,075",-46,"2,100",-34,13,-33,267,"2,002","4,784",1,100,"64,725","83,114","11,463",111,28,"1,075",-46,"2,100",-34,13,-33,267,"2,002","4,784"
B6,1,100,"75,019","87,997","21,921",110,52,"1,543",275,"1,686",-44,24,-94,397,"2,416","4,587",1,100,"75,019","87,997","21,921",110,52,"1,543",275,"1,686",-44,24,-94,397,"2,416","4,587",1,100,"75,019","87,997","21,921",110,52,"1,543",275,"1,686",-44,24,-94,397,"2,416","4,587",1,100,"75,019","87,997","21,921",110,52,"1,543",275,"1,686",-44,24,-94,397,"2,416","4,587",1,100,"75,019","87,997","21,921",110,52,"1,543",275,"1,686",-44,24,-94,397,"2,416","4,587",1,100,"75,019","87,997","21,921",110,52,"1,543",275,"1,686",-44,24,-94,397,"2,416","4,587",0,0,,,,,,,,,,,,,,,1,100,"75,019","87,997","21,921",110,52,"1,543",275,"1,686",-44,24,-94,397,"2,416","4,587",1,100,"75,019","87,997","21,921",110,52,"1,543",275,"1,686",-44,24,-94,397,"2,416","4,587"
B7,1,100,"61,077","83,488","15,930",10,11,971,"1,009",610,-12,13,10,341,"1,778","4,370",1,100,"61,077","83,488","15,930",10,11,971,"1,009",610,-12,13,10,341,"1,778","4,370",1,100,"61,077","83,488","15,930",10,11,971,"1,009",610,-12,13,10,341,"1,778","4,370",1,100,"61,077","83,488","15,930",10,11,971,"1,009",610,-12,13,10,341,"1,778","4,370",1,100,"61,077","83,488","15,930",10,11,971,"1,009",610,-12,13,10,341,"1,778","4,370",1,100,"61,077","83,488","15,930",10,11,971,"1,009",610,-12,13,10,341,"1,778","4,370",0,0,,,,,,,,,,,,,,,1,100,"61,077","83,488","15,930",10,11,971,"1,009",610,-12,13,10,341,"1,778","4,370",1,100,"61,077","83,488","15,930",10,11,971,"1,009",610,-12,13,10,341,"1,778","4,370"
B8,1,100,"75,205","87,756","15,528",33,24,"1,264",47,437,-147,5,27,321,"1,334","4,116",1,100,"75,205","87,756","15,528",33,24,"1,264",47,437,-147,5,27,321,"1,334","4,116",1,100,"75,205","87,756","15,528",33,24,"1,264",47,437,-147,5,27,321,"1,334","4,116",1,100,"75,205","87,756","15,528",33,24,"1,264",47,437,-147,5,27,321,"1,334","4,116",1,100,"75,205","87,756","15,528",33,24,"1,264",47,437,-147,5,27,321,"1,334","4,116",1,100,"75,205","87,756","15,528",33,24,"1,264",47,437,-147,5,27,321,"1,334","4,116",0,0,,,,,,,,,,,,,,,1,100,"75,205","87,756","15,528",33,24,"1,264",47,437,-147,5,27,321,"1,334","4,116",1,100,"75,205","87,756","15,528",33,24,"1,264",47,437,-147,5,27,321,"1,334","4,116"
B9,1,100,"68,839","85,145","15,427",345,23,"1,190",111,"3,970",66,-4,-184,364,"2,490","3,923",1,100,"68,839","85,145","15,427",345,23,"1,190",111,"3,970",66,-4,-184,364,"2,490","3,923",1,100,"68,839","85,145","15,427",345,23,"1,190",111,"3,970",66,-4,-184,364,"2,490","3,923",1,100,"68,839","85,145","15,427",345,23,"1,190",111,"3,970",66,-4,-184,364,"2,490","3,923",1,100,"68,839","85,145","15,427",345,23,"1,190",111,"3,970",66,-4,-184,364,"2,490","3,923",1,100,"68,839","85,145","15,427",345,23,"1,190",111,"3,970",66,-4,-184,364,"2,490","3,923",0,0,,,,,,,,,,,,,,,1,100,"68,839","85,145","15,427",345,23,"1,190",111,"3,970",66,-4,-184,364,"2,490","3,923",1,100,"68,839","85,145","15,427",345,23,"1,190",111,"3,970",66,-4,-184,364,"2,490","3,923"
