Well,Cells #Events,Cells %Parent,Cells FSC-A Median,Cells FSC-W Median,Cells SSC-A Median,Cells CD33 640 670/30-A Median,Cells CD45RA 640 730/45-A Median,Cells CD34 640 780/60-A Median,Cells CD90 561 582/15-A Median,Cells CD49f 561 670/14-A Median,Cells CD38 561 780/60-A Median,Cells CD19 488 530/30-A Median,Cells Live/Dead V405 450/50-A Median,Cells CD7/10 V405 525/50-A Median,Cells V405 780/60-A Median,Cells Time Median,Singlets #Events,Singlets %Parent,Singlets FSC-A Median,Singlets FSC-W Median,Singlets SSC-A Median,Singlets CD33 640 670/30-A Median,Singlets CD45RA 640 730/45-A Median,Singlets CD34 640 780/60-A Median,Singlets CD90 561 582/15-A Median,Singlets CD49f 561 670/14-A Median,Singlets CD38 561 780/60-A Median,Singlets CD19 488 530/30-A Median,Singlets Live/Dead V405 450/50-A Median,Singlets CD7/10 V405 525/50-A Median,Singlets V405 780/60-A Median,Singlets Time Median,Live cells #Events,Live cells %Parent,Live cells FSC-A Median,Live cells FSC-W Median,Live cells SSC-A Median,Live cells CD33 640 670/30-A Median,Live cells CD45RA 640 730/45-A Median,Live cells CD34 640 780/60-A Median,Live cells CD90 561 582/15-A Median,Live cells CD49f 561 670/14-A Median,Live cells CD38 561 780/60-A Median,Live cells CD19 488 530/30-A Median,Live cells Live/Dead V405 450/50-A Median,Live cells CD7/10 V405 525/50-A Median,Live cells V405 780/60-A Median,Live cells Time Median,CD19 neg #Events,CD19 neg %Parent,CD19 neg FSC-A Median,CD19 neg FSC-W Median,CD19 neg SSC-A Median,CD19 neg CD33 640 670/30-A Median,CD19 neg CD45RA 640 730/45-A Median,CD19 neg CD34 640 780/60-A Median,CD19 neg CD90 561 582/15-A Median,CD19 neg CD49f 561 670/14-A Median,CD19 neg CD38 561 780/60-A Median,CD19 neg CD19 488 530/30-A Median,CD19 neg Live/Dead V405 450/50-A Median,CD19 neg CD7/10 V405 525/50-A Median,CD19 neg V405 780/60-A Median,CD19 neg Time Median,34+/33- #Events,34+/33- %Parent,34+/33- FSC-A Median,34+/33- FSC-W Median,34+/33- SSC-A Median,34+/33- CD33 640 670/30-A Median,34+/33- CD45RA 640 730/45-A Median,34+/33- CD34 640 780/60-A Median,34+/33- CD90 561 582/15-A Median,34+/33- CD49f 561 670/14-A Median,34+/33- CD38 561 780/60-A Median,34+/33- CD19 488 530/30-A Median,34+/33- Live/Dead V405 450/50-A Median,34+/33- CD7/10 V405 525/50-A Median,34+/33- V405 780/60-A Median,34+/33- Time Median,34+/45dim #Events,34+/45dim %Parent,34+/45dim FSC-A Median,34+/45dim FSC-W Median,34+/45dim SSC-A Median,34+/45dim CD33 640 670/30-A Median,34+/45dim CD45RA 640 730/45-A Median,34+/45dim CD34 640 780/60-A Median,34+/45dim CD90 561 582/15-A Median,34+/45dim CD49f 561 670/14-A Median,34+/45dim CD38 561 780/60-A Median,34+/45dim CD19 488 530/30-A Median,34+/45dim Live/Dead V405 450/50-A Median,34+/45dim CD7/10 V405 525/50-A Median,34+/45dim V405 780/60-A Median,34+/45dim Time Median,CD38/CD34+ #Events,CD38/CD34+ %Parent,CD38/CD34+ FSC-A Median,CD38/CD34+ FSC-W Median,CD38/CD34+ SSC-A Median,CD38/CD34+ CD33 640 670/30-A Median,CD38/CD34+ CD45RA 640 730/45-A Median,CD38/CD34+ CD34 640 780/60-A Median,CD38/CD34+ CD90 561 582/15-A Median,CD38/CD34+ CD49f 561 670/14-A Median,CD38/CD34+ CD38 561 780/60-A Median,CD38/CD34+ CD19 488 530/30-A Median,CD38/CD34+ Live/Dead V405 450/50-A Median,CD38/CD34+ CD7/10 V405 525/50-A Median,CD38/CD34+ V405 780/60-A Median,CD38/CD34+ Time Median,CD38-/34+ #Events,CD38-/34+ %Parent,CD38-/34+ FSC-A Median,CD38-/34+ FSC-W Median,CD38-/34+ SSC-A Median,CD38-/34+ CD33 640 670/30-A Median,CD38-/34+ CD45RA 640 730/45-A Median,CD38-/34+ CD34 640 780/60-A Median,CD38-/34+ CD90 561 582/15-A Median,CD38-/34+ CD49f 561 670/14-A Median,CD38-/34+ CD38 561 780/60-A Median,CD38-/34+ CD19 488 530/30-A Median,CD38-/34+ Live/Dead V405 450/50-A Median,CD38-/34+ CD7/10 V405 525/50-A Median,CD38-/34+ V405 780/60-A Median,CD38-/34+ Time Median,HSC pool #Events,HSC pool %Parent,HSC pool FSC-A Median,HSC pool FSC-W Median,HSC pool SSC-A Median,HSC pool CD33 640 670/30-A Median,HSC pool CD45RA 640 730/45-A Median,HSC pool CD34 640 780/60-A Median,HSC pool CD90 561 582/15-A Median,HSC pool CD49f 561 670/14-A Median,HSC pool CD38 561 780/60-A Median,HSC pool CD19 488 530/30-A Median,HSC pool Live/Dead V405 450/50-A Median,HSC pool CD7/10 V405 525/50-A Median,HSC pool V405 780/60-A Median,HSC pool Time Median
B10,1,100,"72,968","90,166","11,991",289,51,"2,461",245,951,-194,35,67,"1,239",584,"11,721",1,100,"72,968","90,166","11,991",289,51,"2,461",245,951,-194,35,67,"1,239",584,"11,721",1,100,"72,968","90,166","11,991",289,51,"2,461",245,951,-194,35,67,"1,239",584,"11,721",1,100,"72,968","90,166","11,991",289,51,"2,461",245,951,-194,35,67,"1,239",584,"11,721",1,100,"72,968","90,166","11,991",289,51,"2,461",245,951,-194,35,67,"1,239",584,"11,721",1,100,"72,968","90,166","11,991",289,51,"2,461",245,951,-194,35,67,"1,239",584,"11,721",0,0,,,,,,,,,,,,,,,1,100,"72,968","90,166","11,991",289,51,"2,461",245,951,-194,35,67,"1,239",584,"11,721",1,100,"72,968","90,166","11,991",289,51,"2,461",245,951,-194,35,67,"1,239",584,"11,721"
B11,1,100,"65,063","83,172","16,145",335,26,918,541,"1,933",-63,11,-48,280,"2,028","11,261",1,100,"65,063","83,172","16,145",335,26,918,541,"1,933",-63,11,-48,280,"2,028","11,261",1,100,"65,063","83,172","16,145",335,26,918,541,"1,933",-63,11,-48,280,"2,028","11,261",1,100,"65,063","83,172","16,145",335,26,918,541,"1,933",-63,11,-48,280,"2,028","11,261",1,100,"65,063","83,172","16,145",335,26,918,541,"1,933",-63,11,-48,280,"2,028","11,261",1,100,"65,063","83,172","16,145",335,26,918,541,"1,933",-63,11,-48,280,"2,028","11,261",0,0,,,,,,,,,,,,,,,1,100,"65,063","83,172","16,145",335,26,918,541,"1,933",-63,11,-48,280,"2,028","11,261",1,100,"65,063","83,172","16,145",335,26,918,541,"1,933",-63,11,-48,280,"2,028","11,261"
B12,1,100,"46,607","83,124","18,104",205,-7,"1,899",119,638,-45,20,-71,406,"2,087","10,464",1,100,"46,607","83,124","18,104",205,-7,"1,899",119,638,-45,20,-71,406,"2,087","10,464",1,100,"46,607","83,124","18,104",205,-7,"1,899",119,638,-45,20,-71,406,"2,087","10,464",1,100,"46,607","83,124","18,104",205,-7,"1,899",119,638,-45,20,-71,406,"2,087","10,464",1,100,"46,607","83,124","18,104",205,-7,"1,899",119,638,-45,20,-71,406,"2,087","10,464",1,100,"46,607","83,124","18,104",205,-7,"1,899",119,638,-45,20,-71,406,"2,087","10,464",0,0,,,,,,,,,,,,,,,1,100,"46,607","83,124","18,104",205,-7,"1,899",119,638,-45,20,-71,406,"2,087","10,464",1,100,"46,607","83,124","18,104",205,-7,"1,899",119,638,-45,20,-71,406,"2,087","10,464"
C1,1,100,"60,982","83,635","14,112",123,24,"1,106",-21,"1,323",-86,2,-65,234,"1,982","19,549",1,100,"60,982","83,635","14,112",123,24,"1,106",-21,"1,323",-86,2,-65,234,"1,982","19,549",1,100,"60,982","83,635","14,112",123,24,"1,106",-21,"1,323",-86,2,-65,234,"1,982","19,549",1,100,"60,982","83,635","14,112",123,24,"1,106",-21,"1,323",-86,2,-65,234,"1,982","19,549",1,100,"60,982","83,635","14,112",123,24,"1,106",-21,"1,323",-86,2,-65,234,"1,982","19,549",1,100,"60,982","83,635","14,112",123,24,"1,106",-21,"1,323",-86,2,-65,234,"1,982","19,549",0,0,,,,,,,,,,,,,,,1,100,"60,982","83,635","14,112",123,24,"1,106",-21,"1,323",-86,2,-65,234,"1,982","19,549",1,100,"60,982","83,635","14,112",123,24,"1,106",-21,"1,323",-86,2,-65,234,"1,982","19,549"
C2,1,100,"73,477","87,375","16,614",153,8,"1,154",41,989,-38,-2,-41,327,"2,055","19,918",1,100,"73,477","87,375","16,614",153,8,"1,154",41,989,-38,-2,-41,327,"2,055","19,918",1,100,"73,477","87,375","16,614",153,8,"1,154",41,989,-38,-2,-41,327,"2,055","19,918",1,100,"73,477","87,375","16,614",153,8,"1,154",41,989,-38,-2,-41,327,"2,055","19,918",1,100,"73,477","87,375","16,614",153,8,"1,154",41,989,-38,-2,-41,327,"2,055","19,918",1,100,"73,477","87,375","16,614",153,8,"1,154",41,989,-38,-2,-41,327,"2,055","19,918",0,0,,,,,,,,,,,,,,,1,100,"73,477","87,375","16,614",153,8,"1,154",41,989,-38,-2,-41,327,"2,055","19,918",1,100,"73,477","87,375","16,614",153,8,"1,154",41,989,-38,-2,-41,327,"2,055","19,918"
C3,1,100,"78,429","90,607","16,412",36,17,"1,204",-37,"1,017",-91,18,-35,291,961,"20,325",1,100,"78,429","90,607","16,412",36,17,"1,204",-37,"1,017",-91,18,-35,291,961,"20,325",1,100,"78,429","90,607","16,412",36,17,"1,204",-37,"1,017",-91,18,-35,291,961,"20,325",1,100,"78,429","90,607","16,412",36,17,"1,204",-37,"1,017",-91,18,-35,291,961,"20,325",1,100,"78,429","90,607","16,412",36,17,"1,204",-37,"1,017",-91,18,-35,291,961,"20,325",1,100,"78,429","90,607","16,412",36,17,"1,204",-37,"1,017",-91,18,-35,291,961,"20,325",0,0,,,,,,,,,,,,,,,1,100,"78,429","90,607","16,412",36,17,"1,204",-37,"1,017",-91,18,-35,291,961,"20,325",1,100,"78,429","90,607","16,412",36,17,"1,204",-37,"1,017",-91,18,-35,291,961,"20,325"
C4,1,100,"60,788","83,891","11,589",164,13,"1,099",-62,"2,378",-34,28,-65,299,"1,063","21,089",1,100,"60,788","83,891","11,589",164,13,"1,099",-62,"2,378",-34,28,-65,299,"1,063","21,089",1,100,"60,788","83,891","11,589",164,13,"1,099",-62,"2,378",-34,28,-65,299,"1,063","21,089",1,100,"60,788","83,891","11,589",164,13,"1,099",-62,"2,378",-34,28,-65,299,"1,063","21,089",1,100,"60,788","83,891","11,589",164,13,"1,099",-62,"2,378",-34,28,-65,299,"1,063","21,089",1,100,"60,788","83,891","11,589",164,13,"1,099",-62,"2,378",-34,28,-65,299,"1,063","21,089",0,0,,,,,,,,,,,,,,,1,100,"60,788","83,891","11,589",164,13,"1,099",-62,"2,378",-34,28,-65,299,"1,063","21,089",1,100,"60,788","83,891","11,589",164,13,"1,099",-62,"2,378",-34,28,-65,299,"1,063","21,089"
C5,1,100,"67,428","85,971","13,682",53,2,951,148,658,76,25,-38,232,"1,627","21,418",1,100,"67,428","85,971","13,682",53,2,951,148,658,76,25,-38,232,"1,627","21,418",1,100,"67,428","85,971","13,682",53,2,951,148,658,76,25,-38,232,"1,627","21,418",1,100,"67,428","85,971","13,682",53,2,951,148,658,76,25,-38,232,"1,627","21,418",1,100,"67,428","85,971","13,682",53,2,951,148,658,76,25,-38,232,"1,627","21,418",1,100,"67,428","85,971","13,682",53,2,951,148,658,76,25,-38,232,"1,627","21,418",0,0,,,,,,,,,,,,,,,1,100,"67,428","85,971","13,682",53,2,951,148,658,76,25,-38,232,"1,627","21,418",1,100,"67,428","85,971","13,682",53,2,951,148,658,76,25,-38,232,"1,627","21,418"
C6,1,100,"69,145","84,265","11,428",413,5,"1,296",693,988,-67,3,-43,231,"1,078","21,743",1,100,"69,145","84,265","11,428",413,5,"1,296",693,988,-67,3,-43,231,"1,078","21,743",1,100,"69,145","84,265","11,428",413,5,"1,296",693,988,-67,3,-43,231,"1,078","21,743",1,100,"69,145","84,265","11,428",413,5,"1,296",693,988,-67,3,-43,231,"1,078","21,743",1,100,"69,145","84,265","11,428",413,5,"1,296",693,988,-67,3,-43,231,"1,078","21,743",1,100,"69,145","84,265","11,428",413,5,"1,296",693,988,-67,3,-43,231,"1,078","21,743",0,0,,,,,,,,,,,,,,,1,100,"69,145","84,265","11,428",413,5,"1,296",693,988,-67,3,-43,231,"1,078","21,743",1,100,"69,145","84,265","11,428",413,5,"1,296",693,988,-67,3,-43,231,"1,078","21,743"
C7,1,100,"53,216","84,953","14,161",316,5,"1,243",6,804,-59,27,8,351,584,"22,121",1,100,"53,216","84,953","14,161",316,5,"1,243",6,804,-59,27,8,351,584,"22,121",1,100,"53,216","84,953","14,161",316,5,"1,243",6,804,-59,27,8,351,584,"22,121",1,100,"53,216","84,953","14,161",316,5,"1,243",6,804,-59,27,8,351,584,"22,121",1,100,"53,216","84,953","14,161",316,5,"1,243",6,804,-59,27,8,351,584,"22,121",1,100,"53,216","84,953","14,161",316,5,"1,243",6,804,-59,27,8,351,584,"22,121",0,0,,,,,,,,,,,,,,,1,100,"53,216","84,953","14,161",316,5,"1,243",6,804,-59,27,8,351,584,"22,121",1,100,"53,216","84,953","14,161",316,5,"1,243",6,804,-59,27,8,351,584,"22,121"
C8,1,100,"72,763","88,599","19,454",147,4,"1,201",28,"1,207",-64,33,-38,310,"1,766","22,621",1,100,"72,763","88,599","19,454",147,4,"1,201",28,"1,207",-64,33,-38,310,"1,766","22,621",1,100,"72,763","88,599","19,454",147,4,"1,201",28,"1,207",-64,33,-38,310,"1,766","22,621",1,100,"72,763","88,599","19,454",147,4,"1,201",28,"1,207",-64,33,-38,310,"1,766","22,621",1,100,"72,763","88,599","19,454",147,4,"1,201",28,"1,207",-64,33,-38,310,"1,766","22,621",1,100,"72,763","88,599","19,454",147,4,"1,201",28,"1,207",-64,33,-38,310,"1,766","22,621",0,0,,,,,,,,,,,,,,,1,100,"72,763","88,599","19,454",147,4,"1,201",28,"1,207",-64,33,-38,310,"1,766","22,621",1,100,"72,763","88,599","19,454",147,4,"1,201",28,"1,207",-64,33,-38,310,"1,766","22,621"
C9,1,100,"67,603","83,532","14,225",160,21,"1,326",-3,"1,301",-2,29,-29,205,813,"23,251",1,100,"67,603","83,532","14,225",160,21,"1,326",-3,"1,301",-2,29,-29,205,813,"23,251",1,100,"67,603","83,532","14,225",160,21,"1,326",-3,"1,301",-2,29,-29,205,813,"23,251",1,100,"67,603","83,532","14,225",160,21,"1,326",-3,"1,301",-2,29,-29,205,813,"23,251",1,100,"67,603","83,532","14,225",160,21,"1,326",-3,"1,301",-2,29,-29,205,813,"23,251",1,100,"67,603","83,532","14,225",160,21,"1,326",-3,"1,301",-2,29,-29,205,813,"23,251",0,0,,,,,,,,,,,,,,,1,100,"67,603","83,532","14,225",160,21,"1,326",-3,"1,301",-2,29,-29,205,813,"23,251",1,100,"67,603","83,532","14,225",160,21,"1,326",-3,"1,301",-2,29,-29,205,813,"23,251"
C10,1,100,"77,870","93,405","19,985",-17,17,"1,483",-8,381,112,18,-3,273,879,"23,529",1,100,"77,870","93,405","19,985",-17,17,"1,483",-8,381,112,18,-3,273,879,"23,529",1,100,"77,870","93,405","19,985",-17,17,"1,483",-8,381,112,18,-3,273,879,"23,529",1,100,"77,870","93,405","19,985",-17,17,"1,483",-8,381,112,18,-3,273,879,"23,529",1,100,"77,870","93,405","19,985",-17,17,"1,483",-8,381,112,18,-3,273,879,"23,529",1,100,"77,870","93,405","19,985",-17,17,"1,483",-8,381,112,18,-3,273,879,"23,529",0,0,,,,,,,,,,,,,,,1,100,"77,870","93,405","19,985",-17,17,"1,483",-8,381,112,18,-3,273,879,"23,529",1,100,"77,870","93,405","19,985",-17,17,"1,483",-8,381,112,18,-3,273,879,"23,529"
C11,1,100,"71,148","87,313","15,392",21,17,"1,167",942,696,-28,7,-62,273,"1,529","23,973",1,100,"71,148","87,313","15,392",21,17,"1,167",942,696,-28,7,-62,273,"1,529","23,973",1,100,"71,148","87,313","15,392",21,17,"1,167",942,696,-28,7,-62,273,"1,529","23,973",1,100,"71,148","87,313","15,392",21,17,"1,167",942,696,-28,7,-62,273,"1,529","23,973",1,100,"71,148","87,313","15,392",21,17,"1,167",942,696,-28,7,-62,273,"1,529","23,973",1,100,"71,148","87,313","15,392",21,17,"1,167",942,696,-28,7,-62,273,"1,529","23,973",0,0,,,,,,,,,,,,,,,1,100,"71,148","87,313","15,392",21,17,"1,167",942,696,-28,7,-62,273,"1,529","23,973",1,100,"71,148","87,313","15,392",21,17,"1,167",942,696,-28,7,-62,273,"1,529","23,973"
C12,1,100,"74,744","94,438","14,160",48,12,863,29,914,-77,28,-43,241,"1,136","24,952",1,100,"74,744","94,438","14,160",48,12,863,29,914,-77,28,-43,241,"1,136","24,952",1,100,"74,744","94,438","14,160",48,12,863,29,914,-77,28,-43,241,"1,136","24,952",1,100,"74,744","94,438","14,160",48,12,863,29,914,-77,28,-43,241,"1,136","24,952",1,100,"74,744","94,438","14,160",48,12,863,29,914,-77,28,-43,241,"1,136","24,952",1,100,"74,744","94,438","14,160",48,12,863,29,914,-77,28,-43,241,"1,136","24,952",0,0,,,,,,,,,,,,,,,1,100,"74,744","94,438","14,160",48,12,863,29,914,-77,28,-43,241,"1,136","24,952",1,100,"74,744","94,438","14,160",48,12,863,29,914,-77,28,-43,241,"1,136","24,952"
D1,1,100,"61,440","83,433","12,860",84,39,"1,410",283,920,-49,-3,-14,304,"1,952","31,743",1,100,"61,440","83,433","12,860",84,39,"1,410",283,920,-49,-3,-14,304,"1,952","31,743",1,100,"61,440","83,433","12,860",84,39,"1,410",283,920,-49,-3,-14,304,"1,952","31,743",1,100,"61,440","83,433","12,860",84,39,"1,410",283,920,-49,-3,-14,304,"1,952","31,743",1,100,"61,440","83,433","12,860",84,39,"1,410",283,920,-49,-3,-14,304,"1,952","31,743",1,100,"61,440","83,433","12,860",84,39,"1,410",283,920,-49,-3,-14,304,"1,952","31,743",0,0,,,,,,,,,,,,,,,1,100,"61,440","83,433","12,860",84,39,"1,410",283,920,-49,-3,-14,304,"1,952","31,743",1,100,"61,440","83,433","12,860",84,39,"1,410",283,920,-49,-3,-14,304,"1,952","31,743"
D2,1,100,"68,737","87,654","12,928",-11,15,"1,722",102,"1,184",-9,12,-68,347,"2,668","31,147",1,100,"68,737","87,654","12,928",-11,15,"1,722",102,"1,184",-9,12,-68,347,"2,668","31,147",1,100,"68,737","87,654","12,928",-11,15,"1,722",102,"1,184",-9,12,-68,347,"2,668","31,147",1,100,"68,737","87,654","12,928",-11,15,"1,722",102,"1,184",-9,12,-68,347,"2,668","31,147",1,100,"68,737","87,654","12,928",-11,15,"1,722",102,"1,184",-9,12,-68,347,"2,668","31,147",1,100,"68,737","87,654","12,928",-11,15,"1,722",102,"1,184",-9,12,-68,347,"2,668","31,147",0,0,,,,,,,,,,,,,,,1,100,"68,737","87,654","12,928",-11,15,"1,722",102,"1,184",-9,12,-68,347,"2,668","31,147",1,100,"68,737","87,654","12,928",-11,15,"1,722",102,"1,184",-9,12,-68,347,"2,668","31,147"
D3,1,100,"74,501","87,595","12,409",152,19,"1,546",83,852,-81,-3,-44,337,"1,546","29,485",1,100,"74,501","87,595","12,409",152,19,"1,546",83,852,-81,-3,-44,337,"1,546","29,485",1,100,"74,501","87,595","12,409",152,19,"1,546",83,852,-81,-3,-44,337,"1,546","29,485",1,100,"74,501","87,595","12,409",152,19,"1,546",83,852,-81,-3,-44,337,"1,546","29,485",1,100,"74,501","87,595","12,409",152,19,"1,546",83,852,-81,-3,-44,337,"1,546","29,485",1,100,"74,501","87,595","12,409",152,19,"1,546",83,852,-81,-3,-44,337,"1,546","29,485",0,0,,,,,,,,,,,,,,,1,100,"74,501","87,595","12,409",152,19,"1,546",83,852,-81,-3,-44,337,"1,546","29,485",1,100,"74,501","87,595","12,409",152,19,"1,546",83,852,-81,-3,-44,337,"1,546","29,485"
D4,1,100,"62,605","81,842","10,191",75,42,"1,343",-11,"1,936",-44,9,-75,276,"1,510","29,048",1,100,"62,605","81,842","10,191",75,42,"1,343",-11,"1,936",-44,9,-75,276,"1,510","29,048",1,100,"62,605","81,842","10,191",75,42,"1,343",-11,"1,936",-44,9,-75,276,"1,510","29,048",1,100,"62,605","81,842","10,191",75,42,"1,343",-11,"1,936",-44,9,-75,276,"1,510","29,048",1,100,"62,605","81,842","10,191",75,42,"1,343",-11,"1,936",-44,9,-75,276,"1,510","29,048",1,100,"62,605","81,842","10,191",75,42,"1,343",-11,"1,936",-44,9,-75,276,"1,510","29,048",0,0,,,,,,,,,,,,,,,1,100,"62,605","81,842","10,191",75,42,"1,343",-11,"1,936",-44,9,-75,276,"1,510","29,048",1,100,"62,605","81,842","10,191",75,42,"1,343",-11,"1,936",-44,9,-75,276,"1,510","29,048"
D5,1,100,"70,152","86,318","14,877",300,19,"1,017",-29,"2,321",10,34,-54,270,"2,421","28,524",1,100,"70,152","86,318","14,877",300,19,"1,017",-29,"2,321",10,34,-54,270,"2,421","28,524",1,100,"70,152","86,318","14,877",300,19,"1,017",-29,"2,321",10,34,-54,270,"2,421","28,524",1,100,"70,152","86,318","14,877",300,19,"1,017",-29,"2,321",10,34,-54,270,"2,421","28,524",1,100,"70,152","86,318","14,877",300,19,"1,017",-29,"2,321",10,34,-54,270,"2,421","28,524",1,100,"70,152","86,318","14,877",300,19,"1,017",-29,"2,321",10,34,-54,270,"2,421","28,524",0,0,,,,,,,,,,,,,,,1,100,"70,152","86,318","14,877",300,19,"1,017",-29,"2,321",10,34,-54,270,"2,421","28,524",1,100,"70,152","86,318","14,877",300,19,"1,017",-29,"2,321",10,34,-54,270,"2,421","28,524"
D6,1,100,"84,374","93,263","18,932",61,36,"1,863",-35,634,-165,28,-95,513,"1,358","27,991",1,100,"84,374","93,263","18,932",61,36,"1,863",-35,634,-165,28,-95,513,"1,358","27,991",1,100,"84,374","93,263","18,932",61,36,"1,863",-35,634,-165,28,-95,513,"1,358","27,991",1,100,"84,374","93,263","18,932",61,36,"1,863",-35,634,-165,28,-95,513,"1,358","27,991",1,100,"84,374","93,263","18,932",61,36,"1,863",-35,634,-165,28,-95,513,"1,358","27,991",1,100,"84,374","93,263","18,932",61,36,"1,863",-35,634,-165,28,-95,513,"1,358","27,991",0,0,,,,,,,,,,,,,,,1,100,"84,374","93,263","18,932",61,36,"1,863",-35,634,-165,28,-95,513,"1,358","27,991",1,100,"84,374","93,263","18,932",61,36,"1,863",-35,634,-165,28,-95,513,"1,358","27,991"
D7,1,100,"59,277","84,176","10,939",128,24,"1,005",-22,"1,132",-66,20,15,186,"1,280","27,305",1,100,"59,277","84,176","10,939",128,24,"1,005",-22,"1,132",-66,20,15,186,"1,280","27,305",1,100,"59,277","84,176","10,939",128,24,"1,005",-22,"1,132",-66,20,15,186,"1,280","27,305",1,100,"59,277","84,176","10,939",128,24,"1,005",-22,"1,132",-66,20,15,186,"1,280","27,305",1,100,"59,277","84,176","10,939",128,24,"1,005",-22,"1,132",-66,20,15,186,"1,280","27,305",1,100,"59,277","84,176","10,939",128,24,"1,005",-22,"1,132",-66,20,15,186,"1,280","27,305",0,0,,,,,,,,,,,,,,,1,100,"59,277","84,176","10,939",128,24,"1,005",-22,"1,132",-66,20,15,186,"1,280","27,305",1,100,"59,277","84,176","10,939",128,24,"1,005",-22,"1,132",-66,20,15,186,"1,280","27,305"
D8,1,100,"74,359","89,092","11,188",159,36,"1,976",133,"1,037",-10,21,-109,585,"1,431","26,925",1,100,"74,359","89,092","11,188",159,36,"1,976",133,"1,037",-10,21,-109,585,"1,431","26,925",1,100,"74,359","89,092","11,188",159,36,"1,976",133,"1,037",-10,21,-109,585,"1,431","26,925",1,100,"74,359","89,092","11,188",159,36,"1,976",133,"1,037",-10,21,-109,585,"1,431","26,925",1,100,"74,359","89,092","11,188",159,36,"1,976",133,"1,037",-10,21,-109,585,"1,431","26,925",1,100,"74,359","89,092","11,188",159,36,"1,976",133,"1,037",-10,21,-109,585,"1,431","26,925",0,0,,,,,,,,,,,,,,,1,100,"74,359","89,092","11,188",159,36,"1,976",133,"1,037",-10,21,-109,585,"1,431","26,925",1,100,"74,359","89,092","11,188",159,36,"1,976",133,"1,037",-10,21,-109,585,"1,431","26,925"
D9,1,100,"64,564","84,205","13,211",38,45,"1,242",0,"1,631",9,27,-100,262,"2,151","26,437",1,100,"64,564","84,205","13,211",38,45,"1,242",0,"1,631",9,27,-100,262,"2,151","26,437",1,100,"64,564","84,205","13,211",38,45,"1,242",0,"1,631",9,27,-100,262,"2,151","26,437",1,100,"64,564","84,205","13,211",38,45,"1,242",0,"1,631",9,27,-100,262,"2,151","26,437",1,100,"64,564","84,205","13,211",38,45,"1,242",0,"1,631",9,27,-100,262,"2,151","26,437",1,100,"64,564","84,205","13,211",38,45,"1,242",0,"1,631",9,27,-100,262,"2,151","26,437",0,0,,,,,,,,,,,,,,,1,100,"64,564","84,205","13,211",38,45,"1,242",0,"1,631",9,27,-100,262,"2,151","26,437",1,100,"64,564","84,205","13,211",38,45,"1,242",0,"1,631",9,27,-100,262,"2,151","26,437"
D10,1,100,"63,705","88,921","16,244",-36,22,"1,547",59,"1,731",-111,11,-53,337,"1,222","26,150",1,100,"63,705","88,921","16,244",-36,22,"1,547",59,"1,731",-111,11,-53,337,"1,222","26,150",1,100,"63,705","88,921","16,244",-36,22,"1,547",59,"1,731",-111,11,-53,337,"1,222","26,150",1,100,"63,705","88,921","16,244",-36,22,"1,547",59,"1,731",-111,11,-53,337,"1,222","26,150",1,100,"63,705","88,921","16,244",-36,22,"1,547",59,"1,731",-111,11,-53,337,"1,222","26,150",1,100,"63,705","88,921","16,244",-36,22,"1,547",59,"1,731",-111,11,-53,337,"1,222","26,150",0,0,,,,,,,,,,,,,,,1,100,"63,705","88,921","16,244",-36,22,"1,547",59,"1,731",-111,11,-53,337,"1,222","26,150",1,100,"63,705","88,921","16,244",-36,22,"1,547",59,"1,731",-111,11,-53,337,"1,222","26,150"
D11,1,100,"61,875","82,775","10,621",85,23,835,-29,228,-47,10,-42,138,885,"25,731",1,100,"61,875","82,775","10,621",85,23,835,-29,228,-47,10,-42,138,885,"25,731",1,100,"61,875","82,775","10,621",85,23,835,-29,228,-47,10,-42,138,885,"25,731",1,100,"61,875","82,775","10,621",85,23,835,-29,228,-47,10,-42,138,885,"25,731",1,100,"61,875","82,775","10,621",85,23,835,-29,228,-47,10,-42,138,885,"25,731",1,100,"61,875","82,775","10,621",85,23,835,-29,228,-47,10,-42,138,885,"25,731",0,0,,,,,,,,,,,,,,,1,100,"61,875","82,775","10,621",85,23,835,-29,228,-47,10,-42,138,885,"25,731",1,100,"61,875","82,775","10,621",85,23,835,-29,228,-47,10,-42,138,885,"25,731"
D12,1,100,"63,998","85,089","12,929",158,52,"1,474",91,485,-18,-12,-43,263,"1,575","25,404",1,100,"63,998","85,089","12,929",158,52,"1,474",91,485,-18,-12,-43,263,"1,575","25,404",1,100,"63,998","85,089","12,929",158,52,"1,474",91,485,-18,-12,-43,263,"1,575","25,404",1,100,"63,998","85,089","12,929",158,52,"1,474",91,485,-18,-12,-43,263,"1,575","25,404",1,100,"63,998","85,089","12,929",158,52,"1,474",91,485,-18,-12,-43,263,"1,575","25,404",1,100,"63,998","85,089","12,929",158,52,"1,474",91,485,-18,-12,-43,263,"1,575","25,404",0,0,,,,,,,,,,,,,,,1,100,"63,998","85,089","12,929",158,52,"1,474",91,485,-18,-12,-43,263,"1,575","25,404",1,100,"63,998","85,089","12,929",158,52,"1,474",91,485,-18,-12,-43,263,"1,575","25,404"
