Well,Cells #Events,Cells %Parent,Cells FSC-A Median,Cells FSC-W Median,Cells SSC-A Median,Cells CD33 640 670/30-A Median,Cells CD45RA 640 730/45-A Median,Cells CD34 640 780/60-A Median,Cells CD90 561 582/15-A Median,Cells CD49f 561 670/14-A Median,Cells CD38 561 780/60-A Median,Cells CD19 488 530/30-A Median,Cells Live/Dead V405 450/50-A Median,Cells CD7/10 V405 525/50-A Median,Cells V405 780/60-A Median,Cells Time Median,Singlets #Events,Singlets %Parent,Singlets FSC-A Median,Singlets FSC-W Median,Singlets SSC-A Median,Singlets CD33 640 670/30-A Median,Singlets CD45RA 640 730/45-A Median,Singlets CD34 640 780/60-A Median,Singlets CD90 561 582/15-A Median,Singlets CD49f 561 670/14-A Median,Singlets CD38 561 780/60-A Median,Singlets CD19 488 530/30-A Median,Singlets Live/Dead V405 450/50-A Median,Singlets CD7/10 V405 525/50-A Median,Singlets V405 780/60-A Median,Singlets Time Median,Live cells #Events,Live cells %Parent,Live cells FSC-A Median,Live cells FSC-W Median,Live cells SSC-A Median,Live cells CD33 640 670/30-A Median,Live cells CD45RA 640 730/45-A Median,Live cells CD34 640 780/60-A Median,Live cells CD90 561 582/15-A Median,Live cells CD49f 561 670/14-A Median,Live cells CD38 561 780/60-A Median,Live cells CD19 488 530/30-A Median,Live cells Live/Dead V405 450/50-A Median,Live cells CD7/10 V405 525/50-A Median,Live cells V405 780/60-A Median,Live cells Time Median,CD19 neg #Events,CD19 neg %Parent,CD19 neg FSC-A Median,CD19 neg FSC-W Median,CD19 neg SSC-A Median,CD19 neg CD33 640 670/30-A Median,CD19 neg CD45RA 640 730/45-A Median,CD19 neg CD34 640 780/60-A Median,CD19 neg CD90 561 582/15-A Median,CD19 neg CD49f 561 670/14-A Median,CD19 neg CD38 561 780/60-A Median,CD19 neg CD19 488 530/30-A Median,CD19 neg Live/Dead V405 450/50-A Median,CD19 neg CD7/10 V405 525/50-A Median,CD19 neg V405 780/60-A Median,CD19 neg Time Median,34+/33- #Events,34+/33- %Parent,34+/33- FSC-A Median,34+/33- FSC-W Median,34+/33- SSC-A Median,34+/33- CD33 640 670/30-A Median,34+/33- CD45RA 640 730/45-A Median,34+/33- CD34 640 780/60-A Median,34+/33- CD90 561 582/15-A Median,34+/33- CD49f 561 670/14-A Median,34+/33- CD38 561 780/60-A Median,34+/33- CD19 488 530/30-A Median,34+/33- Live/Dead V405 450/50-A Median,34+/33- CD7/10 V405 525/50-A Median,34+/33- V405 780/60-A Median,34+/33- Time Median,34+/45dim #Events,34+/45dim %Parent,34+/45dim FSC-A Median,34+/45dim FSC-W Median,34+/45dim SSC-A Median,34+/45dim CD33 640 670/30-A Median,34+/45dim CD45RA 640 730/45-A Median,34+/45dim CD34 640 780/60-A Median,34+/45dim CD90 561 582/15-A Median,34+/45dim CD49f 561 670/14-A Median,34+/45dim CD38 561 780/60-A Median,34+/45dim CD19 488 530/30-A Median,34+/45dim Live/Dead V405 450/50-A Median,34+/45dim CD7/10 V405 525/50-A Median,34+/45dim V405 780/60-A Median,34+/45dim Time Median,CD38/CD34+ #Events,CD38/CD34+ %Parent,CD38/CD34+ FSC-A Median,CD38/CD34+ FSC-W Median,CD38/CD34+ SSC-A Median,CD38/CD34+ CD33 640 670/30-A Median,CD38/CD34+ CD45RA 640 730/45-A Median,CD38/CD34+ CD34 640 780/60-A Median,CD38/CD34+ CD90 561 582/15-A Median,CD38/CD34+ CD49f 561 670/14-A Median,CD38/CD34+ CD38 561 780/60-A Median,CD38/CD34+ CD19 488 530/30-A Median,CD38/CD34+ Live/Dead V405 450/50-A Median,CD38/CD34+ CD7/10 V405 525/50-A Median,CD38/CD34+ V405 780/60-A Median,CD38/CD34+ Time Median,CD38-/34+ #Events,CD38-/34+ %Parent,CD38-/34+ FSC-A Median,CD38-/34+ FSC-W Median,CD38-/34+ SSC-A Median,CD38-/34+ CD33 640 670/30-A Median,CD38-/34+ CD45RA 640 730/45-A Median,CD38-/34+ CD34 640 780/60-A Median,CD38-/34+ CD90 561 582/15-A Median,CD38-/34+ CD49f 561 670/14-A Median,CD38-/34+ CD38 561 780/60-A Median,CD38-/34+ CD19 488 530/30-A Median,CD38-/34+ Live/Dead V405 450/50-A Median,CD38-/34+ CD7/10 V405 525/50-A Median,CD38-/34+ V405 780/60-A Median,CD38-/34+ Time Median,HSC pool #Events,HSC pool %Parent,HSC pool FSC-A Median,HSC pool FSC-W Median,HSC pool SSC-A Median,HSC pool CD33 640 670/30-A Median,HSC pool CD45RA 640 730/45-A Median,HSC pool CD34 640 780/60-A Median,HSC pool CD90 561 582/15-A Median,HSC pool CD49f 561 670/14-A Median,HSC pool CD38 561 780/60-A Median,HSC pool CD19 488 530/30-A Median,HSC pool Live/Dead V405 450/50-A Median,HSC pool CD7/10 V405 525/50-A Median,HSC pool V405 780/60-A Median,HSC pool Time Median
A1,1,100,"74,156","87,971","15,720",238,23,"1,141",722,724,132,40,-69,346,"1,691",567,1,100,"74,156","87,971","15,720",238,23,"1,141",722,724,132,40,-69,346,"1,691",567,1,100,"74,156","87,971","15,720",238,23,"1,141",722,724,132,40,-69,346,"1,691",567,1,100,"74,156","87,971","15,720",238,23,"1,141",722,724,132,40,-69,346,"1,691",567,1,100,"74,156","87,971","15,720",238,23,"1,141",722,724,132,40,-69,346,"1,691",567,1,100,"74,156","87,971","15,720",238,23,"1,141",722,724,132,40,-69,346,"1,691",567,0,0,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
A2,1,100,"74,494","86,793","11,313",107,11,"1,094",95,697,-72,3,67,230,"1,518",813,1,100,"74,494","86,793","11,313",107,11,"1,094",95,697,-72,3,67,230,"1,518",813,1,100,"74,494","86,793","11,313",107,11,"1,094",95,697,-72,3,67,230,"1,518",813,1,100,"74,494","86,793","11,313",107,11,"1,094",95,697,-72,3,67,230,"1,518",813,1,100,"74,494","86,793","11,313",107,11,"1,094",95,697,-72,3,67,230,"1,518",813,1,100,"74,494","86,793","11,313",107,11,"1,094",95,697,-72,3,67,230,"1,518",813,0,0,,,,,,,,,,,,,,,1,100,"74,494","86,793","11,313",107,11,"1,094",95,697,-72,3,67,230,"1,518",813,1,100,"74,494","86,793","11,313",107,11,"1,094",95,697,-72,3,67,230,"1,518",813
A3,1,100,"69,104","87,131","12,286",79,15,"1,199",33,424,-119,27,-36,290,"1,747","1,035",1,100,"69,104","87,131","12,286",79,15,"1,199",33,424,-119,27,-36,290,"1,747","1,035",1,100,"69,104","87,131","12,286",79,15,"1,199",33,424,-119,27,-36,290,"1,747","1,035",1,100,"69,104","87,131","12,286",79,15,"1,199",33,424,-119,27,-36,290,"1,747","1,035",1,100,"69,104","87,131","12,286",79,15,"1,199",33,424,-119,27,-36,290,"1,747","1,035",1,100,"69,104","87,131","12,286",79,15,"1,199",33,424,-119,27,-36,290,"1,747","1,035",0,0,,,,,,,,,,,,,,,1,100,"69,104","87,131","12,286",79,15,"1,199",33,424,-119,27,-36,290,"1,747","1,035",1,100,"69,104","87,131","12,286",79,15,"1,199",33,424,-119,27,-36,290,"1,747","1,035"
A4,1,100,"78,241","86,393","13,982",126,20,"1,112",-35,"1,214",41,1,-61,299,"1,605","1,240",1,100,"78,241","86,393","13,982",126,20,"1,112",-35,"1,214",41,1,-61,299,"1,605","1,240",1,100,"78,241","86,393","13,982",126,20,"1,112",-35,"1,214",41,1,-61,299,"1,605","1,240",1,100,"78,241","86,393","13,982",126,20,"1,112",-35,"1,214",41,1,-61,299,"1,605","1,240",1,100,"78,241","86,393","13,982",126,20,"1,112",-35,"1,214",41,1,-61,299,"1,605","1,240",1,100,"78,241","86,393","13,982",126,20,"1,112",-35,"1,214",41,1,-61,299,"1,605","1,240",0,0,,,,,,,,,,,,,,,1,100,"78,241","86,393","13,982",126,20,"1,112",-35,"1,214",41,1,-61,299,"1,605","1,240",1,100,"78,241","86,393","13,982",126,20,"1,112",-35,"1,214",41,1,-61,299,"1,605","1,240"
A5,1,100,"65,775","82,592","12,737",109,12,"1,935",248,"1,650",-82,19,18,404,"2,584","1,433",1,100,"65,775","82,592","12,737",109,12,"1,935",248,"1,650",-82,19,18,404,"2,584","1,433",1,100,"65,775","82,592","12,737",109,12,"1,935",248,"1,650",-82,19,18,404,"2,584","1,433",1,100,"65,775","82,592","12,737",109,12,"1,935",248,"1,650",-82,19,18,404,"2,584","1,433",1,100,"65,775","82,592","12,737",109,12,"1,935",248,"1,650",-82,19,18,404,"2,584","1,433",1,100,"65,775","82,592","12,737",109,12,"1,935",248,"1,650",-82,19,18,404,"2,584","1,433",0,0,,,,,,,,,,,,,,,1,100,"65,775","82,592","12,737",109,12,"1,935",248,"1,650",-82,19,18,404,"2,584","1,433",1,100,"65,775","82,592","12,737",109,12,"1,935",248,"1,650",-82,19,18,404,"2,584","1,433"
A6,1,100,"74,405","90,022","21,653",207,19,"1,169",199,"1,157",-59,19,-44,311,"1,142","1,651",1,100,"74,405","90,022","21,653",207,19,"1,169",199,"1,157",-59,19,-44,311,"1,142","1,651",1,100,"74,405","90,022","21,653",207,19,"1,169",199,"1,157",-59,19,-44,311,"1,142","1,651",1,100,"74,405","90,022","21,653",207,19,"1,169",199,"1,157",-59,19,-44,311,"1,142","1,651",1,100,"74,405","90,022","21,653",207,19,"1,169",199,"1,157",-59,19,-44,311,"1,142","1,651",1,100,"74,405","90,022","21,653",207,19,"1,169",199,"1,157",-59,19,-44,311,"1,142","1,651",0,0,,,,,,,,,,,,,,,1,100,"74,405","90,022","21,653",207,19,"1,169",199,"1,157",-59,19,-44,311,"1,142","1,651",1,100,"74,405","90,022","21,653",207,19,"1,169",199,"1,157",-59,19,-44,311,"1,142","1,651"
A7,1,100,"71,616","85,424","14,909",101,18,"1,617",18,308,14,31,-64,324,"1,938","1,851",1,100,"71,616","85,424","14,909",101,18,"1,617",18,308,14,31,-64,324,"1,938","1,851",1,100,"71,616","85,424","14,909",101,18,"1,617",18,308,14,31,-64,324,"1,938","1,851",1,100,"71,616","85,424","14,909",101,18,"1,617",18,308,14,31,-64,324,"1,938","1,851",1,100,"71,616","85,424","14,909",101,18,"1,617",18,308,14,31,-64,324,"1,938","1,851",1,100,"71,616","85,424","14,909",101,18,"1,617",18,308,14,31,-64,324,"1,938","1,851",0,0,,,,,,,,,,,,,,,1,100,"71,616","85,424","14,909",101,18,"1,617",18,308,14,31,-64,324,"1,938","1,851",1,100,"71,616","85,424","14,909",101,18,"1,617",18,308,14,31,-64,324,"1,938","1,851"
A8,1,100,"68,389","83,121","12,751",104,7,868,20,600,-26,10,28,329,"1,429","2,039",1,100,"68,389","83,121","12,751",104,7,868,20,600,-26,10,28,329,"1,429","2,039",1,100,"68,389","83,121","12,751",104,7,868,20,600,-26,10,28,329,"1,429","2,039",1,100,"68,389","83,121","12,751",104,7,868,20,600,-26,10,28,329,"1,429","2,039",1,100,"68,389","83,121","12,751",104,7,868,20,600,-26,10,28,329,"1,429","2,039",1,100,"68,389","83,121","12,751",104,7,868,20,600,-26,10,28,329,"1,429","2,039",0,0,,,,,,,,,,,,,,,1,100,"68,389","83,121","12,751",104,7,868,20,600,-26,10,28,329,"1,429","2,039",1,100,"68,389","83,121","12,751",104,7,868,20,600,-26,10,28,329,"1,429","2,039"
A9,1,100,"79,751","88,585","12,408",6,11,"1,891",60,840,-135,15,-73,387,"1,596","2,242",1,100,"79,751","88,585","12,408",6,11,"1,891",60,840,-135,15,-73,387,"1,596","2,242",1,100,"79,751","88,585","12,408",6,11,"1,891",60,840,-135,15,-73,387,"1,596","2,242",1,100,"79,751","88,585","12,408",6,11,"1,891",60,840,-135,15,-73,387,"1,596","2,242",1,100,"79,751","88,585","12,408",6,11,"1,891",60,840,-135,15,-73,387,"1,596","2,242",1,100,"79,751","88,585","12,408",6,11,"1,891",60,840,-135,15,-73,387,"1,596","2,242",0,0,,,,,,,,,,,,,,,1,100,"79,751","88,585","12,408",6,11,"1,891",60,840,-135,15,-73,387,"1,596","2,242",1,100,"79,751","88,585","12,408",6,11,"1,891",60,840,-135,15,-73,387,"1,596","2,242"
A10,1,100,"69,423","85,921","13,839",40,51,941,-32,"2,123",-28,36,-15,346,"1,550","2,489",1,100,"69,423","85,921","13,839",40,51,941,-32,"2,123",-28,36,-15,346,"1,550","2,489",1,100,"69,423","85,921","13,839",40,51,941,-32,"2,123",-28,36,-15,346,"1,550","2,489",1,100,"69,423","85,921","13,839",40,51,941,-32,"2,123",-28,36,-15,346,"1,550","2,489",1,100,"69,423","85,921","13,839",40,51,941,-32,"2,123",-28,36,-15,346,"1,550","2,489",1,100,"69,423","85,921","13,839",40,51,941,-32,"2,123",-28,36,-15,346,"1,550","2,489",0,0,,,,,,,,,,,,,,,1,100,"69,423","85,921","13,839",40,51,941,-32,"2,123",-28,36,-15,346,"1,550","2,489",1,100,"69,423","85,921","13,839",40,51,941,-32,"2,123",-28,36,-15,346,"1,550","2,489"
