Well,Cells #Events,Cells %Parent,Cells FSC-A Median,Cells FSC-W Median,Cells SSC-A Median,Cells CD33 640 670/30-A Median,Cells CD45RA 640 730/45-A Median,Cells CD34 640 780/60-A Median,Cells CD90 561 582/15-A Median,Cells CD49f 561 670/14-A Median,Cells CD38 561 780/60-A Median,Cells CD19 488 530/30-A Median,Cells Live/Dead V405 450/50-A Median,Cells CD7/10 V405 525/50-A Median,Cells V405 780/60-A Median,Cells Time Median,Singlets #Events,Singlets %Parent,Singlets FSC-A Median,Singlets FSC-W Median,Singlets SSC-A Median,Singlets CD33 640 670/30-A Median,Singlets CD45RA 640 730/45-A Median,Singlets CD34 640 780/60-A Median,Singlets CD90 561 582/15-A Median,Singlets CD49f 561 670/14-A Median,Singlets CD38 561 780/60-A Median,Singlets CD19 488 530/30-A Median,Singlets Live/Dead V405 450/50-A Median,Singlets CD7/10 V405 525/50-A Median,Singlets V405 780/60-A Median,Singlets Time Median,Live cells #Events,Live cells %Parent,Live cells FSC-A Median,Live cells FSC-W Median,Live cells SSC-A Median,Live cells CD33 640 670/30-A Median,Live cells CD45RA 640 730/45-A Median,Live cells CD34 640 780/60-A Median,Live cells CD90 561 582/15-A Median,Live cells CD49f 561 670/14-A Median,Live cells CD38 561 780/60-A Median,Live cells CD19 488 530/30-A Median,Live cells Live/Dead V405 450/50-A Median,Live cells CD7/10 V405 525/50-A Median,Live cells V405 780/60-A Median,Live cells Time Median,CD19 neg #Events,CD19 neg %Parent,CD19 neg FSC-A Median,CD19 neg FSC-W Median,CD19 neg SSC-A Median,CD19 neg CD33 640 670/30-A Median,CD19 neg CD45RA 640 730/45-A Median,CD19 neg CD34 640 780/60-A Median,CD19 neg CD90 561 582/15-A Median,CD19 neg CD49f 561 670/14-A Median,CD19 neg CD38 561 780/60-A Median,CD19 neg CD19 488 530/30-A Median,CD19 neg Live/Dead V405 450/50-A Median,CD19 neg CD7/10 V405 525/50-A Median,CD19 neg V405 780/60-A Median,CD19 neg Time Median,34+/33- #Events,34+/33- %Parent,34+/33- FSC-A Median,34+/33- FSC-W Median,34+/33- SSC-A Median,34+/33- CD33 640 670/30-A Median,34+/33- CD45RA 640 730/45-A Median,34+/33- CD34 640 780/60-A Median,34+/33- CD90 561 582/15-A Median,34+/33- CD49f 561 670/14-A Median,34+/33- CD38 561 780/60-A Median,34+/33- CD19 488 530/30-A Median,34+/33- Live/Dead V405 450/50-A Median,34+/33- CD7/10 V405 525/50-A Median,34+/33- V405 780/60-A Median,34+/33- Time Median,34+/45dim #Events,34+/45dim %Parent,34+/45dim FSC-A Median,34+/45dim FSC-W Median,34+/45dim SSC-A Median,34+/45dim CD33 640 670/30-A Median,34+/45dim CD45RA 640 730/45-A Median,34+/45dim CD34 640 780/60-A Median,34+/45dim CD90 561 582/15-A Median,34+/45dim CD49f 561 670/14-A Median,34+/45dim CD38 561 780/60-A Median,34+/45dim CD19 488 530/30-A Median,34+/45dim Live/Dead V405 450/50-A Median,34+/45dim CD7/10 V405 525/50-A Median,34+/45dim V405 780/60-A Median,34+/45dim Time Median,CD38/CD34+ #Events,CD38/CD34+ %Parent,CD38/CD34+ FSC-A Median,CD38/CD34+ FSC-W Median,CD38/CD34+ SSC-A Median,CD38/CD34+ CD33 640 670/30-A Median,CD38/CD34+ CD45RA 640 730/45-A Median,CD38/CD34+ CD34 640 780/60-A Median,CD38/CD34+ CD90 561 582/15-A Median,CD38/CD34+ CD49f 561 670/14-A Median,CD38/CD34+ CD38 561 780/60-A Median,CD38/CD34+ CD19 488 530/30-A Median,CD38/CD34+ Live/Dead V405 450/50-A Median,CD38/CD34+ CD7/10 V405 525/50-A Median,CD38/CD34+ V405 780/60-A Median,CD38/CD34+ Time Median,CD38-/34+ #Events,CD38-/34+ %Parent,CD38-/34+ FSC-A Median,CD38-/34+ FSC-W Median,CD38-/34+ SSC-A Median,CD38-/34+ CD33 640 670/30-A Median,CD38-/34+ CD45RA 640 730/45-A Median,CD38-/34+ CD34 640 780/60-A Median,CD38-/34+ CD90 561 582/15-A Median,CD38-/34+ CD49f 561 670/14-A Median,CD38-/34+ CD38 561 780/60-A Median,CD38-/34+ CD19 488 530/30-A Median,CD38-/34+ Live/Dead V405 450/50-A Median,CD38-/34+ CD7/10 V405 525/50-A Median,CD38-/34+ V405 780/60-A Median,CD38-/34+ Time Median,HSC pool #Events,HSC pool %Parent,HSC pool FSC-A Median,HSC pool FSC-W Median,HSC pool SSC-A Median,HSC pool CD33 640 670/30-A Median,HSC pool CD45RA 640 730/45-A Median,HSC pool CD34 640 780/60-A Median,HSC pool CD90 561 582/15-A Median,HSC pool CD49f 561 670/14-A Median,HSC pool CD38 561 780/60-A Median,HSC pool CD19 488 530/30-A Median,HSC pool Live/Dead V405 450/50-A Median,HSC pool CD7/10 V405 525/50-A Median,HSC pool V405 780/60-A Median,HSC pool Time Median
A11,1,100,"78,890","88,367","16,243",80,38,"1,045",54,"1,322",-108,6,-39,339,"1,341","2,694",1,100,"78,890","88,367","16,243",80,38,"1,045",54,"1,322",-108,6,-39,339,"1,341","2,694",1,100,"78,890","88,367","16,243",80,38,"1,045",54,"1,322",-108,6,-39,339,"1,341","2,694",1,100,"78,890","88,367","16,243",80,38,"1,045",54,"1,322",-108,6,-39,339,"1,341","2,694",1,100,"78,890","88,367","16,243",80,38,"1,045",54,"1,322",-108,6,-39,339,"1,341","2,694",1,100,"78,890","88,367","16,243",80,38,"1,045",54,"1,322",-108,6,-39,339,"1,341","2,694",0,0,,,,,,,,,,,,,,,1,100,"78,890","88,367","16,243",80,38,"1,045",54,"1,322",-108,6,-39,339,"1,341","2,694",1,100,"78,890","88,367","16,243",80,38,"1,045",54,"1,322",-108,6,-39,339,"1,341","2,694"
A12,1,100,"57,520","82,343","16,075",101,24,"1,818",133,"1,348",30,46,-62,417,"2,207","2,938",1,100,"57,520","82,343","16,075",101,24,"1,818",133,"1,348",30,46,-62,417,"2,207","2,938",1,100,"57,520","82,343","16,075",101,24,"1,818",133,"1,348",30,46,-62,417,"2,207","2,938",1,100,"57,520","82,343","16,075",101,24,"1,818",133,"1,348",30,46,-62,417,"2,207","2,938",1,100,"57,520","82,343","16,075",101,24,"1,818",133,"1,348",30,46,-62,417,"2,207","2,938",1,100,"57,520","82,343","16,075",101,24,"1,818",133,"1,348",30,46,-62,417,"2,207","2,938",0,0,,,,,,,,,,,,,,,1,100,"57,520","82,343","16,075",101,24,"1,818",133,"1,348",30,46,-62,417,"2,207","2,938",1,100,"57,520","82,343","16,075",101,24,"1,818",133,"1,348",30,46,-62,417,"2,207","2,938"
B1,1,100,"73,208","87,373","22,242",110,50,"1,091",98,807,-3,65,42,414,"2,905","5,479",1,100,"73,208","87,373","22,242",110,50,"1,091",98,807,-3,65,42,414,"2,905","5,479",1,100,"73,208","87,373","22,242",110,50,"1,091",98,807,-3,65,42,414,"2,905","5,479",1,100,"73,208","87,373","22,242",110,50,"1,091",98,807,-3,65,42,414,"2,905","5,479",1,100,"73,208","87,373","22,242",110,50,"1,091",98,807,-3,65,42,414,"2,905","5,479",1,100,"73,208","87,373","22,242",110,50,"1,091",98,807,-3,65,42,414,"2,905","5,479",0,0,,,,,,,,,,,,,,,1,100,"73,208","87,373","22,242",110,50,"1,091",98,807,-3,65,42,414,"2,905","5,479",1,100,"73,208","87,373","22,242",110,50,"1,091",98,807,-3,65,42,414,"2,905","5,479"
B2,1,100,"53,991","81,928","16,450",83,22,"1,713",-37,"1,043",-176,42,-43,355,"2,197","5,270",1,100,"53,991","81,928","16,450",83,22,"1,713",-37,"1,043",-176,42,-43,355,"2,197","5,270",1,100,"53,991","81,928","16,450",83,22,"1,713",-37,"1,043",-176,42,-43,355,"2,197","5,270",1,100,"53,991","81,928","16,450",83,22,"1,713",-37,"1,043",-176,42,-43,355,"2,197","5,270",1,100,"53,991","81,928","16,450",83,22,"1,713",-37,"1,043",-176,42,-43,355,"2,197","5,270",1,100,"53,991","81,928","16,450",83,22,"1,713",-37,"1,043",-176,42,-43,355,"2,197","5,270",0,0,,,,,,,,,,,,,,,1,100,"53,991","81,928","16,450",83,22,"1,713",-37,"1,043",-176,42,-43,355,"2,197","5,270",1,100,"53,991","81,928","16,450",83,22,"1,713",-37,"1,043",-176,42,-43,355,"2,197","5,270"
B3,1,100,"76,629","87,133","14,672",71,-8,"1,107",46,896,-15,42,-48,480,"3,127","5,028",1,100,"76,629","87,133","14,672",71,-8,"1,107",46,896,-15,42,-48,480,"3,127","5,028",1,100,"76,629","87,133","14,672",71,-8,"1,107",46,896,-15,42,-48,480,"3,127","5,028",1,100,"76,629","87,133","14,672",71,-8,"1,107",46,896,-15,42,-48,480,"3,127","5,028",1,100,"76,629","87,133","14,672",71,-8,"1,107",46,896,-15,42,-48,480,"3,127","5,028",1,100,"76,629","87,133","14,672",71,-8,"1,107",46,896,-15,42,-48,480,"3,127","5,028",0,0,,,,,,,,,,,,,,,1,100,"76,629","87,133","14,672",71,-8,"1,107",46,896,-15,42,-48,480,"3,127","5,028",1,100,"76,629","87,133","14,672",71,-8,"1,107",46,896,-15,42,-48,480,"3,127","5,028"
B4,1,100,"72,354","84,866","16,275",150,49,"1,670",-30,"1,915",-88,11,-123,436,"3,043","4,844",1,100,"72,354","84,866","16,275",150,49,"1,670",-30,"1,915",-88,11,-123,436,"3,043","4,844",1,100,"72,354","84,866","16,275",150,49,"1,670",-30,"1,915",-88,11,-123,436,"3,043","4,844",1,100,"72,354","84,866","16,275",150,49,"1,670",-30,"1,915",-88,11,-123,436,"3,043","4,844",1,100,"72,354","84,866","16,275",150,49,"1,670",-30,"1,915",-88,11,-123,436,"3,043","4,844",1,100,"72,354","84,866","16,275",150,49,"1,670",-30,"1,915",-88,11,-123,436,"3,043","4,844",0,0,,,,,,,,,,,,,,,1,100,"72,354","84,866","16,275",150,49,"1,670",-30,"1,915",-88,11,-123,436,"3,043","4,844",1,100,"72,354","84,866","16,275",150,49,"1,670",-30,"1,915",-88,11,-123,436,"3,043","4,844"
B5,1,100,"71,016","90,379","16,627",97,29,825,51,"1,346",-5,17,4,232,"1,368","4,605",1,100,"71,016","90,379","16,627",97,29,825,51,"1,346",-5,17,4,232,"1,368","4,605",1,100,"71,016","90,379","16,627",97,29,825,51,"1,346",-5,17,4,232,"1,368","4,605",1,100,"71,016","90,379","16,627",97,29,825,51,"1,346",-5,17,4,232,"1,368","4,605",1,100,"71,016","90,379","16,627",97,29,825,51,"1,346",-5,17,4,232,"1,368","4,605",1,100,"71,016","90,379","16,627",97,29,825,51,"1,346",-5,17,4,232,"1,368","4,605",0,0,,,,,,,,,,,,,,,1,100,"71,016","90,379","16,627",97,29,825,51,"1,346",-5,17,4,232,"1,368","4,605",1,100,"71,016","90,379","16,627",97,29,825,51,"1,346",-5,17,4,232,"1,368","4,605"
B6,1,100,"59,420","85,107","17,305",-34,19,"1,174",78,"1,431",-105,34,-54,373,"1,169","4,401",1,100,"59,420","85,107","17,305",-34,19,"1,174",78,"1,431",-105,34,-54,373,"1,169","4,401",1,100,"59,420","85,107","17,305",-34,19,"1,174",78,"1,431",-105,34,-54,373,"1,169","4,401",1,100,"59,420","85,107","17,305",-34,19,"1,174",78,"1,431",-105,34,-54,373,"1,169","4,401",1,100,"59,420","85,107","17,305",-34,19,"1,174",78,"1,431",-105,34,-54,373,"1,169","4,401",1,100,"59,420","85,107","17,305",-34,19,"1,174",78,"1,431",-105,34,-54,373,"1,169","4,401",0,0,,,,,,,,,,,,,,,1,100,"59,420","85,107","17,305",-34,19,"1,174",78,"1,431",-105,34,-54,373,"1,169","4,401",1,100,"59,420","85,107","17,305",-34,19,"1,174",78,"1,431",-105,34,-54,373,"1,169","4,401"
B7,1,100,"79,752","90,183","12,704",46,7,"1,779",16,"1,099",-90,25,-72,459,"2,340","4,201",1,100,"79,752","90,183","12,704",46,7,"1,779",16,"1,099",-90,25,-72,459,"2,340","4,201",1,100,"79,752","90,183","12,704",46,7,"1,779",16,"1,099",-90,25,-72,459,"2,340","4,201",1,100,"79,752","90,183","12,704",46,7,"1,779",16,"1,099",-90,25,-72,459,"2,340","4,201",1,100,"79,752","90,183","12,704",46,7,"1,779",16,"1,099",-90,25,-72,459,"2,340","4,201",1,100,"79,752","90,183","12,704",46,7,"1,779",16,"1,099",-90,25,-72,459,"2,340","4,201",0,0,,,,,,,,,,,,,,,1,100,"79,752","90,183","12,704",46,7,"1,779",16,"1,099",-90,25,-72,459,"2,340","4,201",1,100,"79,752","90,183","12,704",46,7,"1,779",16,"1,099",-90,25,-72,459,"2,340","4,201"
B8,1,100,"92,962","94,683","25,304",89,0,"1,578",52,816,48,12,6,545,"1,922","4,003",1,100,"92,962","94,683","25,304",89,0,"1,578",52,816,48,12,6,545,"1,922","4,003",1,100,"92,962","94,683","25,304",89,0,"1,578",52,816,48,12,6,545,"1,922","4,003",1,100,"92,962","94,683","25,304",89,0,"1,578",52,816,48,12,6,545,"1,922","4,003",1,100,"92,962","94,683","25,304",89,0,"1,578",52,816,48,12,6,545,"1,922","4,003",1,100,"92,962","94,683","25,304",89,0,"1,578",52,816,48,12,6,545,"1,922","4,003",0,0,,,,,,,,,,,,,,,1,100,"92,962","94,683","25,304",89,0,"1,578",52,816,48,12,6,545,"1,922","4,003",1,100,"92,962","94,683","25,304",89,0,"1,578",52,816,48,12,6,545,"1,922","4,003"
B9,1,100,"67,751","84,137","12,349",139,20,945,83,664,-121,41,-16,284,"1,792","3,791",1,100,"67,751","84,137","12,349",139,20,945,83,664,-121,41,-16,284,"1,792","3,791",1,100,"67,751","84,137","12,349",139,20,945,83,664,-121,41,-16,284,"1,792","3,791",1,100,"67,751","84,137","12,349",139,20,945,83,664,-121,41,-16,284,"1,792","3,791",1,100,"67,751","84,137","12,349",139,20,945,83,664,-121,41,-16,284,"1,792","3,791",1,100,"67,751","84,137","12,349",139,20,945,83,664,-121,41,-16,284,"1,792","3,791",0,0,,,,,,,,,,,,,,,1,100,"67,751","84,137","12,349",139,20,945,83,664,-121,41,-16,284,"1,792","3,791",1,100,"67,751","84,137","12,349",139,20,945,83,664,-121,41,-16,284,"1,792","3,791"
