Well,Cells #Events,Cells %Parent,Cells FSC-A Median,Cells FSC-W Median,Cells SSC-A Median,Cells CD33 640 670/30-A Median,Cells CD45RA 640 730/45-A Median,Cells CD34 640 780/60-A Median,Cells CD90 561 582/15-A Median,Cells CD49f 561 670/14-A Median,Cells CD38 561 780/60-A Median,Cells CD19 488 530/30-A Median,Cells Live/Dead V405 450/50-A Median,Cells CD7/10 V405 525/50-A Median,Cells V405 780/60-A Median,Cells Time Median,Singlets #Events,Singlets %Parent,Singlets FSC-A Median,Singlets FSC-W Median,Singlets SSC-A Median,Singlets CD33 640 670/30-A Median,Singlets CD45RA 640 730/45-A Median,Singlets CD34 640 780/60-A Median,Singlets CD90 561 582/15-A Median,Singlets CD49f 561 670/14-A Median,Singlets CD38 561 780/60-A Median,Singlets CD19 488 530/30-A Median,Singlets Live/Dead V405 450/50-A Median,Singlets CD7/10 V405 525/50-A Median,Singlets V405 780/60-A Median,Singlets Time Median,Live cells #Events,Live cells %Parent,Live cells FSC-A Median,Live cells FSC-W Median,Live cells SSC-A Median,Live cells CD33 640 670/30-A Median,Live cells CD45RA 640 730/45-A Median,Live cells CD34 640 780/60-A Median,Live cells CD90 561 582/15-A Median,Live cells CD49f 561 670/14-A Median,Live cells CD38 561 780/60-A Median,Live cells CD19 488 530/30-A Median,Live cells Live/Dead V405 450/50-A Median,Live cells CD7/10 V405 525/50-A Median,Live cells V405 780/60-A Median,Live cells Time Median,CD19 neg #Events,CD19 neg %Parent,CD19 neg FSC-A Median,CD19 neg FSC-W Median,CD19 neg SSC-A Median,CD19 neg CD33 640 670/30-A Median,CD19 neg CD45RA 640 730/45-A Median,CD19 neg CD34 640 780/60-A Median,CD19 neg CD90 561 582/15-A Median,CD19 neg CD49f 561 670/14-A Median,CD19 neg CD38 561 780/60-A Median,CD19 neg CD19 488 530/30-A Median,CD19 neg Live/Dead V405 450/50-A Median,CD19 neg CD7/10 V405 525/50-A Median,CD19 neg V405 780/60-A Median,CD19 neg Time Median,34+/33- #Events,34+/33- %Parent,34+/33- FSC-A Median,34+/33- FSC-W Median,34+/33- SSC-A Median,34+/33- CD33 640 670/30-A Median,34+/33- CD45RA 640 730/45-A Median,34+/33- CD34 640 780/60-A Median,34+/33- CD90 561 582/15-A Median,34+/33- CD49f 561 670/14-A Median,34+/33- CD38 561 780/60-A Median,34+/33- CD19 488 530/30-A Median,34+/33- Live/Dead V405 450/50-A Median,34+/33- CD7/10 V405 525/50-A Median,34+/33- V405 780/60-A Median,34+/33- Time Median,34+/45dim #Events,34+/45dim %Parent,34+/45dim FSC-A Median,34+/45dim FSC-W Median,34+/45dim SSC-A Median,34+/45dim CD33 640 670/30-A Median,34+/45dim CD45RA 640 730/45-A Median,34+/45dim CD34 640 780/60-A Median,34+/45dim CD90 561 582/15-A Median,34+/45dim CD49f 561 670/14-A Median,34+/45dim CD38 561 780/60-A Median,34+/45dim CD19 488 530/30-A Median,34+/45dim Live/Dead V405 450/50-A Median,34+/45dim CD7/10 V405 525/50-A Median,34+/45dim V405 780/60-A Median,34+/45dim Time Median,CD38/CD34+ #Events,CD38/CD34+ %Parent,CD38/CD34+ FSC-A Median,CD38/CD34+ FSC-W Median,CD38/CD34+ SSC-A Median,CD38/CD34+ CD33 640 670/30-A Median,CD38/CD34+ CD45RA 640 730/45-A Median,CD38/CD34+ CD34 640 780/60-A Median,CD38/CD34+ CD90 561 582/15-A Median,CD38/CD34+ CD49f 561 670/14-A Median,CD38/CD34+ CD38 561 780/60-A Median,CD38/CD34+ CD19 488 530/30-A Median,CD38/CD34+ Live/Dead V405 450/50-A Median,CD38/CD34+ CD7/10 V405 525/50-A Median,CD38/CD34+ V405 780/60-A Median,CD38/CD34+ Time Median,CD38-/34+ #Events,CD38-/34+ %Parent,CD38-/34+ FSC-A Median,CD38-/34+ FSC-W Median,CD38-/34+ SSC-A Median,CD38-/34+ CD33 640 670/30-A Median,CD38-/34+ CD45RA 640 730/45-A Median,CD38-/34+ CD34 640 780/60-A Median,CD38-/34+ CD90 561 582/15-A Median,CD38-/34+ CD49f 561 670/14-A Median,CD38-/34+ CD38 561 780/60-A Median,CD38-/34+ CD19 488 530/30-A Median,CD38-/34+ Live/Dead V405 450/50-A Median,CD38-/34+ CD7/10 V405 525/50-A Median,CD38-/34+ V405 780/60-A Median,CD38-/34+ Time Median,HSC pool #Events,HSC pool %Parent,HSC pool FSC-A Median,HSC pool FSC-W Median,HSC pool SSC-A Median,HSC pool CD33 640 670/30-A Median,HSC pool CD45RA 640 730/45-A Median,HSC pool CD34 640 780/60-A Median,HSC pool CD90 561 582/15-A Median,HSC pool CD49f 561 670/14-A Median,HSC pool CD38 561 780/60-A Median,HSC pool CD19 488 530/30-A Median,HSC pool Live/Dead V405 450/50-A Median,HSC pool CD7/10 V405 525/50-A Median,HSC pool V405 780/60-A Median,HSC pool Time Median
A11,1,100,"80,399","94,130","18,248",164,25,"1,716",594,"1,335",-192,5,-64,388,"1,888","3,618",1,100,"80,399","94,130","18,248",164,25,"1,716",594,"1,335",-192,5,-64,388,"1,888","3,618",1,100,"80,399","94,130","18,248",164,25,"1,716",594,"1,335",-192,5,-64,388,"1,888","3,618",1,100,"80,399","94,130","18,248",164,25,"1,716",594,"1,335",-192,5,-64,388,"1,888","3,618",1,100,"80,399","94,130","18,248",164,25,"1,716",594,"1,335",-192,5,-64,388,"1,888","3,618",1,100,"80,399","94,130","18,248",164,25,"1,716",594,"1,335",-192,5,-64,388,"1,888","3,618",0,0,,,,,,,,,,,,,,,1,100,"80,399","94,130","18,248",164,25,"1,716",594,"1,335",-192,5,-64,388,"1,888","3,618",1,100,"80,399","94,130","18,248",164,25,"1,716",594,"1,335",-192,5,-64,388,"1,888","3,618"
A12,1,100,"74,338","90,615","16,401",109,32,"1,060",-10,"1,281",-37,46,3,419,"2,189","3,829",1,100,"74,338","90,615","16,401",109,32,"1,060",-10,"1,281",-37,46,3,419,"2,189","3,829",1,100,"74,338","90,615","16,401",109,32,"1,060",-10,"1,281",-37,46,3,419,"2,189","3,829",1,100,"74,338","90,615","16,401",109,32,"1,060",-10,"1,281",-37,46,3,419,"2,189","3,829",1,100,"74,338","90,615","16,401",109,32,"1,060",-10,"1,281",-37,46,3,419,"2,189","3,829",1,100,"74,338","90,615","16,401",109,32,"1,060",-10,"1,281",-37,46,3,419,"2,189","3,829",0,0,,,,,,,,,,,,,,,1,100,"74,338","90,615","16,401",109,32,"1,060",-10,"1,281",-37,46,3,419,"2,189","3,829",1,100,"74,338","90,615","16,401",109,32,"1,060",-10,"1,281",-37,46,3,419,"2,189","3,829"
B1,1,100,"71,312","88,908","13,524",20,5,"1,303",277,"2,197",20,27,-65,330,"2,007","6,419",1,100,"71,312","88,908","13,524",20,5,"1,303",277,"2,197",20,27,-65,330,"2,007","6,419",1,100,"71,312","88,908","13,524",20,5,"1,303",277,"2,197",20,27,-65,330,"2,007","6,419",1,100,"71,312","88,908","13,524",20,5,"1,303",277,"2,197",20,27,-65,330,"2,007","6,419",1,100,"71,312","88,908","13,524",20,5,"1,303",277,"2,197",20,27,-65,330,"2,007","6,419",1,100,"71,312","88,908","13,524",20,5,"1,303",277,"2,197",20,27,-65,330,"2,007","6,419",0,0,,,,,,,,,,,,,,,1,100,"71,312","88,908","13,524",20,5,"1,303",277,"2,197",20,27,-65,330,"2,007","6,419",1,100,"71,312","88,908","13,524",20,5,"1,303",277,"2,197",20,27,-65,330,"2,007","6,419"
B2,1,100,"67,487","90,573","12,048",61,33,"1,245",-53,"1,182",-157,34,-23,447,"2,389","6,227",1,100,"67,487","90,573","12,048",61,33,"1,245",-53,"1,182",-157,34,-23,447,"2,389","6,227",1,100,"67,487","90,573","12,048",61,33,"1,245",-53,"1,182",-157,34,-23,447,"2,389","6,227",1,100,"67,487","90,573","12,048",61,33,"1,245",-53,"1,182",-157,34,-23,447,"2,389","6,227",1,100,"67,487","90,573","12,048",61,33,"1,245",-53,"1,182",-157,34,-23,447,"2,389","6,227",1,100,"67,487","90,573","12,048",61,33,"1,245",-53,"1,182",-157,34,-23,447,"2,389","6,227",0,0,,,,,,,,,,,,,,,1,100,"67,487","90,573","12,048",61,33,"1,245",-53,"1,182",-157,34,-23,447,"2,389","6,227",1,100,"67,487","90,573","12,048",61,33,"1,245",-53,"1,182",-157,34,-23,447,"2,389","6,227"
B3,1,100,"76,815","89,182","13,847",127,-13,968,425,"1,270",20,46,-55,304,"1,992","6,020",1,100,"76,815","89,182","13,847",127,-13,968,425,"1,270",20,46,-55,304,"1,992","6,020",1,100,"76,815","89,182","13,847",127,-13,968,425,"1,270",20,46,-55,304,"1,992","6,020",1,100,"76,815","89,182","13,847",127,-13,968,425,"1,270",20,46,-55,304,"1,992","6,020",1,100,"76,815","89,182","13,847",127,-13,968,425,"1,270",20,46,-55,304,"1,992","6,020",1,100,"76,815","89,182","13,847",127,-13,968,425,"1,270",20,46,-55,304,"1,992","6,020",0,0,,,,,,,,,,,,,,,1,100,"76,815","89,182","13,847",127,-13,968,425,"1,270",20,46,-55,304,"1,992","6,020",1,100,"76,815","89,182","13,847",127,-13,968,425,"1,270",20,46,-55,304,"1,992","6,020"
B4,1,100,"60,868","83,561","17,837",0,9,"1,966",-75,716,-308,2,-45,287,"1,789","5,820",1,100,"60,868","83,561","17,837",0,9,"1,966",-75,716,-308,2,-45,287,"1,789","5,820",1,100,"60,868","83,561","17,837",0,9,"1,966",-75,716,-308,2,-45,287,"1,789","5,820",1,100,"60,868","83,561","17,837",0,9,"1,966",-75,716,-308,2,-45,287,"1,789","5,820",1,100,"60,868","83,561","17,837",0,9,"1,966",-75,716,-308,2,-45,287,"1,789","5,820",1,100,"60,868","83,561","17,837",0,9,"1,966",-75,716,-308,2,-45,287,"1,789","5,820",0,0,,,,,,,,,,,,,,,1,100,"60,868","83,561","17,837",0,9,"1,966",-75,716,-308,2,-45,287,"1,789","5,820",1,100,"60,868","83,561","17,837",0,9,"1,966",-75,716,-308,2,-45,287,"1,789","5,820"
B5,1,100,"68,468","84,194","14,990",114,19,"1,084",120,"1,091",18,30,-10,330,"1,807","5,628",1,100,"68,468","84,194","14,990",114,19,"1,084",120,"1,091",18,30,-10,330,"1,807","5,628",1,100,"68,468","84,194","14,990",114,19,"1,084",120,"1,091",18,30,-10,330,"1,807","5,628",1,100,"68,468","84,194","14,990",114,19,"1,084",120,"1,091",18,30,-10,330,"1,807","5,628",1,100,"68,468","84,194","14,990",114,19,"1,084",120,"1,091",18,30,-10,330,"1,807","5,628",1,100,"68,468","84,194","14,990",114,19,"1,084",120,"1,091",18,30,-10,330,"1,807","5,628",0,0,,,,,,,,,,,,,,,1,100,"68,468","84,194","14,990",114,19,"1,084",120,"1,091",18,30,-10,330,"1,807","5,628",1,100,"68,468","84,194","14,990",114,19,"1,084",120,"1,091",18,30,-10,330,"1,807","5,628"
B6,1,100,"61,849","82,553","10,722",99,20,"1,566",-2,975,-23,40,-44,297,"1,178","5,433",1,100,"61,849","82,553","10,722",99,20,"1,566",-2,975,-23,40,-44,297,"1,178","5,433",1,100,"61,849","82,553","10,722",99,20,"1,566",-2,975,-23,40,-44,297,"1,178","5,433",1,100,"61,849","82,553","10,722",99,20,"1,566",-2,975,-23,40,-44,297,"1,178","5,433",1,100,"61,849","82,553","10,722",99,20,"1,566",-2,975,-23,40,-44,297,"1,178","5,433",1,100,"61,849","82,553","10,722",99,20,"1,566",-2,975,-23,40,-44,297,"1,178","5,433",0,0,,,,,,,,,,,,,,,1,100,"61,849","82,553","10,722",99,20,"1,566",-2,975,-23,40,-44,297,"1,178","5,433",1,100,"61,849","82,553","10,722",99,20,"1,566",-2,975,-23,40,-44,297,"1,178","5,433"
B7,1,100,"66,698","82,217","18,129",338,33,"1,176",125,"2,097",0,-7,-55,303,"1,613","5,234",1,100,"66,698","82,217","18,129",338,33,"1,176",125,"2,097",0,-7,-55,303,"1,613","5,234",1,100,"66,698","82,217","18,129",338,33,"1,176",125,"2,097",0,-7,-55,303,"1,613","5,234",1,100,"66,698","82,217","18,129",338,33,"1,176",125,"2,097",0,-7,-55,303,"1,613","5,234",1,100,"66,698","82,217","18,129",338,33,"1,176",125,"2,097",0,-7,-55,303,"1,613","5,234",1,100,"66,698","82,217","18,129",338,33,"1,176",125,"2,097",0,-7,-55,303,"1,613","5,234",0,0,,,,,,,,,,,,,,,1,100,"66,698","82,217","18,129",338,33,"1,176",125,"2,097",0,-7,-55,303,"1,613","5,234",1,100,"66,698","82,217","18,129",338,33,"1,176",125,"2,097",0,-7,-55,303,"1,613","5,234"
B8,1,100,"65,842","84,225","12,671",137,21,"1,282",-16,"1,973",-45,25,0,350,"2,039","5,028",1,100,"65,842","84,225","12,671",137,21,"1,282",-16,"1,973",-45,25,0,350,"2,039","5,028",1,100,"65,842","84,225","12,671",137,21,"1,282",-16,"1,973",-45,25,0,350,"2,039","5,028",1,100,"65,842","84,225","12,671",137,21,"1,282",-16,"1,973",-45,25,0,350,"2,039","5,028",1,100,"65,842","84,225","12,671",137,21,"1,282",-16,"1,973",-45,25,0,350,"2,039","5,028",1,100,"65,842","84,225","12,671",137,21,"1,282",-16,"1,973",-45,25,0,350,"2,039","5,028",0,0,,,,,,,,,,,,,,,1,100,"65,842","84,225","12,671",137,21,"1,282",-16,"1,973",-45,25,0,350,"2,039","5,028",1,100,"65,842","84,225","12,671",137,21,"1,282",-16,"1,973",-45,25,0,350,"2,039","5,028"
B9,1,100,"72,586","88,171","15,103",70,0,"1,668",28,441,-160,31,-36,336,"3,007","4,823",1,100,"72,586","88,171","15,103",70,0,"1,668",28,441,-160,31,-36,336,"3,007","4,823",1,100,"72,586","88,171","15,103",70,0,"1,668",28,441,-160,31,-36,336,"3,007","4,823",1,100,"72,586","88,171","15,103",70,0,"1,668",28,441,-160,31,-36,336,"3,007","4,823",1,100,"72,586","88,171","15,103",70,0,"1,668",28,441,-160,31,-36,336,"3,007","4,823",1,100,"72,586","88,171","15,103",70,0,"1,668",28,441,-160,31,-36,336,"3,007","4,823",0,0,,,,,,,,,,,,,,,1,100,"72,586","88,171","15,103",70,0,"1,668",28,441,-160,31,-36,336,"3,007","4,823",1,100,"72,586","88,171","15,103",70,0,"1,668",28,441,-160,31,-36,336,"3,007","4,823"
