"Plate_well","exp","fcs.name","SingleCells.count","NonEry.count","CD56neg.count","CD14neg.count","IntermediateNeut.count","IntermediateNeut.freq.of.CD14neg","MatureNeut.count","MatureNeut.freq.of.CD14neg","MatureNeut.FSC.A","MatureNeut.SSC.A","EarlyNeut.count","EarlyNeut.freq.of.CD14neg","Mono.count","Mono.freq.of.NonEry","Mono.freq.of.CD56neg","Mono.CD11b.Median","Mono.CD14.Median","Mono.FSC.A","Mono.SSC.A","Mono2.count","Mono2.freq.of.NonEry","Mono2.freq.of.CD56neg","Mono2.CD11b.Median","Mono2.CD14.Median","Mono2.FSC.A","Mono2.SSC.A","Ery.count","IntermediateNeut.FSC.A","IntermediateNeut.SSC.A","EarlyNeut.FSC.A","EarlyNeut.SSC.A","CD66bNeut.CD11b.Median","CD66bNeut.CD66b.Median","CD66bNeut.FSC.A","CD66bNeut.SSC.A","TrueFalse"
"14_F04","ARCH4","PLATE 14_F4_F04_064.fcs",3241,3237,3237,2292,1245,54.3,958,41.8,96512,88064,1,0.044,388,12,12,1825,1008,102976,101888,9,0.28,0.28,4566,5125,186816,133440,0,97152,83712,109568,75712,745,23096,96704,85952,"TRUE"
"14_F05","ARCH4","PLATE 14_F5_F05_065.fcs",953,907,903,497,1,0.2,1,0.2,138496,158912,392,78.9,28,3.09,3.1,1567,3716,95296,110848,26,2.87,2.88,1526,3808,120576,97344,0,75008,76544,115520,93888,793,33921,75008,76544,"TRUE"
"14_F06","ARCH4","PLATE 14_F6_F06_066.fcs",7905,7870,7867,5337,2005,37.6,3075,57.6,108096,101184,54,1.01,1617,20.5,20.6,4099,1074,116992,136896,545,6.93,6.93,6516,2305,197184,133760,0,116352,100288,125696,101184,1006,33116,111488,100928,"TRUE"
"14_F07","ARCH4","PLATE 14_F7_F07_067.fcs",4514,3730,3728,2771,323,11.7,1081,39,88832,82432,38,1.37,525,14.1,14.1,2563,943,91712,100544,41,1.1,1.1,5158,4791,158528,107136,270,88448,71424,88704,107840,1249,29730,89216,80320,"TRUE"
"14_F08","ARCH4","PLATE 14_F8_F08_068.fcs",4313,4301,4301,2653,907,34.2,1628,61.4,97536,94592,1,0.038,929,21.6,21.6,2414,976,104576,109504,10,0.23,0.23,4416,1091,123072,92928,0,98368,90496,90624,72704,1084,37984,97664,93440,"TRUE"
"14_F09","ARCH4","PLATE 14_F9_F09_069.fcs",1311,1304,1304,710,484,68.2,139,19.6,95040,97600,4,0.56,295,22.6,22.6,3525,2177,108416,124992,89,6.83,6.83,8505,3427,196416,136320,0,110592,95232,85824,98624,497,20327,106624,96384,"TRUE"
"14_F10","ARCH4","PLATE 14_F10_F10_070.fcs",2203,2196,2196,1290,725,56.2,412,31.9,93824,102784,0,0,289,13.2,13.2,2156,1402,98688,111744,11,0.5,0.5,3999,7349,173568,108224,0,97088,99648,NA,NA,639,17045,95296,100544,"TRUE"
"14_F11","ARCH4","PLATE 14_F11_F11_071.fcs",2585,2559,2558,1042,562,53.9,377,36.2,94336,86592,2,0.19,946,37,37,5302,2198,112000,127104,319,12.5,12.5,9599,3686,195072,136640,0,98624,85504,99904,58752,652,31414,96448,85248,"TRUE"
"14_F12","ARCH4","PLATE 14_F12_F12_072.fcs",12713,12668,12668,9001,5412,60.1,2308,25.6,100992,86080,636,7.07,2175,17.2,17.2,4537,1342,107136,120832,1242,9.8,9.8,6267,2064,146240,109760,0,106304,84608,105664,83584,593,19392,104960,84992,"TRUE"
"14_G01","ARCH4","PLATE 14_G1_G01_073.fcs",4864,4812,4812,2512,1814,72.2,584,23.2,95552,90112,7,0.28,1708,35.5,35.5,5302,1376,120576,158720,917,19.1,19.1,6240,1808,187392,131392,0,101248,87232,92608,96960,493,32879,99904,88192,"TRUE"
"14_G02","ARCH4","PLATE 14_G2_G02_074.fcs",15925,11750,11750,644,26,4.04,0,0,NA,NA,481,74.7,10547,89.8,89.8,2734,2292,102336,105792,10511,89.5,89.5,2734,2292,105728,102272,1,106112,92480,96576,78400,421,5291,106112,87296,"TRUE"
"14_G03","ARCH4","PLATE 14_G3_G03_075.fcs",24417,23549,23548,13331,10398,78,1219,9.14,105280,93760,482,3.62,8874,37.7,37.7,3554,1487,108480,143552,7153,30.4,30.4,3746,1652,151424,111168,0,108608,84480,92992,75264,484,21768,108224,85184,"TRUE"
"14_G04","ARCH4","PLATE 14_G4_G04_076.fcs",8856,8791,8789,7965,5666,71.1,1448,18.2,123008,112000,363,4.56,245,2.79,2.79,1784,988,115904,122688,83,0.94,0.94,2963,1154,132864,96384,0,112832,91584,102912,84864,594,17737,114496,94848,"TRUE"
"14_G05","ARCH4","PLATE 14_G5_G05_077.fcs",39194,7691,7644,2192,21,0.96,8,0.36,128512,122240,814,37.1,4236,55.1,55.4,1478,2202,90240,106176,4215,54.8,55.1,1473,2206,106048,90112,3309,108608,96064,88128,86528,772,6390,118912,107456,"TRUE"
"14_G06","ARCH4","PLATE 14_G6_G06_078.fcs",8825,8521,8521,6588,1577,23.9,100,1.52,132288,118144,4111,62.4,1396,16.4,16.4,2804,1330,96640,117760,1384,16.2,16.2,2804,1332,117632,96192,0,113216,92032,110976,87104,464,7301,113792,92800,"TRUE"
"14_G07","ARCH4","PLATE 14_G7_G07_079.fcs",47238,21020,21008,3117,1,0.032,1,0.032,89920,122688,1730,55.5,14575,69.3,69.4,1487,2072,88128,94656,14549,69.2,69.3,1487,2072,94656,88064,802,118080,74880,92096,86464,1082,2934,94720,122688,"TRUE"
"14_G08","ARCH4","PLATE 14_G8_G08_080.fcs",34288,15253,15244,7098,1090,15.4,200,2.82,131776,130688,3821,53.8,6618,43.4,43.4,1655,1764,91008,106304,6558,43,43,1652,1771,105984,90752,414,111104,96768,98624,95680,582,9534,113152,100992,"TRUE"
"14_G09","ARCH4","PLATE 14_G9_G09_081.fcs",10148,10107,10107,8826,6380,72.3,2119,24,105088,97024,120,1.36,430,4.25,4.25,1902,990,107520,110592,129,1.28,1.28,3299,1246,128000,96896,1,105920,86400,93760,80320,593,23427,105664,88384,"TRUE"
