Well,All Events #Events,All Events %Parent,All Events FSC-A Mean,All Events FSC-A Median,All Events FSC-W Mean,All Events FSC-W Median,All Events SSC-A Mean,All Events SSC-A Median,All Events 640 670/30-A Mean,All Events 640 670/30-A Median,All Events 640 780/60-A Mean,All Events 640 780/60-A Median,All Events 640 730/45-A Mean,All Events 640 730/45-A Median,All Events 561 582/15-A Mean,All Events 561 582/15-A Median,All Events 561 670/14-A Mean,All Events 561 670/14-A Median,All Events 561 780/60-A Mean,All Events 561 780/60-A Median,All Events 488 530/30-A Mean,All Events 488 530/30-A Median,All Events V405 450/50-A Mean,All Events V405 450/50-A Median,All Events V405 525/50-A Mean,All Events V405 525/50-A Median,All Events V405 780/60-A Mean,All Events V405 780/60-A Median,All Events Time Mean,All Events Time Median,Cells #Events,Cells %Parent,Cells FSC-A Mean,Cells FSC-A Median,Cells FSC-W Mean,Cells FSC-W Median,Cells SSC-A Mean,Cells SSC-A Median,Cells 640 670/30-A Mean,Cells 640 670/30-A Median,Cells 640 780/60-A Mean,Cells 640 780/60-A Median,Cells 640 730/45-A Mean,Cells 640 730/45-A Median,Cells 561 582/15-A Mean,Cells 561 582/15-A Median,Cells 561 670/14-A Mean,Cells 561 670/14-A Median,Cells 561 780/60-A Mean,Cells 561 780/60-A Median,Cells 488 530/30-A Mean,Cells 488 530/30-A Median,Cells V405 450/50-A Mean,Cells V405 450/50-A Median,Cells V405 525/50-A Mean,Cells V405 525/50-A Median,Cells V405 780/60-A Mean,Cells V405 780/60-A Median,Cells Time Mean,Cells Time Median,Singlets #Events,Singlets %Parent,Singlets FSC-A Mean,Singlets FSC-A Median,Singlets FSC-W Mean,Singlets FSC-W Median,Singlets SSC-A Mean,Singlets SSC-A Median,Singlets 640 670/30-A Mean,Singlets 640 670/30-A Median,Singlets 640 780/60-A Mean,Singlets 640 780/60-A Median,Singlets 640 730/45-A Mean,Singlets 640 730/45-A Median,Singlets 561 582/15-A Mean,Singlets 561 582/15-A Median,Singlets 561 670/14-A Mean,Singlets 561 670/14-A Median,Singlets 561 780/60-A Mean,Singlets 561 780/60-A Median,Singlets 488 530/30-A Mean,Singlets 488 530/30-A Median,Singlets V405 450/50-A Mean,Singlets V405 450/50-A Median,Singlets V405 525/50-A Mean,Singlets V405 525/50-A Median,Singlets V405 780/60-A Mean,Singlets V405 780/60-A Median,Singlets Time Mean,Singlets Time Median,Live #Events,Live %Parent,Live FSC-A Mean,Live FSC-A Median,Live FSC-W Mean,Live FSC-W Median,Live SSC-A Mean,Live SSC-A Median,Live 640 670/30-A Mean,Live 640 670/30-A Median,Live 640 780/60-A Mean,Live 640 780/60-A Median,Live 640 730/45-A Mean,Live 640 730/45-A Median,Live 561 582/15-A Mean,Live 561 582/15-A Median,Live 561 670/14-A Mean,Live 561 670/14-A Median,Live 561 780/60-A Mean,Live 561 780/60-A Median,Live 488 530/30-A Mean,Live 488 530/30-A Median,Live V405 450/50-A Mean,Live V405 450/50-A Median,Live V405 525/50-A Mean,Live V405 525/50-A Median,Live V405 780/60-A Mean,Live V405 780/60-A Median,Live Time Mean,Live Time Median,19-/33- #Events,19-/33- %Parent,19-/33- FSC-A Mean,19-/33- FSC-A Median,19-/33- FSC-W Mean,19-/33- FSC-W Median,19-/33- SSC-A Mean,19-/33- SSC-A Median,19-/33- 640 670/30-A Mean,19-/33- 640 670/30-A Median,19-/33- 640 780/60-A Mean,19-/33- 640 780/60-A Median,19-/33- 640 730/45-A Mean,19-/33- 640 730/45-A Median,19-/33- 561 582/15-A Mean,19-/33- 561 582/15-A Median,19-/33- 561 670/14-A Mean,19-/33- 561 670/14-A Median,19-/33- 561 780/60-A Mean,19-/33- 561 780/60-A Median,19-/33- 488 530/30-A Mean,19-/33- 488 530/30-A Median,19-/33- V405 450/50-A Mean,19-/33- V405 450/50-A Median,19-/33- V405 525/50-A Mean,19-/33- V405 525/50-A Median,19-/33- V405 780/60-A Mean,19-/33- V405 780/60-A Median,19-/33- Time Mean,19-/33- Time Median,CD19 - #Events,CD19 - %Parent,CD19 - FSC-A Mean,CD19 - FSC-A Median,CD19 - FSC-W Mean,CD19 - FSC-W Median,CD19 - SSC-A Mean,CD19 - SSC-A Median,CD19 - 640 670/30-A Mean,CD19 - 640 670/30-A Median,CD19 - 640 780/60-A Mean,CD19 - 640 780/60-A Median,CD19 - 640 730/45-A Mean,CD19 - 640 730/45-A Median,CD19 - 561 582/15-A Mean,CD19 - 561 582/15-A Median,CD19 - 561 670/14-A Mean,CD19 - 561 670/14-A Median,CD19 - 561 780/60-A Mean,CD19 - 561 780/60-A Median,CD19 - 488 530/30-A Mean,CD19 - 488 530/30-A Median,CD19 - V405 450/50-A Mean,CD19 - V405 450/50-A Median,CD19 - V405 525/50-A Mean,CD19 - V405 525/50-A Median,CD19 - V405 780/60-A Mean,CD19 - V405 780/60-A Median,CD19 - Time Mean,CD19 - Time Median,CD33- #Events,CD33- %Parent,CD33- FSC-A Mean,CD33- FSC-A Median,CD33- FSC-W Mean,CD33- FSC-W Median,CD33- SSC-A Mean,CD33- SSC-A Median,CD33- 640 670/30-A Mean,CD33- 640 670/30-A Median,CD33- 640 780/60-A Mean,CD33- 640 780/60-A Median,CD33- 640 730/45-A Mean,CD33- 640 730/45-A Median,CD33- 561 582/15-A Mean,CD33- 561 582/15-A Median,CD33- 561 670/14-A Mean,CD33- 561 670/14-A Median,CD33- 561 780/60-A Mean,CD33- 561 780/60-A Median,CD33- 488 530/30-A Mean,CD33- 488 530/30-A Median,CD33- V405 450/50-A Mean,CD33- V405 450/50-A Median,CD33- V405 525/50-A Mean,CD33- V405 525/50-A Median,CD33- V405 780/60-A Mean,CD33- V405 780/60-A Median,CD33- Time Mean,CD33- Time Median,CD45 Dim CD34+ #Events,CD45 Dim CD34+ %Parent,CD45 Dim CD34+ FSC-A Mean,CD45 Dim CD34+ FSC-A Median,CD45 Dim CD34+ FSC-W Mean,CD45 Dim CD34+ FSC-W Median,CD45 Dim CD34+ SSC-A Mean,CD45 Dim CD34+ SSC-A Median,CD45 Dim CD34+ 640 670/30-A Mean,CD45 Dim CD34+ 640 670/30-A Median,CD45 Dim CD34+ 640 780/60-A Mean,CD45 Dim CD34+ 640 780/60-A Median,CD45 Dim CD34+ 640 730/45-A Mean,CD45 Dim CD34+ 640 730/45-A Median,CD45 Dim CD34+ 561 582/15-A Mean,CD45 Dim CD34+ 561 582/15-A Median,CD45 Dim CD34+ 561 670/14-A Mean,CD45 Dim CD34+ 561 670/14-A Median,CD45 Dim CD34+ 561 780/60-A Mean,CD45 Dim CD34+ 561 780/60-A Median,CD45 Dim CD34+ 488 530/30-A Mean,CD45 Dim CD34+ 488 530/30-A Median,CD45 Dim CD34+ V405 450/50-A Mean,CD45 Dim CD34+ V405 450/50-A Median,CD45 Dim CD34+ V405 525/50-A Mean,CD45 Dim CD34+ V405 525/50-A Median,CD45 Dim CD34+ V405 780/60-A Mean,CD45 Dim CD34+ V405 780/60-A Median,CD45 Dim CD34+ Time Mean,CD45 Dim CD34+ Time Median,CD38+ CD34+ #Events,CD38+ CD34+ %Parent,CD38+ CD34+ FSC-A Mean,CD38+ CD34+ FSC-A Median,CD38+ CD34+ FSC-W Mean,CD38+ CD34+ FSC-W Median,CD38+ CD34+ SSC-A Mean,CD38+ CD34+ SSC-A Median,CD38+ CD34+ 640 670/30-A Mean,CD38+ CD34+ 640 670/30-A Median,CD38+ CD34+ 640 780/60-A Mean,CD38+ CD34+ 640 780/60-A Median,CD38+ CD34+ 640 730/45-A Mean,CD38+ CD34+ 640 730/45-A Median,CD38+ CD34+ 561 582/15-A Mean,CD38+ CD34+ 561 582/15-A Median,CD38+ CD34+ 561 670/14-A Mean,CD38+ CD34+ 561 670/14-A Median,CD38+ CD34+ 561 780/60-A Mean,CD38+ CD34+ 561 780/60-A Median,CD38+ CD34+ 488 530/30-A Mean,CD38+ CD34+ 488 530/30-A Median,CD38+ CD34+ V405 450/50-A Mean,CD38+ CD34+ V405 450/50-A Median,CD38+ CD34+ V405 525/50-A Mean,CD38+ CD34+ V405 525/50-A Median,CD38+ CD34+ V405 780/60-A Mean,CD38+ CD34+ V405 780/60-A Median,CD38+ CD34+ Time Mean,CD38+ CD34+ Time Median,GMP #Events,GMP %Parent,GMP FSC-A Mean,GMP FSC-A Median,GMP FSC-W Mean,GMP FSC-W Median,GMP SSC-A Mean,GMP SSC-A Median,GMP 640 670/30-A Mean,GMP 640 670/30-A Median,GMP 640 780/60-A Mean,GMP 640 780/60-A Median,GMP 640 730/45-A Mean,GMP 640 730/45-A Median,GMP 561 582/15-A Mean,GMP 561 582/15-A Median,GMP 561 670/14-A Mean,GMP 561 670/14-A Median,GMP 561 780/60-A Mean,GMP 561 780/60-A Median,GMP 488 530/30-A Mean,GMP 488 530/30-A Median,GMP V405 450/50-A Mean,GMP V405 450/50-A Median,GMP V405 525/50-A Mean,GMP V405 525/50-A Median,GMP V405 780/60-A Mean,GMP V405 780/60-A Median,GMP Time Mean,GMP Time Median,CD34+ CD38- #Events,CD34+ CD38- %Parent,CD34+ CD38- FSC-A Mean,CD34+ CD38- FSC-A Median,CD34+ CD38- FSC-W Mean,CD34+ CD38- FSC-W Median,CD34+ CD38- SSC-A Mean,CD34+ CD38- SSC-A Median,CD34+ CD38- 640 670/30-A Mean,CD34+ CD38- 640 670/30-A Median,CD34+ CD38- 640 780/60-A Mean,CD34+ CD38- 640 780/60-A Median,CD34+ CD38- 640 730/45-A Mean,CD34+ CD38- 640 730/45-A Median,CD34+ CD38- 561 582/15-A Mean,CD34+ CD38- 561 582/15-A Median,CD34+ CD38- 561 670/14-A Mean,CD34+ CD38- 561 670/14-A Median,CD34+ CD38- 561 780/60-A Mean,CD34+ CD38- 561 780/60-A Median,CD34+ CD38- 488 530/30-A Mean,CD34+ CD38- 488 530/30-A Median,CD34+ CD38- V405 450/50-A Mean,CD34+ CD38- V405 450/50-A Median,CD34+ CD38- V405 525/50-A Mean,CD34+ CD38- V405 525/50-A Median,CD34+ CD38- V405 780/60-A Mean,CD34+ CD38- V405 780/60-A Median,CD34+ CD38- Time Mean,CD34+ CD38- Time Median,HSC Pool #Events,HSC Pool %Parent,HSC Pool FSC-A Mean,HSC Pool FSC-A Median,HSC Pool FSC-W Mean,HSC Pool FSC-W Median,HSC Pool SSC-A Mean,HSC Pool SSC-A Median,HSC Pool 640 670/30-A Mean,HSC Pool 640 670/30-A Median,HSC Pool 640 780/60-A Mean,HSC Pool 640 780/60-A Median,HSC Pool 640 730/45-A Mean,HSC Pool 640 730/45-A Median,HSC Pool 561 582/15-A Mean,HSC Pool 561 582/15-A Median,HSC Pool 561 670/14-A Mean,HSC Pool 561 670/14-A Median,HSC Pool 561 780/60-A Mean,HSC Pool 561 780/60-A Median,HSC Pool 488 530/30-A Mean,HSC Pool 488 530/30-A Median,HSC Pool V405 450/50-A Mean,HSC Pool V405 450/50-A Median,HSC Pool V405 525/50-A Mean,HSC Pool V405 525/50-A Median,HSC Pool V405 780/60-A Mean,HSC Pool V405 780/60-A Median,HSC Pool Time Mean,HSC Pool Time Median,CD45RA + #Events,CD45RA + %Parent,CD45RA + FSC-A Mean,CD45RA + FSC-A Median,CD45RA + FSC-W Mean,CD45RA + FSC-W Median,CD45RA + SSC-A Mean,CD45RA + SSC-A Median,CD45RA + 640 670/30-A Mean,CD45RA + 640 670/30-A Median,CD45RA + 640 780/60-A Mean,CD45RA + 640 780/60-A Median,CD45RA + 640 730/45-A Mean,CD45RA + 640 730/45-A Median,CD45RA + 561 582/15-A Mean,CD45RA + 561 582/15-A Median,CD45RA + 561 670/14-A Mean,CD45RA + 561 670/14-A Median,CD45RA + 561 780/60-A Mean,CD45RA + 561 780/60-A Median,CD45RA + 488 530/30-A Mean,CD45RA + 488 530/30-A Median,CD45RA + V405 450/50-A Mean,CD45RA + V405 450/50-A Median,CD45RA + V405 525/50-A Mean,CD45RA + V405 525/50-A Median,CD45RA + V405 780/60-A Mean,CD45RA + V405 780/60-A Median,CD45RA + Time Mean,CD45RA + Time Median,GMP OR HSC Pool #Events,GMP OR HSC Pool %Parent,GMP OR HSC Pool FSC-A Mean,GMP OR HSC Pool FSC-A Median,GMP OR HSC Pool FSC-W Mean,GMP OR HSC Pool FSC-W Median,GMP OR HSC Pool SSC-A Mean,GMP OR HSC Pool SSC-A Median,GMP OR HSC Pool 640 670/30-A Mean,GMP OR HSC Pool 640 670/30-A Median,GMP OR HSC Pool 640 780/60-A Mean,GMP OR HSC Pool 640 780/60-A Median,GMP OR HSC Pool 640 730/45-A Mean,GMP OR HSC Pool 640 730/45-A Median,GMP OR HSC Pool 561 582/15-A Mean,GMP OR HSC Pool 561 582/15-A Median,GMP OR HSC Pool 561 670/14-A Mean,GMP OR HSC Pool 561 670/14-A Median,GMP OR HSC Pool 561 780/60-A Mean,GMP OR HSC Pool 561 780/60-A Median,GMP OR HSC Pool 488 530/30-A Mean,GMP OR HSC Pool 488 530/30-A Median,GMP OR HSC Pool V405 450/50-A Mean,GMP OR HSC Pool V405 450/50-A Median,GMP OR HSC Pool V405 525/50-A Mean,GMP OR HSC Pool V405 525/50-A Median,GMP OR HSC Pool V405 780/60-A Mean,GMP OR HSC Pool V405 780/60-A Median,GMP OR HSC Pool Time Mean,GMP OR HSC Pool Time Median,GMP OR CD34+ CD38- #Events,GMP OR CD34+ CD38- %Parent,GMP OR CD34+ CD38- FSC-A Mean,GMP OR CD34+ CD38- FSC-A Median,GMP OR CD34+ CD38- FSC-W Mean,GMP OR CD34+ CD38- FSC-W Median,GMP OR CD34+ CD38- SSC-A Mean,GMP OR CD34+ CD38- SSC-A Median,GMP OR CD34+ CD38- 640 670/30-A Mean,GMP OR CD34+ CD38- 640 670/30-A Median,GMP OR CD34+ CD38- 640 780/60-A Mean,GMP OR CD34+ CD38- 640 780/60-A Median,GMP OR CD34+ CD38- 640 730/45-A Mean,GMP OR CD34+ CD38- 640 730/45-A Median,GMP OR CD34+ CD38- 561 582/15-A Mean,GMP OR CD34+ CD38- 561 582/15-A Median,GMP OR CD34+ CD38- 561 670/14-A Mean,GMP OR CD34+ CD38- 561 670/14-A Median,GMP OR CD34+ CD38- 561 780/60-A Mean,GMP OR CD34+ CD38- 561 780/60-A Median,GMP OR CD34+ CD38- 488 530/30-A Mean,GMP OR CD34+ CD38- 488 530/30-A Median,GMP OR CD34+ CD38- V405 450/50-A Mean,GMP OR CD34+ CD38- V405 450/50-A Median,GMP OR CD34+ CD38- V405 525/50-A Mean,GMP OR CD34+ CD38- V405 525/50-A Median,GMP OR CD34+ CD38- V405 780/60-A Mean,GMP OR CD34+ CD38- V405 780/60-A Median,GMP OR CD34+ CD38- Time Mean,GMP OR CD34+ CD38- Time Median
A1,1,,"167,297","167,297","96,356","96,356","42,833","42,833",277,277,"8,942","8,942","3,259","3,259",-107,-107,"1,227","1,227",793,793,97,97,28,28,352,352,"1,814","1,814",699,699,1,100,"167,297","167,297","96,356","96,356","42,833","42,833",277,277,"8,942","8,942","3,259","3,259",-107,-107,"1,227","1,227",793,793,97,97,28,28,352,352,"1,814","1,814",699,699,1,100,"167,297","167,297","96,356","96,356","42,833","42,833",277,277,"8,942","8,942","3,259","3,259",-107,-107,"1,227","1,227",793,793,97,97,28,28,352,352,"1,814","1,814",699,699,1,100,"167,297","167,297","96,356","96,356","42,833","42,833",277,277,"8,942","8,942","3,259","3,259",-107,-107,"1,227","1,227",793,793,97,97,28,28,352,352,"1,814","1,814",699,699,1,100,"167,297","167,297","96,356","96,356","42,833","42,833",277,277,"8,942","8,942","3,259","3,259",-107,-107,"1,227","1,227",793,793,97,97,28,28,352,352,"1,814","1,814",699,699,1,100,"167,297","167,297","96,356","96,356","42,833","42,833",277,277,"8,942","8,942","3,259","3,259",-107,-107,"1,227","1,227",793,793,97,97,28,28,352,352,"1,814","1,814",699,699,1,100,"167,297","167,297","96,356","96,356","42,833","42,833",277,277,"8,942","8,942","3,259","3,259",-107,-107,"1,227","1,227",793,793,97,97,28,28,352,352,"1,814","1,814",699,699,1,100,"167,297","167,297","96,356","96,356","42,833","42,833",277,277,"8,942","8,942","3,259","3,259",-107,-107,"1,227","1,227",793,793,97,97,28,28,352,352,"1,814","1,814",699,699,1,100,"167,297","167,297","96,356","96,356","42,833","42,833",277,277,"8,942","8,942","3,259","3,259",-107,-107,"1,227","1,227",793,793,97,97,28,28,352,352,"1,814","1,814",699,699,1,100,"167,297","167,297","96,356","96,356","42,833","42,833",277,277,"8,942","8,942","3,259","3,259",-107,-107,"1,227","1,227",793,793,97,97,28,28,352,352,"1,814","1,814",699,699,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100,"167,297","167,297","96,356","96,356","42,833","42,833",277,277,"8,942","8,942","3,259","3,259",-107,-107,"1,227","1,227",793,793,97,97,28,28,352,352,"1,814","1,814",699,699,1,100,"167,297","167,297","96,356","96,356","42,833","42,833",277,277,"8,942","8,942","3,259","3,259",-107,-107,"1,227","1,227",793,793,97,97,28,28,352,352,"1,814","1,814",699,699
A2,1,,"187,996","187,996","92,178","92,178","31,108","31,108",382,382,"4,569","4,569","2,919","2,919",-36,-36,963,963,593,593,52,52,-33,-33,248,248,"1,541","1,541","1,053","1,053",1,100,"187,996","187,996","92,178","92,178","31,108","31,108",382,382,"4,569","4,569","2,919","2,919",-36,-36,963,963,593,593,52,52,-33,-33,248,248,"1,541","1,541","1,053","1,053",1,100,"187,996","187,996","92,178","92,178","31,108","31,108",382,382,"4,569","4,569","2,919","2,919",-36,-36,963,963,593,593,52,52,-33,-33,248,248,"1,541","1,541","1,053","1,053",1,100,"187,996","187,996","92,178","92,178","31,108","31,108",382,382,"4,569","4,569","2,919","2,919",-36,-36,963,963,593,593,52,52,-33,-33,248,248,"1,541","1,541","1,053","1,053",1,100,"187,996","187,996","92,178","92,178","31,108","31,108",382,382,"4,569","4,569","2,919","2,919",-36,-36,963,963,593,593,52,52,-33,-33,248,248,"1,541","1,541","1,053","1,053",1,100,"187,996","187,996","92,178","92,178","31,108","31,108",382,382,"4,569","4,569","2,919","2,919",-36,-36,963,963,593,593,52,52,-33,-33,248,248,"1,541","1,541","1,053","1,053",1,100,"187,996","187,996","92,178","92,178","31,108","31,108",382,382,"4,569","4,569","2,919","2,919",-36,-36,963,963,593,593,52,52,-33,-33,248,248,"1,541","1,541","1,053","1,053",1,100,"187,996","187,996","92,178","92,178","31,108","31,108",382,382,"4,569","4,569","2,919","2,919",-36,-36,963,963,593,593,52,52,-33,-33,248,248,"1,541","1,541","1,053","1,053",1,100,"187,996","187,996","92,178","92,178","31,108","31,108",382,382,"4,569","4,569","2,919","2,919",-36,-36,963,963,593,593,52,52,-33,-33,248,248,"1,541","1,541","1,053","1,053",1,100,"187,996","187,996","92,178","92,178","31,108","31,108",382,382,"4,569","4,569","2,919","2,919",-36,-36,963,963,593,593,52,52,-33,-33,248,248,"1,541","1,541","1,053","1,053",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100,"187,996","187,996","92,178","92,178","31,108","31,108",382,382,"4,569","4,569","2,919","2,919",-36,-36,963,963,593,593,52,52,-33,-33,248,248,"1,541","1,541","1,053","1,053",1,100,"187,996","187,996","92,178","92,178","31,108","31,108",382,382,"4,569","4,569","2,919","2,919",-36,-36,963,963,593,593,52,52,-33,-33,248,248,"1,541","1,541","1,053","1,053"
A3,1,,"184,870","184,870","93,103","93,103","34,326","34,326",266,266,"3,556","3,556","2,153","2,153",-37,-37,"1,147","1,147","1,781","1,781",48,48,87,87,346,346,"1,615","1,615","1,546","1,546",1,100,"184,870","184,870","93,103","93,103","34,326","34,326",266,266,"3,556","3,556","2,153","2,153",-37,-37,"1,147","1,147","1,781","1,781",48,48,87,87,346,346,"1,615","1,615","1,546","1,546",1,100,"184,870","184,870","93,103","93,103","34,326","34,326",266,266,"3,556","3,556","2,153","2,153",-37,-37,"1,147","1,147","1,781","1,781",48,48,87,87,346,346,"1,615","1,615","1,546","1,546",1,100,"184,870","184,870","93,103","93,103","34,326","34,326",266,266,"3,556","3,556","2,153","2,153",-37,-37,"1,147","1,147","1,781","1,781",48,48,87,87,346,346,"1,615","1,615","1,546","1,546",1,100,"184,870","184,870","93,103","93,103","34,326","34,326",266,266,"3,556","3,556","2,153","2,153",-37,-37,"1,147","1,147","1,781","1,781",48,48,87,87,346,346,"1,615","1,615","1,546","1,546",1,100,"184,870","184,870","93,103","93,103","34,326","34,326",266,266,"3,556","3,556","2,153","2,153",-37,-37,"1,147","1,147","1,781","1,781",48,48,87,87,346,346,"1,615","1,615","1,546","1,546",1,100,"184,870","184,870","93,103","93,103","34,326","34,326",266,266,"3,556","3,556","2,153","2,153",-37,-37,"1,147","1,147","1,781","1,781",48,48,87,87,346,346,"1,615","1,615","1,546","1,546",1,100,"184,870","184,870","93,103","93,103","34,326","34,326",266,266,"3,556","3,556","2,153","2,153",-37,-37,"1,147","1,147","1,781","1,781",48,48,87,87,346,346,"1,615","1,615","1,546","1,546",1,100,"184,870","184,870","93,103","93,103","34,326","34,326",266,266,"3,556","3,556","2,153","2,153",-37,-37,"1,147","1,147","1,781","1,781",48,48,87,87,346,346,"1,615","1,615","1,546","1,546",1,100,"184,870","184,870","93,103","93,103","34,326","34,326",266,266,"3,556","3,556","2,153","2,153",-37,-37,"1,147","1,147","1,781","1,781",48,48,87,87,346,346,"1,615","1,615","1,546","1,546",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100,"184,870","184,870","93,103","93,103","34,326","34,326",266,266,"3,556","3,556","2,153","2,153",-37,-37,"1,147","1,147","1,781","1,781",48,48,87,87,346,346,"1,615","1,615","1,546","1,546",1,100,"184,870","184,870","93,103","93,103","34,326","34,326",266,266,"3,556","3,556","2,153","2,153",-37,-37,"1,147","1,147","1,781","1,781",48,48,87,87,346,346,"1,615","1,615","1,546","1,546"
A4,1,,"200,596","200,596","93,765","93,765","31,767","31,767",-418,-418,"3,976","3,976","2,017","2,017",-46,-46,269,269,"1,118","1,118",67,67,156,156,280,280,"1,542","1,542","2,327","2,327",1,100,"200,596","200,596","93,765","93,765","31,767","31,767",-418,-418,"3,976","3,976","2,017","2,017",-46,-46,269,269,"1,118","1,118",67,67,156,156,280,280,"1,542","1,542","2,327","2,327",1,100,"200,596","200,596","93,765","93,765","31,767","31,767",-418,-418,"3,976","3,976","2,017","2,017",-46,-46,269,269,"1,118","1,118",67,67,156,156,280,280,"1,542","1,542","2,327","2,327",1,100,"200,596","200,596","93,765","93,765","31,767","31,767",-418,-418,"3,976","3,976","2,017","2,017",-46,-46,269,269,"1,118","1,118",67,67,156,156,280,280,"1,542","1,542","2,327","2,327",1,100,"200,596","200,596","93,765","93,765","31,767","31,767",-418,-418,"3,976","3,976","2,017","2,017",-46,-46,269,269,"1,118","1,118",67,67,156,156,280,280,"1,542","1,542","2,327","2,327",1,100,"200,596","200,596","93,765","93,765","31,767","31,767",-418,-418,"3,976","3,976","2,017","2,017",-46,-46,269,269,"1,118","1,118",67,67,156,156,280,280,"1,542","1,542","2,327","2,327",1,100,"200,596","200,596","93,765","93,765","31,767","31,767",-418,-418,"3,976","3,976","2,017","2,017",-46,-46,269,269,"1,118","1,118",67,67,156,156,280,280,"1,542","1,542","2,327","2,327",1,100,"200,596","200,596","93,765","93,765","31,767","31,767",-418,-418,"3,976","3,976","2,017","2,017",-46,-46,269,269,"1,118","1,118",67,67,156,156,280,280,"1,542","1,542","2,327","2,327",1,100,"200,596","200,596","93,765","93,765","31,767","31,767",-418,-418,"3,976","3,976","2,017","2,017",-46,-46,269,269,"1,118","1,118",67,67,156,156,280,280,"1,542","1,542","2,327","2,327",1,100,"200,596","200,596","93,765","93,765","31,767","31,767",-418,-418,"3,976","3,976","2,017","2,017",-46,-46,269,269,"1,118","1,118",67,67,156,156,280,280,"1,542","1,542","2,327","2,327",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100,"200,596","200,596","93,765","93,765","31,767","31,767",-418,-418,"3,976","3,976","2,017","2,017",-46,-46,269,269,"1,118","1,118",67,67,156,156,280,280,"1,542","1,542","2,327","2,327",1,100,"200,596","200,596","93,765","93,765","31,767","31,767",-418,-418,"3,976","3,976","2,017","2,017",-46,-46,269,269,"1,118","1,118",67,67,156,156,280,280,"1,542","1,542","2,327","2,327"
A5,1,,"209,386","209,386","96,039","96,039","26,175","26,175",-14,-14,"3,747","3,747","2,966","2,966",-31,-31,"1,080","1,080","3,058","3,058",49,49,22,22,309,309,"2,241","2,241","2,763","2,763",1,100,"209,386","209,386","96,039","96,039","26,175","26,175",-14,-14,"3,747","3,747","2,966","2,966",-31,-31,"1,080","1,080","3,058","3,058",49,49,22,22,309,309,"2,241","2,241","2,763","2,763",1,100,"209,386","209,386","96,039","96,039","26,175","26,175",-14,-14,"3,747","3,747","2,966","2,966",-31,-31,"1,080","1,080","3,058","3,058",49,49,22,22,309,309,"2,241","2,241","2,763","2,763",1,100,"209,386","209,386","96,039","96,039","26,175","26,175",-14,-14,"3,747","3,747","2,966","2,966",-31,-31,"1,080","1,080","3,058","3,058",49,49,22,22,309,309,"2,241","2,241","2,763","2,763",1,100,"209,386","209,386","96,039","96,039","26,175","26,175",-14,-14,"3,747","3,747","2,966","2,966",-31,-31,"1,080","1,080","3,058","3,058",49,49,22,22,309,309,"2,241","2,241","2,763","2,763",1,100,"209,386","209,386","96,039","96,039","26,175","26,175",-14,-14,"3,747","3,747","2,966","2,966",-31,-31,"1,080","1,080","3,058","3,058",49,49,22,22,309,309,"2,241","2,241","2,763","2,763",1,100,"209,386","209,386","96,039","96,039","26,175","26,175",-14,-14,"3,747","3,747","2,966","2,966",-31,-31,"1,080","1,080","3,058","3,058",49,49,22,22,309,309,"2,241","2,241","2,763","2,763",1,100,"209,386","209,386","96,039","96,039","26,175","26,175",-14,-14,"3,747","3,747","2,966","2,966",-31,-31,"1,080","1,080","3,058","3,058",49,49,22,22,309,309,"2,241","2,241","2,763","2,763",1,100,"209,386","209,386","96,039","96,039","26,175","26,175",-14,-14,"3,747","3,747","2,966","2,966",-31,-31,"1,080","1,080","3,058","3,058",49,49,22,22,309,309,"2,241","2,241","2,763","2,763",1,100,"209,386","209,386","96,039","96,039","26,175","26,175",-14,-14,"3,747","3,747","2,966","2,966",-31,-31,"1,080","1,080","3,058","3,058",49,49,22,22,309,309,"2,241","2,241","2,763","2,763",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100,"209,386","209,386","96,039","96,039","26,175","26,175",-14,-14,"3,747","3,747","2,966","2,966",-31,-31,"1,080","1,080","3,058","3,058",49,49,22,22,309,309,"2,241","2,241","2,763","2,763",1,100,"209,386","209,386","96,039","96,039","26,175","26,175",-14,-14,"3,747","3,747","2,966","2,966",-31,-31,"1,080","1,080","3,058","3,058",49,49,22,22,309,309,"2,241","2,241","2,763","2,763"
